Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83556,-,-,-,34.05,-118.26,-8,98,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
2005,1,1,0,30,0,0,0,0,0,0,0,5,0.132,1.2000000000000002,265.90000000000003,91.85000000000001,8,980,N/A
2005,1,1,1,30,0,0,0,0,0,0,1,5,0.132,1.2000000000000002,267.6,89.65,8,980,N/A
2005,1,1,2,30,0,0,0,0,0,0,4,5,0.132,1.3,267,87.69,8,980,N/A
2005,1,1,3,30,0,0,0,0,0,0,0,4,0.132,1.2000000000000002,268.5,85.65,8,980,N/A
2005,1,1,4,30,0,0,0,0,0,0,0,4,0.132,1.1,267.6,83.78,8,980,N/A
2005,1,1,5,30,0,0,0,0,0,0,0,4,0.132,1,264.7,82.3,8,980,N/A
2005,1,1,6,30,0,0,0,0,0,0,1,4,0.132,0.7000000000000001,259.90000000000003,81.23,8,980,N/A
2005,1,1,7,30,28,355,57,28,355,57,1,4,0.132,0.6000000000000001,250.3,82.4,8,980,N/A
2005,1,1,8,30,57,679,230,57,679,230,0,5,0.132,0.9,230.20000000000002,81.84,9,980,N/A
2005,1,1,9,30,70,814,390,70,814,390,0,4,0.132,1.2000000000000002,226.4,74.73,10,990,N/A
2005,1,1,10,30,75,882,508,75,882,508,0,4,0.132,1.5,222.70000000000002,69.41,11,980,N/A
2005,1,1,11,30,249,195,354,80,900,565,4,4,0.132,1.7000000000000002,220.70000000000002,65.36,12,980,N/A
2005,1,1,12,30,174,3,176,82,889,560,7,4,0.132,2,218.9,66.38,12,980,N/A
2005,1,1,13,30,216,203,314,80,852,492,4,5,0.132,2,221,67.41,12,980,N/A
2005,1,1,14,30,92,0,92,72,780,370,4,5,0.132,1.9000000000000001,225.60000000000002,72.93,11,980,N/A
