Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83556,-,-,-,34.05,-118.26,-8,98,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
2012,1,1,0,30,0,0,0,0,0,0,1,-1,0.125,3.4000000000000004,53.300000000000004,40.480000000000004,13,990,N/A
2012,1,1,1,30,0,0,0,0,0,0,1,-1,0.125,3.4000000000000004,56.900000000000006,39.85,13,990,N/A
2012,1,1,2,30,0,0,0,0,0,0,0,-1,0.125,3.5,56,39.31,13,990,N/A
2012,1,1,3,30,0,0,0,0,0,0,0,-1,0.125,3.7,52.900000000000006,41.04,12,990,N/A
2012,1,1,4,30,0,0,0,0,0,0,0,-2,0.125,3.8000000000000003,51.300000000000004,39.910000000000004,12,990,N/A
2012,1,1,5,30,0,0,0,0,0,0,1,-2,0.125,3.9000000000000004,51.1,38.85,12,990,N/A
2012,1,1,6,30,0,0,0,0,0,0,1,-2,0.125,3.9000000000000004,52.5,38.39,12,990,N/A
2012,1,1,7,30,26,401,59,26,401,59,1,-2,0.125,4.2,54.7,33.97,14,990,N/A
2012,1,1,8,30,51,718,235,51,718,235,0,-2,0.125,4.2,57.7,28.75,17,990,N/A
2012,1,1,9,30,65,844,397,65,844,397,0,-1,0.125,3.7,60,24.330000000000002,20,990,N/A
2012,1,1,10,30,69,914,518,69,914,518,0,-2,0.125,2.8000000000000003,68.10000000000001,18.86,23,990,N/A
2012,1,1,11,30,71,941,579,71,941,579,0,-3,0.125,2.1,90.80000000000001,15.39,25,990,N/A
2012,1,1,12,30,71,943,576,71,943,576,0,-3,0.125,1.7000000000000002,112.80000000000001,14.84,26,990,N/A
2012,1,1,13,30,68,917,509,68,917,509,0,-2,0.125,1.4000000000000001,128.70000000000002,15.65,26,990,N/A
2012,1,1,14,30,61,854,385,61,854,385,0,-1,0.125,1,149.8,19.05,24,990,N/A
2012,1,1,15,30,48,717,218,48,717,218,0,4,0.125,0.5,215.60000000000002,35.76,21,990,N/A
2012,1,1,16,30,21,351,43,21,351,43,0,4,0.125,0.5,296.1,45.35,17,990,N/A
2012,1,1,17,30,0,0,0,0,0,0,0,3,0.125,1,2.2,49.050000000000004,15,990,N/A
2012,1,1,18,30,0,0,0,0,0,0,0,2,0.125,1.5,28,45.9,15,990,N/A
2012,1,1,19,30,0,0,0,0,0,0,0,1,0.125,1.9000000000000001,45.1,41.34,15,990,N/A
2012,1,1,20,30,0,0,0,0,0,0,1,0,0.125,2.1,55.1,37.65,15,990,N/A
2012,1,1,21,30,0,0,0,0,0,0,1,-1,0.125,2.1,61.6,37.15,14,990,N/A
2012,1,1,22,30,0,0,0,0,0,0,0,-2,0.125,2.1,64.60000000000001,34.97,14,990,N/A
2012,1,1,23,30,0,0,0,0,0,0,0,-2,0.125,2,69.60000000000001,36.36,13,990,N/A
2012,1,2,0,30,0,0,0,0,0,0,0,-2,0.125,2,74.60000000000001,36.86,13,990,N/A
2012,1,2,1,30,0,0,0,0,0,0,0,-2,0.125,2,76.3,40.14,12,990,N/A
2012,1,2,2,30,0,0,0,0,0,0,0,-1,0.125,2,75.5,40.65,12,990,N/A
2012,1,2,3,30,0,0,0,0,0,0,0,-1,0.125,2.2,73.2,41.01,12,990,N/A
2012,1,2,4,30,0,0,0,0,0,0,0,-1,0.125,2.6,68.60000000000001,40.96,12,990,N/A
2012,1,2,5,30,0,0,0,0,0,0,0,-2,0.125,3.2,61.6,39.95,12,990,N/A
2012,1,2,6,30,0,0,0,0,0,0,1,-2,0.125,3.6,58.2,38.49,12,990,N/A
2012,1,2,7,30,26,397,60,26,397,60,1,-2,0.125,3.7,57.900000000000006,33.9,14,990,N/A
2012,1,2,8,30,54,718,237,54,718,237,0,-1,0.125,3.5,58.6,29.11,17,990,N/A
2012,1,2,9,30,69,844,401,69,844,401,0,-2,0.125,2.6,62.6,22.45,20,990,N/A
2012,1,2,10,30,77,902,521,77,902,521,1,-2,0.125,1.6,79,17.61,23,990,N/A
2012,1,2,11,30,81,927,582,81,927,582,1,-3,0.125,1,137,15.93,25,990,N/A
2012,1,2,12,30,80,928,579,80,928,579,0,-2,0.125,0.6000000000000001,177.70000000000002,16.48,25,990,N/A
2012,1,2,13,30,72,912,513,72,912,513,0,-2,0.125,0.30000000000000004,209,16.82,25,990,N/A
2012,1,2,14,30,65,845,388,65,845,388,0,-2,0.125,0.5,272.8,18.61,24,990,N/A
2012,1,2,15,30,51,701,219,51,701,219,0,4,0.125,0.8,288.8,35.74,21,990,N/A
2012,1,2,16,30,22,344,44,22,344,44,0,4,0.125,0.9,321.1,46.86,17,990,N/A
2012,1,2,17,30,0,0,0,0,0,0,1,4,0.125,1.1,340.6,51.64,15,990,N/A
