Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83556,-,-,-,34.05,-118.26,-8,98,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
1999,1,1,0,30,0,0,0,0,0,0,0,2,0.11900000000000001,2.7,32.800000000000004,72.16,8,980,N/A
1999,1,1,1,30,0,0,0,0,0,0,0,1,0.11900000000000001,2.6,33.1,67.92,8,980,N/A
1999,1,1,2,30,0,0,0,0,0,0,0,0,0.11900000000000001,2.7,33.4,68.78,7,980,N/A
1999,1,1,3,30,0,0,0,0,0,0,0,0,0.11900000000000001,3,36,65.58,7,980,N/A
1999,1,1,4,30,0,0,0,0,0,0,0,0,0.11900000000000001,3.4000000000000004,41.400000000000006,62.08,7,980,N/A
1999,1,1,5,30,0,0,0,0,0,0,0,-1,0.11900000000000001,3.7,47,58.88,7,980,N/A
1999,1,1,6,30,0,0,0,0,0,0,0,-1,0.11900000000000001,3.9000000000000004,50.7,56.93,7,990,N/A
1999,1,1,7,30,23,491,64,23,491,64,1,-1,0.11900000000000001,4.1000000000000005,50.900000000000006,49.67,9,990,N/A
1999,1,1,8,30,44,785,244,44,785,244,0,-1,0.11900000000000001,4.2,51.6,41.25,12,990,N/A
1999,1,1,9,30,54,896,406,54,896,406,0,-1,0.11900000000000001,4,54.2,33.86,15,990,N/A
1999,1,1,10,30,62,942,524,62,942,524,0,0,0.11900000000000001,3.2,56,29.6,18,990,N/A
1999,1,1,11,30,63,965,583,63,965,583,0,-2,0.11900000000000001,2.1,54.800000000000004,23.7,20,990,N/A
1999,1,1,12,30,63,963,579,63,963,579,0,-2,0.11900000000000001,1.3,46.6,21.67,21,980,N/A
1999,1,1,13,30,62,934,512,62,934,512,0,-2,0.11900000000000001,0.9,25.1,22.6,21,980,N/A
1999,1,1,14,30,56,872,387,56,872,387,0,-1,0.11900000000000001,0.9,350.6,25.150000000000002,20,980,N/A
1999,1,1,15,30,45,740,220,45,740,220,0,2,0.11900000000000001,1.1,307.8,38.93,17,980,N/A
1999,1,1,16,30,20,392,45,20,392,45,0,3,0.11900000000000001,1.4000000000000001,312.8,51.68,14,980,N/A
1999,1,1,17,30,0,0,0,0,0,0,0,2,0.11900000000000001,1.5,329.8,56.26,12,990,N/A
1999,1,1,18,30,0,0,0,0,0,0,0,2,0.11900000000000001,1.6,346.90000000000003,58.21,11,990,N/A
1999,1,1,19,30,0,0,0,0,0,0,0,1,0.11900000000000001,1.8,3.2,54.300000000000004,11,990,N/A
1999,1,1,20,30,0,0,0,0,0,0,0,0,0.11900000000000001,2,18,53.370000000000005,10,990,N/A
1999,1,1,21,30,0,0,0,0,0,0,0,-1,0.11900000000000001,2.4000000000000004,31.3,48.43,10,990,N/A
1999,1,1,22,30,0,0,0,0,0,0,0,-2,0.11900000000000001,2.8000000000000003,39.300000000000004,43.77,10,990,N/A
1999,1,1,23,30,0,0,0,0,0,0,0,-3,0.11900000000000001,3,44.300000000000004,40.6,10,990,N/A
1999,1,2,0,30,0,0,0,0,0,0,0,-4,0.11900000000000001,3.2,47.2,38.86,10,990,N/A
1999,1,2,1,30,0,0,0,0,0,0,0,-4,0.11900000000000001,3.3000000000000003,48.800000000000004,38.17,10,990,N/A
1999,1,2,2,30,0,0,0,0,0,0,0,-4,0.11900000000000001,3.4000000000000004,49.5,38.07,10,990,N/A
1999,1,2,3,30,0,0,0,0,0,0,1,-4,0.11900000000000001,3.6,50,37.74,10,980,N/A
1999,1,2,4,30,0,0,0,0,0,0,1,-4,0.11900000000000001,4,50.400000000000006,37.24,10,980,N/A
1999,1,2,5,30,0,0,0,0,0,0,1,-4,0.11900000000000001,4.4,49.7,36.82,10,980,N/A
1999,1,2,6,30,0,0,0,0,0,0,1,-5,0.11900000000000001,4.800000000000001,48.7,36.57,10,990,N/A
1999,1,2,7,30,24,498,65,24,498,65,1,-5,0.11900000000000001,5.300000000000001,49.1,34.160000000000004,11,990,N/A
1999,1,2,8,30,44,798,248,44,798,248,0,-5,0.11900000000000001,5.1000000000000005,48.6,28.03,14,990,N/A
1999,1,2,9,30,54,913,414,54,913,414,0,-3,0.11900000000000001,4.5,49.6,25.2,17,990,N/A
1999,1,2,10,30,59,966,534,59,966,534,0,-3,0.11900000000000001,3.9000000000000004,58.400000000000006,21.580000000000002,20,990,N/A
1999,1,2,11,30,62,987,595,62,987,595,0,-4,0.11900000000000001,2.9000000000000004,66.9,17.28,22,980,N/A
1999,1,2,12,30,62,985,592,62,985,592,0,-6,0.11900000000000001,1.8,74.7,14.030000000000001,23,980,N/A
1999,1,2,13,30,59,960,524,59,960,524,0,-6,0.11900000000000001,0.8,82.9,14.89,22,980,N/A
1999,1,2,14,30,54,897,397,54,897,397,0,-5,0.11900000000000001,0.6000000000000001,108.4,17.79,21,980,N/A
1999,1,2,15,30,44,762,227,44,762,227,0,1,0.11900000000000001,0.8,257.90000000000003,34.63,18,980,N/A
1999,1,2,16,30,20,422,48,20,422,48,0,2,0.11900000000000001,0.8,296.40000000000003,44.67,15,980,N/A
1999,1,2,17,30,0,0,0,0,0,0,1,2,0.11900000000000001,1,347.3,50.870000000000005,13,980,N/A
1999,1,2,18,30,0,0,0,0,0,0,1,1,0.11900000000000001,1.2000000000000002,13.600000000000001,53.26,12,980,N/A
1999,1,2,19,30,0,0,0,0,0,0,1,0,0.11900000000000001,1.3,29.5,52.47,11,980,N/A
1999,1,2,20,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.5,39.2,47.21,11,980,N/A
1999,1,2,21,30,0,0,0,0,0,0,3,-1,0.11900000000000001,1.6,44.7,43.21,11,980,N/A
1999,1,2,22,30,0,0,0,0,0,0,3,-2,0.11900000000000001,1.8,48.300000000000004,40.910000000000004,11,980,N/A
1999,1,2,23,30,0,0,0,0,0,0,1,-3,0.11900000000000001,2.2,52.7,39.63,11,980,N/A
1999,1,3,0,30,0,0,0,0,0,0,0,-3,0.11900000000000001,2.8000000000000003,56.5,38.69,11,980,N/A
1999,1,3,1,30,0,0,0,0,0,0,1,-3,0.11900000000000001,3.6,56,37.44,11,980,N/A
1999,1,3,2,30,0,0,0,0,0,0,0,-4,0.11900000000000001,4.4,52.7,36.64,11,980,N/A
1999,1,3,3,30,0,0,0,0,0,0,1,-4,0.11900000000000001,5.1000000000000005,49.6,36.94,11,990,N/A
1999,1,3,4,30,0,0,0,0,0,0,3,-3,0.11900000000000001,5.7,48.6,40.27,10,990,N/A
1999,1,3,5,30,0,0,0,0,0,0,3,-3,0.11900000000000001,6.1000000000000005,49,41.14,10,990,N/A
1999,1,3,6,30,0,0,0,0,0,0,3,-3,0.11900000000000001,6.2,49.7,41.79,10,990,N/A
1999,1,3,7,30,29,110,38,24,475,63,3,-3,0.11900000000000001,6,50.800000000000004,39.42,11,990,N/A
1999,1,3,8,30,46,788,246,46,788,246,0,-2,0.11900000000000001,5.6000000000000005,49.5,33.02,14,990,N/A
1999,1,3,9,30,56,910,414,56,910,414,0,-2,0.11900000000000001,5.300000000000001,52.300000000000004,28.75,17,990,N/A
1999,1,3,10,30,63,965,538,63,965,538,0,-2,0.11900000000000001,4.9,57.6,25.04,19,990,N/A
1999,1,3,11,30,66,991,602,66,991,602,0,-3,0.11900000000000001,4.1000000000000005,58.1,22.26,20,990,N/A
1999,1,3,12,30,67,990,601,67,990,601,0,-4,0.11900000000000001,3.3000000000000003,58.2,18.66,21,990,N/A
1999,1,3,13,30,63,970,535,63,970,535,0,-6,0.11900000000000001,2.5,57.900000000000006,16.18,21,990,N/A
1999,1,3,14,30,59,907,408,59,907,408,0,-7,0.11900000000000001,1.5,55.800000000000004,16.48,20,990,N/A
1999,1,3,15,30,48,775,235,48,775,235,0,-2,0.11900000000000001,0.8,41.800000000000004,26.93,18,990,N/A
1999,1,3,16,30,23,417,51,23,417,51,0,0,0.11900000000000001,0.8,357.20000000000005,39.58,14,990,N/A
1999,1,3,17,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.1,1.5,44.800000000000004,12,990,N/A
1999,1,3,18,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.4000000000000001,15.200000000000001,47.64,11,990,N/A
1999,1,3,19,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.7000000000000002,31.700000000000003,46.34,11,990,N/A
1999,1,3,20,30,0,0,0,0,0,0,3,-1,0.11900000000000001,2,42.5,47.62,10,990,N/A
1999,1,3,21,30,0,0,0,0,0,0,7,-2,0.11900000000000001,2.4000000000000004,48.7,45.47,10,990,N/A
1999,1,3,22,30,0,0,0,0,0,0,7,-2,0.11900000000000001,2.7,51.900000000000006,43.300000000000004,10,990,N/A
1999,1,3,23,30,0,0,0,0,0,0,7,-3,0.11900000000000001,2.9000000000000004,53.300000000000004,44.25,9,990,N/A
1999,1,4,0,30,0,0,0,0,0,0,7,-3,0.11900000000000001,3.2,53.800000000000004,43.07,9,990,N/A
1999,1,4,1,30,0,0,0,0,0,0,7,-4,0.11900000000000001,3.4000000000000004,53.2,41.93,9,990,N/A
1999,1,4,2,30,0,0,0,0,0,0,4,-4,0.11900000000000001,3.7,52.1,40.7,9,990,N/A
1999,1,4,3,30,0,0,0,0,0,0,4,-4,0.11900000000000001,4.1000000000000005,51.5,39.5,9,990,N/A
1999,1,4,4,30,0,0,0,0,0,0,4,-5,0.11900000000000001,4.5,51.5,38.38,8,990,N/A
1999,1,4,5,30,0,0,0,0,0,0,3,-5,0.11900000000000001,4.6000000000000005,51.5,40.74,8,990,N/A
1999,1,4,6,30,0,0,0,0,0,0,1,-5,0.11900000000000001,4.800000000000001,51.6,40.79,8,990,N/A
1999,1,4,7,30,25,480,65,25,480,65,1,-5,0.11900000000000001,5.2,51.400000000000006,36.12,10,990,N/A
1999,1,4,8,30,49,790,250,49,790,250,1,-5,0.11900000000000001,5,51.7,30.07,13,990,N/A
1999,1,4,9,30,60,909,419,60,909,419,0,-4,0.11900000000000001,4.1000000000000005,53.5,26.52,16,990,N/A
1999,1,4,10,30,66,965,542,66,965,542,0,-3,0.11900000000000001,2.8000000000000003,66.10000000000001,23.490000000000002,19,990,N/A
1999,1,4,11,30,70,985,605,70,985,605,0,-4,0.11900000000000001,1.7000000000000002,75.4,18.490000000000002,21,990,N/A
1999,1,4,12,30,70,982,602,70,982,602,0,-5,0.11900000000000001,0.9,70.4,15.91,22,990,N/A
1999,1,4,13,30,66,960,534,66,960,534,0,-5,0.11900000000000001,0.5,51.6,16.16,22,990,N/A
1999,1,4,14,30,60,899,408,60,899,408,0,-4,0.11900000000000001,0.5,0,18.39,21,990,N/A
1999,1,4,15,30,48,771,236,48,771,236,0,1,0.11900000000000001,0.8,278.7,34.21,18,990,N/A
1999,1,4,16,30,23,420,53,23,420,53,0,1,0.11900000000000001,1,304.90000000000003,42.13,15,990,N/A
1999,1,4,17,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.1,323.6,46.31,13,990,N/A
1999,1,4,18,30,0,0,0,0,0,0,1,0,0.11900000000000001,1.2000000000000002,344.90000000000003,49.410000000000004,12,990,N/A
1999,1,4,19,30,0,0,0,0,0,0,3,0,0.11900000000000001,1.5,5.1000000000000005,47.52,12,990,N/A
1999,1,4,20,30,0,0,0,0,0,0,1,0,0.11900000000000001,1.7000000000000002,23.3,44.730000000000004,12,990,N/A
1999,1,4,21,30,0,0,0,0,0,0,0,-1,0.11900000000000001,1.9000000000000001,38.5,42.19,12,990,N/A
1999,1,4,22,30,0,0,0,0,0,0,3,-1,0.11900000000000001,2,48.2,40.94,12,990,N/A
1999,1,4,23,30,0,0,0,0,0,0,4,-1,0.11900000000000001,2,53.5,43.36,11,990,N/A
1999,1,5,0,30,0,0,0,0,0,0,4,-1,0.11900000000000001,2,56.1,43.54,11,990,N/A
1999,1,5,1,30,0,0,0,0,0,0,7,-1,0.11900000000000001,1.9000000000000001,55.2,43.99,11,990,N/A
1999,1,5,2,30,0,0,0,0,0,0,7,-1,0.11900000000000001,1.9000000000000001,50.300000000000004,44.22,11,990,N/A
1999,1,5,3,30,0,0,0,0,0,0,3,-1,0.11900000000000001,1.9000000000000001,44.7,46.32,10,990,N/A
1999,1,5,4,30,0,0,0,0,0,0,0,-2,0.11900000000000001,2,42.1,44.5,10,990,N/A
1999,1,5,5,30,0,0,0,0,0,0,0,-2,0.11900000000000001,2.1,42.6,45.980000000000004,9,990,N/A
1999,1,5,6,30,0,0,0,0,0,0,1,-3,0.11900000000000001,2.2,43.5,42,10,990,N/A
1999,1,5,7,30,26,450,63,26,450,63,1,-3,0.11900000000000001,2.8000000000000003,45.5,37.27,12,990,N/A
1999,1,5,8,30,51,764,246,51,764,246,0,-3,0.11900000000000001,3.4000000000000004,48.1,30.27,15,990,N/A
1999,1,5,9,30,63,890,414,63,890,414,0,-3,0.11900000000000001,3.1,49.2,24.44,18,990,N/A
1999,1,5,10,30,65,958,538,65,958,538,3,-4,0.11900000000000001,2.1,55.2,19.240000000000002,21,990,N/A
1999,1,5,11,30,69,978,601,69,978,601,2,-6,0.11900000000000001,1,71.2,14.16,23,990,N/A
1999,1,5,12,30,70,974,599,70,974,599,0,-5,0.11900000000000001,0.5,117.7,15.31,23,990,N/A
1999,1,5,13,30,69,942,531,69,942,531,3,-4,0.11900000000000001,0.8,212.8,16.68,23,990,N/A
1999,1,5,14,30,106,579,331,64,875,404,7,-3,0.11900000000000001,1.1,235.4,18.71,22,990,N/A
1999,1,5,15,30,62,540,195,51,741,234,8,0,0.11900000000000001,1,253.20000000000002,31.39,19,990,N/A
1999,1,5,16,30,26,225,42,24,395,53,7,1,0.11900000000000001,0.9,287.7,39.49,16,990,N/A
1999,1,5,17,30,0,0,0,0,0,0,7,1,0.11900000000000001,0.9,338.5,46.730000000000004,14,990,N/A
1999,1,5,18,30,0,0,0,0,0,0,7,1,0.11900000000000001,1.1,5.6000000000000005,47.09,14,990,N/A
1999,1,5,19,30,0,0,0,0,0,0,7,1,0.11900000000000001,1.2000000000000002,20.900000000000002,44.42,14,990,N/A
1999,1,5,20,30,0,0,0,0,0,0,7,0,0.11900000000000001,1.4000000000000001,32.2,40.79,14,990,N/A
1999,1,5,21,30,0,0,0,0,0,0,6,-1,0.11900000000000001,1.5,40.900000000000006,37.11,14,990,N/A
1999,1,5,22,30,0,0,0,0,0,0,7,-2,0.11900000000000001,1.5,48.5,34.34,14,990,N/A
