Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83556,-,-,-,34.05,-118.26,-8,98,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
2008,1,1,0,30,0,0,0,0,0,0,1,-5,0.135,6.2,53.6,36.54,9,990,N/A
2008,1,1,1,30,0,0,0,0,0,0,1,-6,0.135,6.6000000000000005,53.2,35.79,9,990,N/A
2008,1,1,2,30,0,0,0,0,0,0,3,-6,0.135,6.9,51.6,34.77,9,990,N/A
2008,1,1,3,30,0,0,0,0,0,0,7,-6,0.135,7.2,49.7,33.92,8,990,N/A
2008,1,1,4,30,0,0,0,0,0,0,7,-7,0.135,7.4,49.2,35.65,8,990,N/A
2008,1,1,5,30,0,0,0,0,0,0,7,-7,0.135,7.5,49.300000000000004,35.54,8,990,N/A
2008,1,1,6,30,0,0,0,0,0,0,7,-7,0.135,7.6000000000000005,49.300000000000004,35.37,8,990,N/A
2008,1,1,7,30,30,59,35,26,459,64,7,-7,0.135,7.6000000000000005,48.300000000000004,33.28,9,990,N/A
2008,1,1,8,30,73,463,191,50,770,247,8,-7,0.135,7.300000000000001,47.900000000000006,29.51,11,990,N/A
2008,1,1,9,30,98,618,342,63,889,413,7,-6,0.135,6.6000000000000005,49.1,24.95,14,990,N/A
2008,1,1,10,30,71,938,531,71,938,531,1,-5,0.135,5.9,52.2,25.330000000000002,15,990,N/A
2008,1,1,11,30,75,957,591,75,957,591,1,-5,0.135,5.300000000000001,55.5,24.400000000000002,16,990,N/A
2008,1,1,12,30,144,637,486,76,952,586,7,-5,0.135,4.800000000000001,58.5,23.150000000000002,17,990,N/A
2008,1,1,13,30,199,321,354,75,916,516,7,-4,0.135,4.4,61.300000000000004,23.52,17,990,N/A
2008,1,1,14,30,136,7,139,68,845,389,6,-3,0.135,3.8000000000000003,62.300000000000004,26.75,16,990,N/A
2008,1,1,15,30,52,0,52,54,696,219,7,-2,0.135,3.4000000000000004,62.400000000000006,31.11,15,990,N/A
2008,1,1,16,30,21,0,21,23,332,44,7,-2,0.135,3.3000000000000003,61.800000000000004,35.87,13,990,N/A
2008,1,1,17,30,0,0,0,0,0,0,7,-2,0.135,3.5,60.400000000000006,35.83,13,990,N/A
2008,1,1,18,30,0,0,0,0,0,0,7,-2,0.135,3.7,59,37.87,12,990,N/A
2008,1,1,19,30,0,0,0,0,0,0,7,-3,0.135,3.9000000000000004,57,37.300000000000004,12,990,N/A
2008,1,1,20,30,0,0,0,0,0,0,7,-3,0.135,4,56.7,36.45,12,990,N/A
2008,1,1,21,30,0,0,0,0,0,0,7,-3,0.135,3.9000000000000004,59.6,36.04,12,990,N/A
2008,1,1,22,30,0,0,0,0,0,0,7,-3,0.135,3.7,61.800000000000004,38.89,11,990,N/A
2008,1,1,23,30,0,0,0,0,0,0,7,-3,0.135,3.5,61.2,39.92,11,990,N/A
2008,1,2,0,30,0,0,0,0,0,0,7,-2,0.135,3.7,58.1,40.59,11,990,N/A
2008,1,2,1,30,0,0,0,0,0,0,7,-3,0.135,4,54.800000000000004,39.37,11,990,N/A
2008,1,2,2,30,0,0,0,0,0,0,8,-3,0.135,4.1000000000000005,52.5,38.300000000000004,11,990,N/A
2008,1,2,3,30,0,0,0,0,0,0,7,-3,0.135,3.8000000000000003,51.800000000000004,37.84,11,990,N/A
2008,1,2,4,30,0,0,0,0,0,0,7,-3,0.135,3.5,54.5,38.11,10,990,N/A
2008,1,2,5,30,0,0,0,0,0,0,7,-3,0.135,3.4000000000000004,54.2,40.800000000000004,10,990,N/A
2008,1,2,6,30,0,0,0,0,0,0,7,-3,0.135,3.5,54.7,40.56,10,990,N/A
2008,1,2,7,30,26,417,61,26,417,61,0,-3,0.135,4,57,35.15,12,990,N/A
2008,1,2,8,30,101,138,136,51,734,238,3,-3,0.135,4.1000000000000005,62.1,30.45,14,990,N/A
2008,1,2,9,30,82,691,354,64,856,401,7,-3,0.135,3.6,71.7,26.7,17,990,N/A
2008,1,2,10,30,168,496,411,78,893,516,8,-3,0.135,3,93.80000000000001,25.01,18,990,N/A
2008,1,2,11,30,143,646,492,84,911,576,8,-3,0.135,2.7,117.9,23.64,19,990,N/A
2008,1,2,12,30,142,648,490,85,905,571,7,-2,0.135,2.6,136.8,22.76,20,990,N/A
2008,1,2,13,30,78,881,505,78,881,505,0,-2,0.135,2.5,147.6,23.44,20,990,N/A
2008,1,2,14,30,71,809,380,71,809,380,1,-1,0.135,2,153.70000000000002,25.71,19,990,N/A
