Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83556,-,-,-,34.05,-118.26,-8,98,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure,
2004,1,1,0,30,0,0,0,0,0,0,0,2,0.127,1.1,88.30000000000001,73.57000000000001,8,990,N/A
2004,1,1,1,30,0,0,0,0,0,0,4,2,0.127,1.2000000000000002,91.60000000000001,70.8,8,990,N/A
2004,1,1,2,30,0,0,0,0,0,0,7,1,0.127,1.5,94.2,72.54,7,980,N/A
2004,1,1,3,30,0,0,0,0,0,0,4,0,0.127,1.6,99.5,68.61,7,980,N/A
2004,1,1,4,30,0,0,0,0,0,0,7,0,0.127,1.6,100.80000000000001,65.13,7,990,N/A
2004,1,1,5,30,0,0,0,0,0,0,4,0,0.127,1.6,104.9,63.26,7,990,N/A
2004,1,1,6,30,0,0,0,0,0,0,3,0,0.127,1.6,108.80000000000001,63.25,7,990,N/A
2004,1,1,7,30,15,0,15,27,362,57,7,0,0.127,1.5,110.7,61.88,8,990,N/A
2004,1,1,8,30,101,79,121,55,672,227,7,1,0.127,1.3,123.9,60.910000000000004,10,990,N/A
2004,1,1,9,30,169,139,224,70,798,384,7,2,0.127,1.3,134.1,60.01,11,990,N/A
2004,1,1,10,30,207,52,232,81,845,496,6,3,0.127,1.6,171.8,59.120000000000005,12,990,N/A
2004,1,1,11,30,171,557,471,84,870,554,7,4,0.127,2.1,202.5,58.99,13,990,N/A
2004,1,1,12,30,84,868,549,84,868,549,0,4,0.127,2.5,214,57.21,13,990,N/A
2004,1,1,13,30,170,490,406,89,804,476,8,5,0.127,2.9000000000000004,217.4,59.11,14,990,N/A
2004,1,1,14,30,162,130,212,77,739,357,7,5,0.127,2.9000000000000004,218.70000000000002,64.04,13,990,N/A
2004,1,1,15,30,94,76,112,59,587,198,8,5,0.127,2.2,220,69.96000000000001,12,990,N/A
2004,1,1,16,30,20,0,20,22,227,37,7,6,0.127,1.4000000000000001,222.8,84.38,10,990,N/A
2004,1,1,17,30,0,0,0,0,0,0,3,7,0.127,1.2000000000000002,225.9,95.63,9,990,N/A
2004,1,1,18,30,0,0,0,0,0,0,7,8,0.127,1.1,229.3,100,9,990,N/A
2004,1,1,19,30,0,0,0,0,0,0,7,8,0.127,0.9,224.10000000000002,100,9,990,N/A
2004,1,1,20,30,0,0,0,0,0,0,7,8,0.127,0.7000000000000001,214.8,100,9,990,N/A
2004,1,1,21,30,0,0,0,0,0,0,7,8,0.127,0.5,206.8,100,9,990,N/A
2004,1,1,22,30,0,0,0,0,0,0,7,8,0.127,0.4,189.20000000000002,99.11,10,990,N/A
2004,1,1,23,30,0,0,0,0,0,0,7,8,0.127,0.6000000000000001,159.4,100,9,990,N/A
2004,1,2,0,30,0,0,0,0,0,0,7,8,0.127,0.9,143,100,9,990,N/A
2004,1,2,1,30,0,0,0,0,0,0,7,8,0.127,1,141.1,100,9,990,N/A
2004,1,2,2,30,0,0,0,0,0,0,4,8,0.127,1.1,145.9,100,9,990,N/A
2004,1,2,3,30,0,0,0,0,0,0,4,8,0.127,1.2000000000000002,151.1,100,9,990,N/A
2004,1,2,4,30,0,0,0,0,0,0,1,8,0.127,1.5,163.10000000000002,100,9,990,N/A
2004,1,2,5,30,0,0,0,0,0,0,7,8,0.127,1.8,170.20000000000002,100,9,990,N/A
2004,1,2,6,30,0,0,0,0,0,0,7,8,0.127,2.1,173,100,9,990,N/A
2004,1,2,7,30,2,0,2,30,273,52,4,8,0.127,2.6,173,98.53,10,990,N/A
2004,1,2,8,30,7,0,7,60,622,218,4,9,0.127,3.2,170.9,94.29,11,990,N/A
2004,1,2,9,30,35,0,35,70,781,377,4,9,0.127,3.6,174.60000000000002,96.2,11,990,N/A
2004,1,2,10,30,33,0,33,84,822,488,4,9,0.127,3.9000000000000004,181.9,91.78,12,990,N/A
2004,1,2,11,30,91,0,91,82,863,548,4,10,0.127,4.1000000000000005,191.20000000000002,94.03,12,980,N/A
2004,1,2,12,30,50,0,50,77,876,547,4,10,0.127,4.2,201.5,96.53,12,980,N/A
