,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
0,9149,2016-01-01,00:00,55.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
1,9148,2016-01-01,01:00,68.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
2,9147,2016-01-01,02:00,93.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
3,9146,2016-01-01,03:00,108.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
4,9145,2016-01-01,04:00,84.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
5,9144,2016-01-01,05:00,64.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
6,9143,2016-01-01,06:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
7,9142,2016-01-01,07:00,30.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
8,9141,2016-01-01,08:00,24.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
9,9140,2016-01-01,09:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
10,9139,2016-01-01,10:00,19.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
11,9138,2016-01-01,11:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
12,9137,2016-01-01,12:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
13,9136,2016-01-01,13:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
14,9135,2016-01-01,14:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
15,9134,2016-01-01,15:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
16,9133,2016-01-01,16:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
17,9132,2016-01-01,17:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
18,9131,2016-01-01,18:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
19,9130,2016-01-01,19:00,26.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
20,9129,2016-01-01,20:00,24.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
21,9128,2016-01-01,21:00,33.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
22,9127,2016-01-01,22:00,52.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
23,9126,2016-01-01,23:00,52.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
24,9125,2016-01-02,00:00,37.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
25,9124,2016-01-02,01:00,30.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
26,9123,2016-01-02,02:00,31.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
27,9122,2016-01-02,03:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
28,9121,2016-01-02,04:00,25.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
29,9120,2016-01-02,05:00,27.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
30,9119,2016-01-02,06:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
31,9118,2016-01-02,07:00,17.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
32,9117,2016-01-02,08:00,18.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
33,9116,2016-01-02,09:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
34,9115,2016-01-02,10:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
35,9114,2016-01-02,11:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
36,9113,2016-01-02,12:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
37,9112,2016-01-02,13:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
38,9111,2016-01-02,14:00,17.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
39,9110,2016-01-02,15:00,19.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
40,9109,2016-01-02,16:00,14.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
41,9108,2016-01-02,17:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
42,9107,2016-01-02,18:00,23.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
43,9106,2016-01-02,19:00,30.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
44,9105,2016-01-02,20:00,28.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
45,9104,2016-01-02,21:00,25.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
46,9103,2016-01-02,22:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
47,9102,2016-01-02,23:00,35.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
48,9101,2016-01-03,00:00,32.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
49,9100,2016-01-03,01:00,43.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
50,9099,2016-01-03,02:00,47.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
51,9098,2016-01-03,03:00,51.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
52,9097,2016-01-03,04:00,53.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
53,9096,2016-01-03,05:00,52.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
54,9095,2016-01-03,06:00,57.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
55,9094,2016-01-03,07:00,53.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
56,9093,2016-01-03,08:00,51.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
57,9092,2016-01-03,09:00,33.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
58,9091,2016-01-03,10:00,35.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
59,9090,2016-01-03,11:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
60,9089,2016-01-03,12:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
61,9088,2016-01-03,13:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
62,9087,2016-01-03,14:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
63,9086,2016-01-03,15:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
64,9085,2016-01-03,16:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
65,9084,2016-01-03,17:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
66,9083,2016-01-03,18:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
67,9082,2016-01-03,19:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
68,9081,2016-01-03,20:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
69,9080,2016-01-03,21:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
70,9079,2016-01-03,22:00,17.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
71,9078,2016-01-03,23:00,14.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
72,9077,2016-01-04,00:00,15.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
73,9076,2016-01-04,01:00,15.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
74,9075,2016-01-04,02:00,16.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
75,9074,2016-01-04,03:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
76,9073,2016-01-04,04:00,11.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
77,9072,2016-01-04,05:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
78,9071,2016-01-04,06:00,26.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
79,9070,2016-01-04,07:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
80,9069,2016-01-04,08:00,24.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
81,9068,2016-01-04,09:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
82,9067,2016-01-04,10:00,14.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
83,9066,2016-01-04,11:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
84,9065,2016-01-04,12:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
85,9064,2016-01-04,13:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
86,9063,2016-01-04,14:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
87,9062,2016-01-04,15:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
88,9061,2016-01-04,16:00,-1.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
89,9060,2016-01-04,17:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
90,9059,2016-01-04,18:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
91,9058,2016-01-04,19:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
92,9057,2016-01-04,20:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
93,9056,2016-01-04,21:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
