Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,7,2,30,0,0,0,0,0,0,8,1,0.128,2.1,62.5,67.55,8,990
2017,1,7,3,30,0,0,0,0,0,0,8,1,0.128,1.9,64.9,62.86,9,990
2017,1,7,4,30,0,0,0,0,0,0,8,1,0.128,1.6,65.5,63.69,9,990
2017,1,7,5,30,0,0,0,0,0,0,8,2,0.128,1.9,74.1,68.35,9,990
2017,1,7,6,30,0,0,0,0,0,0,8,3,0.128,2.6,73,72.83,9,990
2017,1,7,7,30,29,44,32,26,333,53,4,3,0.128,3.6,58.8,70.75,10,990
2017,1,7,8,30,102,128,135,51,664,221,8,4,0.128,4,65.3,63.02,12,990
2017,1,7,9,30,165,63,191,64,789,378,8,4,0.128,3.4,71.1,58.17,14,990
2017,1,7,10,30,221,89,266,75,841,493,8,6,0.128,2.6,82.8,59.47,15,990
2017,1,7,11,30,240,62,275,80,864,554,6,7,0.128,2,106.1,59.49,16,990
2017,1,7,12,30,243,281,398,79,867,554,8,8,0.128,1.7,132.6,59.32,17,990
2017,1,7,13,30,214,281,353,81,825,490,8,8,0.128,1.6,151.8,62.17,17,990
2017,1,7,14,30,170,195,248,74,756,373,3,9,0.128,1.4,162.4,69.17,16,990
2017,1,7,15,30,101,163,143,58,616,215,8,10,0.128,1.1,160.8,78.16,15,990
2017,1,7,16,30,28,58,33,27,287,50,8,10,0.128,1.1,148.1,82.38,13,990
2017,1,7,17,30,0,0,0,0,0,0,6,9,0.128,1.3,134,84.35,13,990
2017,1,7,18,30,0,0,0,0,0,0,8,9,0.128,1.6,117.1,90.11,12,990
2017,1,7,19,30,0,0,0,0,0,0,8,8,0.128,1.7,117.4,86.75,12,990
2017,1,7,20,30,0,0,0,0,0,0,8,8,0.128,1.8,114.3,82.34,12,990
2017,1,7,21,30,0,0,0,0,0,0,8,7,0.128,1.9,107.7,76.57,12,990
2017,1,7,22,30,0,0,0,0,0,0,3,5,0.128,1.8,103.4,70.84,12,990
2017,1,7,23,30,0,0,0,0,0,0,3,5,0.128,1.6,103.9,66.83,12,990
2017,1,8,0,30,0,0,0,0,0,0,4,4,0.128,1.6,102.3,65.28,12,990
2017,1,8,1,30,0,0,0,0,0,0,7,4,0.128,1.6,98.3,65.15,12,990
2017,1,8,2,30,0,0,0,0,0,0,4,4,0.128,1.5,95.9,65.6,12,990
2017,1,8,3,30,0,0,0,0,0,0,1,4,0.128,1.4,95.4,61.55,13,990
2017,1,8,4,30,0,0,0,0,0,0,7,5,0.128,1.5,96.4,62.9,13,990
2017,1,8,5,30,0,0,0,0,0,0,1,5,0.128,1.6,102.2,64.69,13,990
2017,1,8,6,30,0,0,0,0,0,0,8,5,0.128,1.7,104,66.34,13,990
2017,1,8,7,30,25,370,56,25,370,56,8,6,0.128,1.7,108.9,64.85,14,990
2017,1,8,8,30,50,694,228,50,694,228,3,8,0.128,1.9,111.1,64.71,16,990
2017,1,8,9,30,62,827,391,62,827,391,1,7,0.128,2.5,128,50.32,19,990
2017,1,8,10,30,69,888,512,69,888,512,1,7,0.128,3,157.3,46.46,20,990
2017,1,8,11,30,72,913,575,72,913,575,1,7,0.128,3.3,176.4,44.29,20,990
2017,1,8,12,30,73,913,575,73,913,575,1,7,0.128,3.4,190.1,48.3,20,990
2017,1,8,13,30,70,888,512,70,888,512,1,8,0.128,3.2,201.2,49.08,20,990
2017,1,8,14,30,63,827,393,63,827,393,0,8,0.128,2.6,205.1,52.61,19,990
2017,1,8,15,30,51,699,231,51,699,231,4,9,0.128,1.6,202.1,64.02,17,990
2017,1,8,16,30,26,379,57,26,379,57,8,10,0.129,1,190.4,81.14,15,990
2017,1,8,17,30,0,0,0,0,0,0,8,10,0.129,1,164.5,83.6,14,990
2017,1,8,18,30,0,0,0,0,0,0,8,10,0.129,1.1,147.3,84.05,14,990
2017,1,8,19,30,0,0,0,0,0,0,8,10,0.129,1,158.4,84.62,14,990
2017,1,8,20,30,0,0,0,0,0,0,6,10,0.129,0.9,186,93.09,13,990
2017,1,8,21,30,0,0,0,0,0,0,6,11,0.129,0.9,184.1,95.79,13,990
2017,1,8,22,30,0,0,0,0,0,0,6,11,0.129,0.9,175.5,97.86,13,990
2017,1,8,23,30,0,0,0,0,0,0,6,11,0.129,0.6,216.7,100,13,990
2017,1,9,0,30,0,0,0,0,0,0,6,11,0.129,0.4,207.6,100,13,990
2017,1,9,1,30,0,0,0,0,0,0,9,11,0.129,0.4,72.1,100,13,990
2017,1,9,2,30,0,0,0,0,0,0,9,11,0.129,0.6,127.3,100,13,990
2017,1,9,3,30,0,0,0,0,0,0,6,11,0.129,1.1,178.8,100,13,990
2017,1,9,4,30,0,0,0,0,0,0,6,11,0.129,1.5,183.3,100,13,990
2017,1,9,5,30,0,0,0,0,0,0,6,11,0.129,1.7,167.8,100,13,990
2017,1,9,6,30,0,0,0,0,0,0,6,11,0.129,1.7,159.8,100,13,990
2017,1,9,7,30,30,228,49,30,228,49,8,11,0.129,1.9,184.3,100,13,990
2017,1,9,8,30,62,602,217,62,602,217,4,13,0.129,2.2,199.9,100,13,990
2017,1,9,9,30,142,7,145,74,771,381,6,13,0.129,2.2,215.9,100,14,990
2017,1,9,10,30,154,0,154,82,845,504,8,13,0.129,2,224.6,95.15,15,990
2017,1,9,11,30,102,0,102,81,891,573,7,12,0.129,2,231.9,92.37,15,990
2017,1,9,12,30,256,205,369,78,905,578,8,12,0.129,2.2,247.2,84.95,15,990
2017,1,9,13,30,228,157,307,78,874,516,8,11,0.129,2.1,254.6,81.38,16,990
2017,1,9,14,30,173,146,232,68,824,398,8,11,0.129,1.8,254,84.53,15,990
2017,1,9,15,30,105,126,138,53,705,236,8,11,0.129,1.3,248.7,88.57,14,990
2017,1,9,16,30,30,58,35,27,393,61,8,11,0.129,0.9,244.5,100,12,990
2017,1,9,17,30,0,0,0,0,0,0,8,9,0.129,0.9,255.9,100,11,990
2017,1,9,18,30,0,0,0,0,0,0,8,11,0.129,1,269.4,100,12,990
2017,1,9,19,30,0,0,0,0,0,0,8,9,0.129,1.2,282.8,100,11,990
2017,1,9,20,30,0,0,0,0,0,0,8,9,0.129,1.3,290.4,100,11,990
2017,1,9,21,30,0,0,0,0,0,0,8,9,0.129,1.3,287.3,100,11,990
2017,1,9,22,30,0,0,0,0,0,0,8,9,0.129,1.3,278.7,100,11,990
2017,1,9,23,30,0,0,0,0,0,0,8,9,0.129,1.2,276.7,100,10,990
2017,1,10,0,30,0,0,0,0,0,0,8,9,0.129,1.2,279.5,100,10,990
2017,1,10,1,30,0,0,0,0,0,0,3,9,0.129,1.2,281.2,100,10,990
2017,1,10,2,30,0,0,0,0,0,0,1,9,0.129,1.1,281.6,100,10,990
2017,1,10,3,30,0,0,0,0,0,0,7,9,0.129,1,280.9,100,10,990
2017,1,10,4,30,0,0,0,0,0,0,8,9,0.129,1.1,284.4,100,10,990
2017,1,10,5,30,0,0,0,0,0,0,4,9,0.129,1.1,276,100,10,990
2017,1,10,6,30,0,0,0,0,0,0,8,9,0.129,0.9,279.9,100,10,990
2017,1,10,7,30,6,0,6,30,270,53,8,9,0.129,1,266.1,100,10,990
2017,1,10,8,30,27,0,27,64,607,220,4,9,0.129,1.7,245.2,100,11,990
2017,1,10,9,30,158,33,172,77,763,383,8,10,0.129,2.5,242.9,93.75,12,990
2017,1,10,10,30,101,0,101,89,824,502,8,9,0.129,3,244.3,86.92,13,990
2017,1,10,11,30,246,69,285,94,848,564,4,9,0.129,3.3,242.8,86.75,13,990
2017,1,10,12,30,227,35,247,90,858,566,4,9,0.129,3.4,241.7,86.58,13,980
2017,1,10,13,30,229,186,323,97,796,498,4,9,0.129,3.4,243.3,86.78,13,980
2017,1,10,14,30,171,215,258,85,733,381,8,10,0.129,3.2,243.7,87.72,13,980
2017,1,10,15,30,106,171,151,65,600,223,8,10,0.129,2.7,244.3,95.43,12,980
2017,1,10,16,30,32,56,37,33,246,55,4,10,0.129,2.2,242.4,98.58,12,980
2017,1,10,17,30,0,0,0,0,0,0,8,11,0.129,2.1,237.9,100,12,980
2017,1,10,18,30,0,0,0,0,0,0,8,11,0.129,2.4,233.3,100,12,980
2017,1,10,19,30,0,0,0,0,0,0,8,11,0.129,2.9,234.2,100,12,980
2017,1,10,20,30,0,0,0,0,0,0,8,11,0.129,3.2,236.7,100,12,980
2017,1,10,21,30,0,0,0,0,0,0,8,11,0.129,3.3,238.4,100,12,980
2017,1,10,22,30,0,0,0,0,0,0,8,11,0.129,3.3,236.4,100,12,980
2017,1,10,23,30,0,0,0,0,0,0,8,11,0.129,3.2,232.9,100,12,980
2017,1,11,0,30,0,0,0,0,0,0,8,11,0.129,3.1,229.5,100,12,980
2017,1,11,1,30,0,0,0,0,0,0,8,11,0.129,3.4,228.5,100,12,980
2017,1,11,2,30,0,0,0,0,0,0,8,11,0.129,3.6,227.7,100,12,980
2017,1,11,3,30,0,0,0,0,0,0,4,11,0.129,3.9,219.9,100,12,980
2017,1,11,4,30,0,0,0,0,0,0,4,11,0.129,4.3,222.4,100,13,980
2017,1,11,5,30,0,0,0,0,0,0,4,11,0.129,4.2,226.3,100,13,980
2017,1,11,6,30,0,0,0,0,0,0,4,11,0.129,3.9,228.4,100,13,980
2017,1,11,7,30,11,0,11,28,321,56,3,11,0.129,3.9,232.8,100,13,980
2017,1,11,8,30,48,0,48,54,684,231,3,12,0.129,4.1,242.4,99.9,14,980
2017,1,11,9,30,65,830,399,65,830,399,1,12,0.129,3.9,253.7,96.56,14,980
2017,1,11,10,30,78,881,522,78,881,522,0,11,0.129,3.6,256.4,82.5,15,980
2017,1,11,11,30,205,481,473,80,919,591,7,9,0.129,3.7,249,70.05,15,980
2017,1,11,12,30,176,566,492,80,920,593,8,8,0.129,4,249.4,65.22,16,980
2017,1,11,13,30,156,572,445,78,891,529,2,7,0.129,4.1,246.7,66.25,15,980
2017,1,11,14,30,71,828,408,71,828,408,1,7,0.129,4.1,247.1,70.13,14,980
2017,1,11,15,30,59,688,241,59,688,241,1,8,0.129,3.3,246.7,76.71,13,980
2017,1,11,16,30,31,344,63,31,344,63,1,9,0.129,2.3,240.8,93.97,11,980
2017,1,11,17,30,0,0,0,0,0,0,2,9,0.129,2.1,238.4,98.77,11,980
2017,1,11,18,30,0,0,0,0,0,0,8,9,0.129,2.2,241.9,100,11,980
2017,1,11,19,30,0,0,0,0,0,0,8,9,0.129,2,252,100,11,980
2017,1,11,20,30,0,0,0,0,0,0,1,9,0.129,1.7,258,100,10,980
2017,1,11,21,30,0,0,0,0,0,0,4,9,0.129,1.6,255.7,100,10,980
2017,1,11,22,30,0,0,0,0,0,0,8,9,0.129,1.4,249.2,99.69,10,980
2017,1,11,23,30,0,0,0,0,0,0,8,9,0.129,1.4,237,99.41,10,980
2017,1,12,0,30,0,0,0,0,0,0,8,9,0.129,1.5,223.5,99.57,10,980
2017,1,12,1,30,0,0,0,0,0,0,8,9,0.129,1.7,212.5,100,11,980
2017,1,12,2,30,0,0,0,0,0,0,8,9,0.129,1.7,204.3,100,11,980
2017,1,12,3,30,0,0,0,0,0,0,8,9,0.129,1.7,184.9,100,10,980
2017,1,12,4,30,0,0,0,0,0,0,6,9,0.129,1.7,177,100,10,980
2017,1,12,5,30,0,0,0,0,0,0,8,9,0.129,1.9,180.8,100,10,980
2017,1,12,6,30,0,0,0,0,0,0,8,9,0.129,2.1,179.4,100,10,980
2017,1,12,7,30,19,0,19,32,233,52,8,9,0.129,2.3,181.7,100,11,980
2017,1,12,8,30,81,0,81,68,582,219,8,9,0.129,2.6,186.6,100,11,980
2017,1,12,9,30,155,24,165,83,741,382,8,10,0.129,3,187.9,97.33,12,980
2017,1,12,10,30,180,11,185,94,805,501,8,10,0.129,3.4,185.8,96.34,12,980
2017,1,12,11,30,164,0,164,92,852,568,8,10,0.129,3.7,186.7,94.43,11,980
2017,1,12,12,30,170,1,171,83,878,574,6,9,0.129,3.7,193.8,92.42,11,980
2017,1,12,13,30,138,0,138,75,865,515,6,9,0.129,3.4,202.6,92.1,11,980
2017,1,12,14,30,103,0,103,63,823,401,8,9,0.129,2.8,213,98.16,11,980
2017,1,12,15,30,62,0,62,49,721,242,4,9,0.129,1.9,216.1,96.47,11,980
2017,1,12,16,30,17,0,17,29,386,66,3,9,0.129,1,213.7,100,10,980
2017,1,12,17,30,0,0,0,0,0,0,3,8,0.129,0.6,202,98.98,10,980
2017,1,12,18,30,0,0,0,0,0,0,3,8,0.129,0.5,201.2,97.67,10,980
2017,1,12,19,30,0,0,0,0,0,0,1,8,0.129,0.6,225.5,96,10,980
2017,1,12,20,30,0,0,0,0,0,0,1,8,0.129,0.7,246.7,94.4,10,980
2017,1,12,21,30,0,0,0,0,0,0,1,7,0.129,0.7,262.4,93.34,10,980
2017,1,12,22,30,0,0,0,0,0,0,1,7,0.129,0.6,276.9,91.65,10,980
2017,1,12,23,30,0,0,0,0,0,0,7,7,0.129,0.5,297.6,96.14,9,980
2017,1,13,0,30,0,0,0,0,0,0,8,7,0.129,0.5,337.4,93.73,9,980
2017,1,13,1,30,0,0,0,0,0,0,1,6,0.129,0.6,11.9,97.3,8,980
2017,1,13,2,30,0,0,0,0,0,0,1,6,0.129,0.8,32,94.52,8,980
2017,1,13,3,30,0,0,0,0,0,0,2,5,0.129,0.9,36.4,92.15,8,980
2017,1,13,4,30,0,0,0,0,0,0,1,5,0.129,1,45.7,96.69,7,980
2017,1,13,5,30,0,0,0,0,0,0,8,5,0.129,1.1,47.1,94.69,7,980
2017,1,13,6,30,0,0,0,0,0,0,3,4,0.129,1.2,51.9,92.49,7,980
2017,1,13,7,30,28,351,58,28,351,58,2,5,0.129,1.8,59,85.41,9,980
2017,1,13,8,30,59,672,234,59,672,234,0,6,0.129,2.4,66.7,85.55,10,980
2017,1,13,9,30,175,116,222,74,804,399,2,7,0.129,2.5,75,76.54,12,980
2017,1,13,10,30,195,411,404,76,884,524,2,6,0.129,2.3,84.8,70.99,13,980
