,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
55,55,2019-01-03,07:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
56,56,2019-01-03,08:00,31.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
57,57,2019-01-03,09:00,38.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
58,58,2019-01-03,10:00,30.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
59,59,2019-01-03,11:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
60,60,2019-01-03,12:00,9.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
61,61,2019-01-03,13:00,11.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
62,62,2019-01-03,14:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
63,63,2019-01-03,15:00,11.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
64,64,2019-01-03,16:00,7.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
65,65,2019-01-03,17:00,8.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
66,66,2019-01-03,18:00,9.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
67,67,2019-01-03,19:00,13.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
68,68,2019-01-03,20:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
69,69,2019-01-03,21:00,24.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
70,70,2019-01-03,22:00,29.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
71,71,2019-01-03,23:00,27.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
72,72,2019-01-04,00:00,27.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
73,73,2019-01-04,01:00,30.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
74,74,2019-01-04,02:00,27.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
75,75,2019-01-04,03:00,22.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
76,76,2019-01-04,04:00,17.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
77,77,2019-01-04,05:00,12.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
78,78,2019-01-04,06:00,13.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
79,79,2019-01-04,07:00,20.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
80,80,2019-01-04,08:00,38.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
81,81,2019-01-04,09:00,52.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
82,82,2019-01-04,10:00,37.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
83,83,2019-01-04,11:00,30.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
84,84,2019-01-04,12:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
85,85,2019-01-04,13:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
86,86,2019-01-04,14:00,36.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
87,87,2019-01-04,15:00,26.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
88,88,2019-01-04,16:00,15.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
89,89,2019-01-04,17:00,17.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
90,90,2019-01-04,18:00,21.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
91,91,2019-01-04,19:00,28.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
92,92,2019-01-04,20:00,22.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
93,93,2019-01-04,21:00,33.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
94,94,2019-01-04,22:00,39.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
95,95,2019-01-04,23:00,53.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
96,96,2019-01-05,00:00,36.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
97,97,2019-01-05,01:00,37.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
98,98,2019-01-05,02:00,39.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
99,99,2019-01-05,03:00,46.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
100,100,2019-01-05,04:00,36.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
101,101,2019-01-05,05:00,36.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
102,102,2019-01-05,06:00,36.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
103,103,2019-01-05,07:00,33.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
104,104,2019-01-05,08:00,29.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
105,105,2019-01-05,09:00,36.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
106,106,2019-01-05,10:00,28.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
107,107,2019-01-05,11:00,27.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
108,108,2019-01-05,12:00,16.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
109,109,2019-01-05,13:00,19.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
110,110,2019-01-05,14:00,11.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
111,111,2019-01-05,15:00,17.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
112,112,2019-01-05,16:00,37.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
113,113,2019-01-05,17:00,30.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
114,114,2019-01-05,18:00,25.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
115,115,2019-01-05,19:00,23.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
116,116,2019-01-05,20:00,13.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
117,117,2019-01-05,21:00,14.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
118,118,2019-01-05,22:00,13.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
119,119,2019-01-05,23:00,13.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
120,120,2019-01-06,00:00,9.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
121,121,2019-01-06,01:00,23.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
122,122,2019-01-06,02:00,22.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
123,123,2019-01-06,03:00,16.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
124,124,2019-01-06,04:00,17.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
125,125,2019-01-06,05:00,17.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
126,126,2019-01-06,06:00,10.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
127,127,2019-01-06,07:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
128,128,2019-01-06,08:00,4.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
129,129,2019-01-06,09:00,19.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
130,130,2019-01-06,10:00,15.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
131,131,2019-01-06,11:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
132,132,2019-01-06,12:00,4.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
133,133,2019-01-06,13:00,7.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
134,134,2019-01-06,14:00,1.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
135,135,2019-01-06,15:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
136,136,2019-01-06,16:00,0.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
137,137,2019-01-06,17:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
138,138,2019-01-06,18:00,5.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
139,139,2019-01-06,19:00,8.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
140,140,2019-01-06,20:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
141,141,2019-01-06,21:00,28.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
142,142,2019-01-06,22:00,28.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
143,143,2019-01-06,23:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
144,144,2019-01-07,00:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
145,145,2019-01-07,01:00,20.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
146,146,2019-01-07,02:00,16.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
147,147,2019-01-07,03:00,10.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
148,148,2019-01-07,04:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
149,149,2019-01-07,05:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
150,150,2019-01-07,06:00,8.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
151,151,2019-01-07,07:00,7.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
152,152,2019-01-07,08:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
153,153,2019-01-07,09:00,17.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
154,154,2019-01-07,10:00,11.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
155,155,2019-01-07,11:00,3.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
156,156,2019-01-07,12:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
157,157,2019-01-07,13:00,10.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
158,158,2019-01-07,14:00,9.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
159,159,2019-01-07,15:00,3.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
160,160,2019-01-07,16:00,2.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
161,161,2019-01-07,17:00,-1.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
162,162,2019-01-07,18:00,12.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
163,163,2019-01-07,19:00,13.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
164,164,2019-01-07,20:00,18.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
165,165,2019-01-07,21:00,24.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
166,166,2019-01-07,22:00,18.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
167,167,2019-01-07,23:00,24.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
168,168,2019-01-08,00:00,39.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
169,169,2019-01-08,01:00,32.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
170,170,2019-01-08,02:00,25.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
171,171,2019-01-08,03:00,20.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
172,172,2019-01-08,04:00,19.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
173,173,2019-01-08,05:00,17.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
174,174,2019-01-08,06:00,14.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
175,175,2019-01-08,07:00,18.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
176,176,2019-01-08,08:00,27.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
177,177,2019-01-08,09:00,28.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
178,178,2019-01-08,10:00,13.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
179,179,2019-01-08,11:00,12.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
180,180,2019-01-08,12:00,4.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
181,181,2019-01-08,13:00,1.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
182,182,2019-01-08,14:00,0.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
183,183,2019-01-08,15:00,2.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
184,184,2019-01-08,16:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
185,185,2019-01-08,17:00,-3.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
186,186,2019-01-08,18:00,13.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
187,187,2019-01-08,19:00,21.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
188,188,2019-01-08,20:00,12.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
189,189,2019-01-08,21:00,26.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
190,190,2019-01-08,22:00,25.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
191,191,2019-01-08,23:00,27.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
192,192,2019-01-09,00:00,19.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
193,193,2019-01-09,01:00,30.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
194,194,2019-01-09,02:00,22.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
195,195,2019-01-09,03:00,17.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
196,196,2019-01-09,04:00,16.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
197,197,2019-01-09,05:00,20.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
198,198,2019-01-09,06:00,21.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
199,199,2019-01-09,07:00,25.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
200,200,2019-01-09,08:00,18.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
201,201,2019-01-09,09:00,30.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
202,202,2019-01-09,10:00,35.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
203,203,2019-01-09,11:00,26.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
204,204,2019-01-09,12:00,17.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
205,205,2019-01-09,13:00,32.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
206,206,2019-01-09,14:00,24.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
207,207,2019-01-09,15:00,23.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
208,208,2019-01-09,16:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
209,209,2019-01-09,17:00,19.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
210,210,2019-01-09,18:00,11.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
211,211,2019-01-09,19:00,12.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
212,212,2019-01-09,20:00,14.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
213,213,2019-01-09,21:00,21.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
214,214,2019-01-09,22:00,14.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
215,215,2019-01-09,23:00,21.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
216,216,2019-01-10,00:00,8.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
217,217,2019-01-10,01:00,6.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
218,218,2019-01-10,02:00,22.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
219,219,2019-01-10,03:00,25.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
220,220,2019-01-10,04:00,22.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
221,221,2019-01-10,05:00,30.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
222,222,2019-01-10,06:00,29.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
223,223,2019-01-10,07:00,41.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
224,224,2019-01-10,08:00,46.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
225,225,2019-01-10,09:00,38.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
226,226,2019-01-10,10:00,36.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
227,227,2019-01-10,11:00,14.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
228,228,2019-01-10,12:00,17.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
229,229,2019-01-10,13:00,23.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
230,230,2019-01-10,14:00,4.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
231,231,2019-01-10,15:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
232,232,2019-01-10,16:00,15.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
233,233,2019-01-10,17:00,13.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
234,234,2019-01-10,18:00,9.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
235,235,2019-01-10,19:00,14.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
236,236,2019-01-10,20:00,8.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
237,237,2019-01-10,21:00,18.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
238,238,2019-01-10,22:00,17.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
239,239,2019-01-10,23:00,11.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
240,240,2019-01-11,00:00,11.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
241,241,2019-01-11,01:00,13.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
242,242,2019-01-11,02:00,25.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
243,243,2019-01-11,03:00,23.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
244,244,2019-01-11,04:00,32.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
245,245,2019-01-11,05:00,32.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
246,246,2019-01-11,06:00,34.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
247,247,2019-01-11,07:00,35.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
248,248,2019-01-11,08:00,30.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
249,249,2019-01-11,09:00,50.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
250,250,2019-01-11,10:00,35.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
251,251,2019-01-11,11:00,41.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
252,252,2019-01-11,12:00,32.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
253,253,2019-01-11,13:00,31.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
254,254,2019-01-11,14:00,8.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
255,255,2019-01-11,15:00,4.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
256,256,2019-01-11,16:00,1.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
257,257,2019-01-11,17:00,14.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
258,258,2019-01-11,18:00,17.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
259,259,2019-01-11,19:00,18.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
260,260,2019-01-11,20:00,18.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
261,261,2019-01-11,21:00,26.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
262,262,2019-01-11,22:00,18.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
263,263,2019-01-11,23:00,22.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
264,264,2019-01-12,00:00,29.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
265,265,2019-01-12,01:00,18.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
266,266,2019-01-12,02:00,13.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
267,267,2019-01-12,03:00,3.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
268,268,2019-01-12,04:00,2.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
269,269,2019-01-12,05:00,5.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
270,270,2019-01-12,06:00,-1.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
271,271,2019-01-12,07:00,4.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
272,272,2019-01-12,08:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,2.0
