,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
118,118,2018-01-05,22:00,8.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
119,119,2018-01-05,23:00,8.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
120,120,2018-01-06,00:00,9.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
121,121,2018-01-06,01:00,8.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
122,122,2018-01-06,02:00,6.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
123,123,2018-01-06,03:00,5.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
124,124,2018-01-06,04:00,5.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
125,125,2018-01-06,05:00,9.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
126,126,2018-01-06,06:00,8.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
127,127,2018-01-06,07:00,8.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
128,128,2018-01-06,08:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
129,129,2018-01-06,09:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
130,130,2018-01-06,10:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
131,131,2018-01-06,11:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
132,132,2018-01-06,12:00,1.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
133,133,2018-01-06,13:00,1.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
134,134,2018-01-06,14:00,2.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
135,135,2018-01-06,15:00,4.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
136,136,2018-01-06,16:00,2.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
137,137,2018-01-06,17:00,1.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
138,138,2018-01-06,18:00,6.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
139,139,2018-01-06,19:00,9.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
140,140,2018-01-06,20:00,6.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
141,141,2018-01-06,21:00,12.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
142,142,2018-01-06,22:00,11.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
143,143,2018-01-06,23:00,12.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
144,144,2018-01-07,00:00,9.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
145,145,2018-01-07,01:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
146,146,2018-01-07,02:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
147,147,2018-01-07,03:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
148,148,2018-01-07,04:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
149,149,2018-01-07,05:00,7.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
150,150,2018-01-07,06:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
151,151,2018-01-07,07:00,4.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
152,152,2018-01-07,08:00,3.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
153,153,2018-01-07,09:00,6.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
154,154,2018-01-07,10:00,8.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
155,155,2018-01-07,11:00,5.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
156,156,2018-01-07,12:00,9.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
157,157,2018-01-07,13:00,7.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
158,158,2018-01-07,14:00,4.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
159,159,2018-01-07,15:00,1.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
160,160,2018-01-07,16:00,0.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
161,161,2018-01-07,17:00,-0.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
162,162,2018-01-07,18:00,2.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
163,163,2018-01-07,19:00,15.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
164,164,2018-01-07,20:00,12.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
165,165,2018-01-07,21:00,10.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
166,166,2018-01-07,22:00,7.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
167,167,2018-01-07,23:00,5.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
168,168,2018-01-08,00:00,10.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
169,169,2018-01-08,01:00,11.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
170,170,2018-01-08,02:00,8.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
171,171,2018-01-08,03:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
172,172,2018-01-08,04:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
173,173,2018-01-08,05:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
174,174,2018-01-08,06:00,8.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
175,175,2018-01-08,07:00,6.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
176,176,2018-01-08,08:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
177,177,2018-01-08,09:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
178,178,2018-01-08,10:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
179,179,2018-01-08,11:00,5.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
180,180,2018-01-08,12:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
181,181,2018-01-08,13:00,1.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
182,182,2018-01-08,14:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
183,183,2018-01-08,15:00,4.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
184,184,2018-01-08,16:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
185,185,2018-01-08,17:00,4.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
186,186,2018-01-08,18:00,3.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
187,187,2018-01-08,19:00,3.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
188,188,2018-01-08,20:00,6.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
189,189,2018-01-08,21:00,5.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
190,190,2018-01-08,22:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
191,191,2018-01-08,23:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
192,192,2018-01-09,00:00,3.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
193,193,2018-01-09,01:00,2.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
194,194,2018-01-09,02:00,2.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
195,195,2018-01-09,03:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
196,196,2018-01-09,04:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
197,197,2018-01-09,05:00,3.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
198,198,2018-01-09,06:00,2.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
199,199,2018-01-09,07:00,3.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
200,200,2018-01-09,08:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
201,201,2018-01-09,09:00,1.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
202,202,2018-01-09,10:00,0.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
203,203,2018-01-09,11:00,-1.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
204,204,2018-01-09,12:00,0.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
205,205,2018-01-09,13:00,1.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
206,206,2018-01-09,14:00,-0.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
207,207,2018-01-09,15:00,0.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
208,208,2018-01-09,16:00,2.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
209,209,2018-01-09,17:00,3.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
210,210,2018-01-09,18:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
211,211,2018-01-09,19:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
212,212,2018-01-09,20:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
213,213,2018-01-09,21:00,3.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
214,214,2018-01-09,22:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
215,215,2018-01-09,23:00,0.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
216,216,2018-01-10,00:00,2.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
217,217,2018-01-10,01:00,3.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
218,218,2018-01-10,02:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
219,219,2018-01-10,03:00,0.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
220,220,2018-01-10,04:00,0.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
221,221,2018-01-10,05:00,1.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
222,222,2018-01-10,06:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
223,223,2018-01-10,07:00,3.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
224,224,2018-01-10,08:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
225,225,2018-01-10,09:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
226,226,2018-01-10,10:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
227,227,2018-01-10,11:00,1.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
228,228,2018-01-10,12:00,0.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
229,229,2018-01-10,13:00,0.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
230,230,2018-01-10,14:00,2.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
231,231,2018-01-10,15:00,-0.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
232,232,2018-01-10,16:00,-1.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
233,233,2018-01-10,17:00,4.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
234,234,2018-01-10,18:00,4.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
235,235,2018-01-10,19:00,5.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
236,236,2018-01-10,20:00,8.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
237,237,2018-01-10,21:00,5.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
238,238,2018-01-10,22:00,3.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
239,239,2018-01-10,23:00,3.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
240,240,2018-01-11,00:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
241,241,2018-01-11,01:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
242,242,2018-01-11,02:00,7.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
243,243,2018-01-11,03:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
244,244,2018-01-11,04:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
245,245,2018-01-11,05:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
246,246,2018-01-11,06:00,5.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
247,247,2018-01-11,07:00,16.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
248,248,2018-01-11,08:00,9.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
249,249,2018-01-11,09:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
250,250,2018-01-11,10:00,11.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
251,251,2018-01-11,11:00,8.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
252,252,2018-01-11,12:00,7.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
253,253,2018-01-11,13:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
254,254,2018-01-11,14:00,3.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
255,255,2018-01-11,15:00,3.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
256,256,2018-01-11,16:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
257,257,2018-01-11,17:00,7.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
258,258,2018-01-11,18:00,8.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
259,259,2018-01-11,19:00,10.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
260,260,2018-01-11,20:00,11.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
261,261,2018-01-11,21:00,8.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
262,262,2018-01-11,22:00,5.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
263,263,2018-01-11,23:00,6.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
264,264,2018-01-12,00:00,4.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
265,265,2018-01-12,01:00,4.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
266,266,2018-01-12,02:00,4.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
267,267,2018-01-12,03:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
268,268,2018-01-12,04:00,3.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
269,269,2018-01-12,05:00,3.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
270,270,2018-01-12,06:00,3.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
271,271,2018-01-12,07:00,2.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
