Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Surface Albedo,Wind Speed,Wind Direction,Relative Humidity,Temperature,Pressure
2016,1,3,4,30,0,0,0,0,0,0,8,1,0.128,1.5,87.5,69.51,8,980
2016,1,3,5,30,0,0,0,0,0,0,8,1,0.128,1.6,92,69.69,8,980
2016,1,3,6,30,0,0,0,0,0,0,8,1,0.128,1.7,95.7,69.87,8,980
2016,1,3,7,30,29,286,53,29,286,53,8,2,0.128,2.2,98.4,63.06,10,980
2016,1,3,8,30,63,614,220,63,614,220,1,3,0.128,3.3,105.3,54.56,13,980
2016,1,3,9,30,99,619,343,81,752,377,7,4,0.128,4.2,131.4,56.61,14,980
2016,1,3,10,30,152,558,426,88,826,494,8,5,0.128,4.8,139.9,57.41,15,980
2016,1,3,11,30,208,433,443,90,857,554,8,6,0.128,5,145.2,60.04,15,980
2016,1,3,12,30,175,545,469,90,855,551,8,7,0.128,4.9,153.3,62.73,15,980
2016,1,3,13,30,202,319,357,86,823,485,8,7,0.128,4.6,156.4,70.18,14,980
2016,1,3,14,30,143,360,281,76,754,365,8,8,0.128,4.1,154.9,78.12,13,980
2016,1,3,15,30,90,278,158,59,601,204,8,8,0.128,3.4,151.5,87.29,12,980
2016,1,3,16,30,25,96,31,25,235,41,8,9,0.128,2.6,139.4,96.82,11,980
2016,1,3,17,30,0,0,0,0,0,0,8,9,0.128,2.5,124.8,99.36,11,980
2016,1,3,18,30,0,0,0,0,0,0,3,9,0.128,2.7,114.9,100,11,980
2016,1,3,19,30,0,0,0,0,0,0,8,9,0.128,2.7,111.9,100,11,980
2016,1,3,20,30,0,0,0,0,0,0,8,9,0.128,2.5,109.3,99.6,11,980
2016,1,3,21,30,0,0,0,0,0,0,8,9,0.128,2.3,107.6,98.58,11,980
2016,1,3,22,30,0,0,0,0,0,0,8,9,0.128,2.3,105.1,96.9,11,980
2016,1,3,23,30,0,0,0,0,0,0,8,9,0.128,2.3,105,94.03,11,980
2016,1,4,0,30,0,0,0,0,0,0,8,8,0.128,2.4,100.4,90.36,11,980
2016,1,4,1,30,0,0,0,0,0,0,8,7,0.128,2.8,91.2,85.25,11,980
2016,1,4,2,30,0,0,0,0,0,0,8,6,0.128,3.1,78.8,85.73,10,980
2016,1,4,3,30,0,0,0,0,0,0,8,5,0.128,3.3,70.2,79.99,10,970
2016,1,4,4,30,0,0,0,0,0,0,8,5,0.128,3.3,70.4,76.24,10,970
2016,1,4,5,30,0,0,0,0,0,0,4,4,0.128,3.2,72.7,75.14,10,970
2016,1,4,6,30,0,0,0,0,0,0,4,4,0.128,3.1,76.8,75.13,10,980
2016,1,4,7,30,29,143,41,26,347,54,4,5,0.128,3.1,79.2,71.91,11,980
2016,1,4,8,30,94,282,165,53,661,222,4,5,0.128,3.2,78.2,70.14,12,980
2016,1,4,9,30,153,329,283,67,791,379,3,5,0.128,3.1,80.6,62.1,13,980
2016,1,4,10,30,184,434,397,75,852,495,3,6,0.128,2.6,92,59.25,14,980
2016,1,4,11,30,242,277,392,80,872,554,2,6,0.128,1.8,110.6,61.07,15,980
2016,1,4,12,30,82,867,551,82,867,551,2,7,0.128,1.2,142,60.62,16,980
2016,1,4,13,30,79,837,487,79,837,487,0,8,0.128,1.1,184.3,63.3,16,980
2016,1,4,14,30,74,757,366,74,757,366,1,8,0.128,1.2,209.6,63.67,16,980
2016,1,4,15,30,58,610,207,58,610,207,1,8,0.128,1.1,221.9,70.39,15,980
2016,1,4,16,30,26,241,43,26,241,43,3,9,0.128,1,227.6,84.48,13,980
2016,1,4,17,30,0,0,0,0,0,0,3,9,0.128,1,233.4,90.1,12,980
2016,1,4,18,30,0,0,0,0,0,0,1,9,0.128,0.8,233.2,93.06,12,980
2016,1,4,19,30,0,0,0,0,0,0,0,9,0.128,0.6,228.5,100,11,980
2016,1,4,20,30,0,0,0,0,0,0,0,9,0.128,0.5,207.8,100,11,980
2016,1,4,21,30,0,0,0,0,0,0,4,9,0.128,0.6,158.4,100,11,980
2016,1,4,22,30,0,0,0,0,0,0,1,9,0.128,0.8,124.2,100,11,980
2016,1,4,23,30,0,0,0,0,0,0,8,9,0.128,1.1,113.8,100,11,980
2016,1,5,0,30,0,0,0,0,0,0,3,9,0.128,1.3,113.1,100,11,980
2016,1,5,1,30,0,0,0,0,0,0,6,9,0.128,1.8,112.6,100,11,980
2016,1,5,2,30,0,0,0,0,0,0,8,9,0.128,2.2,109.1,100,10,980
2016,1,5,3,30,0,0,0,0,0,0,8,9,0.128,2.4,108.9,100,10,980
2016,1,5,4,30,0,0,0,0,0,0,8,9,0.128,2.7,115,100,10,980
2016,1,5,5,30,0,0,0,0,0,0,8,9,0.128,3.2,128.2,100,11,980
2016,1,5,6,30,0,0,0,0,0,0,6,9,0.128,3.8,143.5,100,11,980
2016,1,5,7,30,8,0,8,29,260,51,9,11,0.128,5,156.6,100,12,980
2016,1,5,8,30,37,0,37,60,611,216,6,11,0.128,6.5,164.1,100,13,980
2016,1,5,9,30,63,0,63,79,736,370,8,11,0.128,7.3,168,100,13,980
2016,1,5,10,30,149,0,149,94,787,482,6,11,0.128,7.5,174.1,100,13,980
2016,1,5,11,30,63,0,63,94,829,545,8,12,0.128,7.3,192.8,96.81,14,980
2016,1,5,12,30,10,0,10,97,825,545,6,11,0.128,6.7,219.8,98.65,13,980
2016,1,5,13,30,71,0,71,83,831,490,4,10,0.128,5.8,244.8,90.15,13,980
2016,1,5,14,30,144,15,150,68,795,377,4,9,0.128,5,262.6,88.94,12,980
2016,1,5,15,30,52,670,217,52,670,217,4,8,0.128,4.1,267.8,91.67,11,980
2016,1,5,16,30,24,315,47,24,315,47,4,8,0.128,3.2,269.1,97.86,10,980
2016,1,5,17,30,0,0,0,0,0,0,7,8,0.128,2.8,271.3,100,9,980
2016,1,5,18,30,0,0,0,0,0,0,1,8,0.128,2.8,275.4,100,9,980
2016,1,5,19,30,0,0,0,0,0,0,1,8,0.128,2.9,277.7,100,9,980
2016,1,5,20,30,0,0,0,0,0,0,1,8,0.128,3,280,100,9,980
2016,1,5,21,30,0,0,0,0,0,0,1,7,0.128,3,283.7,99.95,9,980
2016,1,5,22,30,0,0,0,0,0,0,1,7,0.128,2.9,286.5,97.32,9,980
2016,1,5,23,30,0,0,0,0,0,0,1,7,0.128,2.8,286.7,100,8,980
2016,1,6,0,30,0,0,0,0,0,0,1,7,0.128,2.6,288,100,8,980
2016,1,6,1,30,0,0,0,0,0,0,1,7,0.128,2.4,290.5,100,8,980
2016,1,6,2,30,0,0,0,0,0,0,1,6,0.128,2.1,291.6,98.55,7,980
2016,1,6,3,30,0,0,0,0,0,0,1,6,0.128,1.8,292.2,100,7,980
2016,1,6,4,30,0,0,0,0,0,0,3,6,0.128,1.6,288.5,100,7,980
2016,1,6,5,30,0,0,0,0,0,0,6,6,0.128,1.3,279.5,100,7,980
2016,1,6,6,30,0,0,0,0,0,0,8,6,0.128,1.2,258.9,97.88,8,980
2016,1,6,7,30,8,0,8,33,184,49,4,7,0.128,1.8,229.9,95.02,9,980
2016,1,6,8,30,37,0,37,79,510,209,4,8,0.128,3,203,94.87,10,980
2016,1,6,9,30,121,0,121,98,675,365,8,9,0.128,4.3,195.4,93.82,11,980
2016,1,6,10,30,20,0,20,117,729,478,6,9,0.128,5.5,196.5,99.62,11,980
2016,1,6,11,30,109,0,109,129,751,539,6,10,0.128,6.4,203.1,99.14,12,980
2016,1,6,12,30,11,0,11,129,758,542,6,11,0.128,6.7,216.9,96.55,13,980
2016,1,6,13,30,176,464,404,119,740,483,7,10,0.128,6.1,231.2,92.81,13,980
2016,1,6,14,30,7,0,7,96,697,369,6,9,0.128,5.3,243.1,89.68,12,980
2016,1,6,15,30,4,0,4,72,549,209,8,8,0.128,4.1,248.2,90.71,11,980
2016,1,6,16,30,0,0,0,31,184,45,8,8,0.128,2.9,250.1,95.82,10,980
2016,1,6,17,30,0,0,0,0,0,0,8,8,0.128,2.4,251.3,100,9,980
2016,1,6,18,30,0,0,0,0,0,0,8,7,0.128,2.4,248.3,98.26,9,980
2016,1,6,19,30,0,0,0,0,0,0,8,7,0.128,2.5,243,95.86,9,980
2016,1,6,20,30,0,0,0,0,0,0,8,7,0.128,2.6,238.9,96.57,9,980
2016,1,6,21,30,0,0,0,0,0,0,6,7,0.128,2.7,230.1,99.24,9,980
2016,1,6,22,30,0,0,0,0,0,0,8,8,0.128,2.7,220.3,100,9,980
2016,1,6,23,30,0,0,0,0,0,0,8,8,0.128,2.8,217.1,100,9,980
2016,1,7,0,30,0,0,0,0,0,0,6,8,0.128,3.1,221.2,99.48,10,980
2016,1,7,1,30,0,0,0,0,0,0,8,9,0.128,3.9,230.1,100,10,980
2016,1,7,2,30,0,0,0,0,0,0,4,9,0.128,4.8,241.5,97.65,11,980
2016,1,7,3,30,0,0,0,0,0,0,8,9,0.128,5,251.1,100,10,980
2016,1,7,4,30,0,0,0,0,0,0,8,8,0.128,4.3,262.8,100,9,980
2016,1,7,5,30,0,0,0,0,0,0,8,7,0.128,3.1,273.4,100,8,980
2016,1,7,6,30,0,0,0,0,0,0,1,6,0.128,2.4,282.4,95.84,8,980
2016,1,7,7,30,30,271,53,30,271,53,2,6,0.128,2.6,281.8,95.78,8,980
2016,1,7,8,30,66,608,221,66,608,221,0,6,0.128,3.1,276.5,89.75,9,980
2016,1,7,9,30,84,747,380,84,747,380,0,6,0.128,3.3,274.1,82.15,10,980
2016,1,7,10,30,202,350,376,81,853,505,2,5,0.128,3.5,274,80.57,10,980
2016,1,7,11,30,89,870,565,89,870,565,1,5,0.128,3.8,276.6,79.46,10,980
2016,1,7,12,30,86,878,566,86,878,566,1,5,0.128,3.9,281.1,73.32,11,980
2016,1,7,13,30,169,499,416,76,873,507,2,5,0.128,3.9,283.5,72.09,11,980
2016,1,7,14,30,130,480,319,66,822,389,2,4,0.128,3.8,284.3,66.15,12,980
2016,1,7,15,30,80,420,186,52,694,227,8,4,0.128,3.1,283.5,70.21,11,980
2016,1,7,16,30,27,211,43,25,358,53,2,5,0.128,2.6,280.6,83.94,9,980
2016,1,7,17,30,0,0,0,0,0,0,1,5,0.128,2.6,281.9,90.05,8,980
2016,1,7,18,30,0,0,0,0,0,0,1,5,0.128,2.5,290.5,91.22,8,980
2016,1,7,19,30,0,0,0,0,0,0,1,5,0.128,2.4,305.3,97.72,7,980
2016,1,7,20,30,0,0,0,0,0,0,1,5,0.128,2.4,320.5,95.18,6,980
2016,1,7,21,30,0,0,0,0,0,0,1,4,0.128,2.4,330.8,97.6,6,980
2016,1,7,22,30,0,0,0,0,0,0,0,4,0.128,2.4,339.5,94.48,6,980
2016,1,7,23,30,0,0,0,0,0,0,0,3,0.128,2.3,345.9,99.42,5,980
2016,1,8,0,30,0,0,0,0,0,0,0,3,0.128,2.2,345.8,97.98,5,980
2016,1,8,1,30,0,0,0,0,0,0,0,3,0.128,2,342.1,97.17,5,980
2016,1,8,2,30,0,0,0,0,0,0,1,3,0.128,1.9,336.7,96.92,5,980
2016,1,8,3,30,0,0,0,0,0,0,1,3,0.128,1.9,333.3,96.99,5,980
2016,1,8,4,30,0,0,0,0,0,0,1,3,0.128,1.9,334.3,97.01,5,980
2016,1,8,5,30,0,0,0,0,0,0,1,3,0.128,1.9,342.7,96.75,5,980
2016,1,8,6,30,0,0,0,0,0,0,1,3,0.128,1.8,353.2,96.04,5,980
2016,1,8,7,30,26,377,58,26,377,58,1,3,0.128,2.4,3.9,85.69,7,980
2016,1,8,8,30,55,697,234,55,697,234,0,4,0.128,3,13.8,78.25,9,980
2016,1,8,9,30,69,831,399,69,831,399,0,4,0.128,2.7,10.9,67.29,11,980
2016,1,8,10,30,70,911,523,70,911,523,0,3,0.128,2.2,2.1,54.7,12,980
2016,1,8,11,30,74,932,586,74,932,586,0,2,0.128,2,339.4,47.7,13,980
2016,1,8,12,30,76,926,584,76,926,584,1,1,0.128,2.2,308.5,43.2,14,980
2016,1,8,13,30,72,899,519,72,899,519,1,1,0.128,2.5,291.4,42.86,15,980
2016,1,8,14,30,66,831,396,66,831,396,1,1,0.128,2.5,284.2,45.99,14,980
2016,1,8,15,30,54,695,231,54,695,231,0,2,0.128,2.1,277.1,50.9,13,980
2016,1,8,16,30,26,370,56,26,370,56,1,3,0.128,1.7,264.4,66.21,11,980
2016,1,8,17,30,0,0,0,0,0,0,8,3,0.128,1.7,261.6,69.71,9,980
2016,1,8,18,30,0,0,0,0,0,0,8,4,0.128,1.3,266.6,76.77,9,990
2016,1,8,19,30,0,0,0,0,0,0,7,4,0.128,0.8,279.5,77.24,9,990
2016,1,8,20,30,0,0,0,0,0,0,1,4,0.128,0.3,296.3,76.08,9,990
2016,1,8,21,30,0,0,0,0,0,0,0,3,0.128,0.3,99.5,75.21,8,990
2016,1,8,22,30,0,0,0,0,0,0,0,3,0.128,0.6,125.9,80.57,8,990
2016,1,8,23,30,0,0,0,0,0,0,1,4,0.128,1.1,117.1,87.37,7,990
2016,1,9,0,30,0,0,0,0,0,0,0,4,0.128,1.5,115.5,89.72,7,990
2016,1,9,1,30,0,0,0,0,0,0,0,4,0.128,1.6,117.9,92.08,7,990
2016,1,9,2,30,0,0,0,0,0,0,0,5,0.128,1.4,119,93.92,7,990
2016,1,9,3,30,0,0,0,0,0,0,4,5,0.128,1.1,114.1,94.99,7,990
2016,1,9,4,30,0,0,0,0,0,0,1,5,0.128,0.9,110.2,96.34,7,990
2016,1,9,5,30,0,0,0,0,0,0,4,5,0.128,0.9,109.1,91.06,8,990
2016,1,9,6,30,0,0,0,0,0,0,4,5,0.128,1.1,103.4,92.37,8,990
2016,1,9,7,30,28,5,29,28,303,53,4,6,0.128,1.4,97.4,87.97,9,990
2016,1,9,8,30,103,71,121,61,634,224,4,6,0.128,1.6,100.8,77.81,11,990
2016,1,9,9,30,153,23,162,75,783,387,4,5,0.128,1.4,120.4,69.91,12,990
2016,1,9,10,30,195,392,390,89,831,504,8,5,0.128,1.4,150.1,63,13,990
2016,1,9,11,30,250,240,383,93,856,565,4,5,0.128,1.8,190,58.45,14,990
2016,1,9,12,30,233,45,258,95,846,561,8,5,0.128,2.2,210.8,59.42,14,990
2016,1,9,13,30,209,46,232,112,749,486,8,5,0.128,2.2,217.5,65.3,13,990
2016,1,9,14,30,171,97,210,103,659,366,8,6,0.128,2.1,215.9,71.91,12,990
2016,1,9,15,30,104,60,119,80,496,208,4,6,0.128,1.5,217.1,79.47,11,990
2016,1,9,16,30,27,0,27,31,183,47,4,7,0.129,0.9,206.8,83.7,11,990
2016,1,9,17,30,0,0,0,0,0,0,4,7,0.129,0.8,184.1,85.06,10,990
2016,1,9,18,30,0,0,0,0,0,0,8,7,0.129,0.8,167.4,92.11,10,990
2016,1,9,19,30,0,0,0,0,0,0,8,7,0.129,0.9,153.6,93.34,10,990
2016,1,9,20,30,0,0,0,0,0,0,8,8,0.129,0.9,141.9,94.02,10,990
2016,1,9,21,30,0,0,0,0,0,0,8,8,0.129,0.9,137.7,94.32,10,990
2016,1,9,22,30,0,0,0,0,0,0,4,8,0.129,1,137.7,94.81,10,990
2016,1,9,23,30,0,0,0,0,0,0,8,8,0.129,1.1,136.5,95.41,10,990
2016,1,10,0,30,0,0,0,0,0,0,4,8,0.129,1.2,129.7,100,9,990
2016,1,10,1,30,0,0,0,0,0,0,4,8,0.129,1.3,120.7,100,9,990
2016,1,10,2,30,0,0,0,0,0,0,4,8,0.129,1.4,118.7,100,9,990
2016,1,10,3,30,0,0,0,0,0,0,4,8,0.129,1.3,122,100,9,990
2016,1,10,4,30,0,0,0,0,0,0,3,8,0.129,1.3,117.4,100,9,990
2016,1,10,5,30,0,0,0,0,0,0,4,7,0.129,1.4,101.7,99.82,9,990
2016,1,10,6,30,0,0,0,0,0,0,4,7,0.129,1.8,91.8,98.62,9,990
2016,1,10,7,30,15,0,15,34,145,46,4,7,0.129,2.3,85.1,98.6,9,990
2016,1,10,8,30,70,0,70,88,463,207,4,7,0.129,2.3,79.8,87.06,10,990
2016,1,10,9,30,166,242,263,108,650,367,4,7,0.129,1.8,72,81.72,12,990
2016,1,10,10,30,205,376,394,100,791,496,2,7,0.129,1.2,53.5,74.37,13,990
2016,1,10,11,30,102,830,561,102,830,561,1,6,0.129,1.1,8.1,65.95,14,990
2016,1,10,12,30,252,237,384,99,838,563,3,6,0.129,1.6,318.5,59.76,15,990
2016,1,10,13,30,228,129,293,92,815,501,2,6,0.129,2,300.9,59.72,15,990
2016,1,10,14,30,162,43,180,83,746,382,4,6,0.129,2.1,296.8,60.44,15,990
2016,1,10,15,30,98,23,105,65,605,223,8,6,0.129,1.6,298,65.89,14,990
2016,1,10,16,30,25,0,25,30,279,54,4,7,0.129,1.2,286.1,81.24,12,990
2016,1,10,17,30,0,0,0,0,0,0,4,7,0.129,1.1,293.2,92.59,10,990
2016,1,10,18,30,0,0,0,0,0,0,4,7,0.129,1,312.6,93.33,10,990
2016,1,10,19,30,0,0,0,0,0,0,8,7,0.129,1,334.8,99.1,9,990
2016,1,10,20,30,0,0,0,0,0,0,4,7,0.129,1.1,355.8,96.73,9,990
2016,1,10,21,30,0,0,0,0,0,0,8,7,0.129,1.2,13.3,94.15,9,990
2016,1,10,22,30,0,0,0,0,0,0,8,6,0.129,1.3,24,98.09,8,990
2016,1,10,23,30,0,0,0,0,0,0,8,6,0.129,1.5,34.4,95.7,8,990
2016,1,11,0,30,0,0,0,0,0,0,8,6,0.129,1.7,46,93.66,8,990
2016,1,11,1,30,0,0,0,0,0,0,8,5,0.129,1.6,49.3,91.5,8,990
2016,1,11,2,30,0,0,0,0,0,0,7,5,0.129,1.5,41.9,89.6,8,990
2016,1,11,3,30,0,0,0,0,0,0,0,5,0.129,1.5,32.9,88.23,8,990
2016,1,11,4,30,0,0,0,0,0,0,1,4,0.129,1.7,29.9,93.08,7,990
2016,1,11,5,30,0,0,0,0,0,0,8,4,0.129,1.8,29.9,91.58,7,990
2016,1,11,6,30,0,0,0,0,0,0,8,4,0.129,1.9,31.8,90.26,7,990
2016,1,11,7,30,32,125,42,32,245,53,8,4,0.129,2.6,39.2,79.41,9,990
2016,1,11,8,30,98,317,180,73,588,224,8,4,0.129,3.1,46.7,66.47,12,990
2016,1,11,9,30,101,618,348,91,747,390,8,4,0.129,2.7,53.9,55.77,14,990
2016,1,11,10,30,140,608,445,114,782,507,4,2,0.129,2,63.2,47.04,15,990
2016,1,11,11,30,171,575,490,118,819,572,8,2,0.129,1.2,62.4,43.66,16,990
2016,1,11,12,30,192,516,479,117,823,574,8,1,0.129,0.8,45.5,37.39,17,990
2016,1,11,13,30,139,614,449,97,838,519,8,2,0.129,0.7,5.8,39.45,17,990
2016,1,11,14,30,162,300,283,86,773,399,8,2,0.129,0.7,349.8,43.32,16,990
2016,1,11,15,30,105,236,167,67,639,235,8,4,0.129,0.8,314.7,55.94,14,990
2016,1,11,16,30,33,111,43,32,321,60,8,5,0.129,1,309.4,66.68,12,990
2016,1,11,17,30,0,0,0,0,0,0,8,4,0.129,1.2,332.4,73.87,10,990
2016,1,11,18,30,0,0,0,0,0,0,8,4,0.129,1.4,352.6,73.51,10,990
2016,1,11,19,30,0,0,0,0,0,0,8,3,0.129,1.6,8.6,75.63,9,990
2016,1,11,20,30,0,0,0,0,0,0,8,3,0.129,1.8,19.6,71.24,9,990
2016,1,11,21,30,0,0,0,0,0,0,8,2,0.129,2,26.7,71.22,8,990
2016,1,11,22,30,0,0,0,0,0,0,8,1,0.129,2.2,32.1,66.35,8,990
2016,1,11,23,30,0,0,0,0,0,0,0,0,0.129,2.5,37.5,66.56,7,990
2016,1,12,0,30,0,0,0,0,0,0,0,0,0.129,2.6,42.8,63.38,7,990
2016,1,12,1,30,0,0,0,0,0,0,0,0,0.129,2.7,43.3,65.85,6,990
2016,1,12,2,30,0,0,0,0,0,0,0,-1,0.129,2.8,41.5,64.55,6,990
2016,1,12,3,30,0,0,0,0,0,0,1,-1,0.129,2.9,40.7,63.85,6,990
2016,1,12,4,30,0,0,0,0,0,0,1,-1,0.129,3,41.1,63.3,6,990
2016,1,12,5,30,0,0,0,0,0,0,1,-1,0.129,2.9,40.9,67.33,5,990
2016,1,12,6,30,0,0,0,0,0,0,1,-1,0.129,3,36.1,62.15,6,990
2016,1,12,7,30,27,440,64,27,440,64,1,-1,0.129,3.9,35.7,55.53,8,990
2016,1,12,8,30,53,769,252,53,769,252,0,-1,0.129,4.3,39.3,45.25,11,990
2016,1,12,9,30,65,897,426,65,897,426,0,-1,0.129,3.6,48,36.38,14,990
2016,1,12,10,30,69,966,555,69,966,555,0,-2,0.129,2.4,64.5,28.71,17,990
2016,1,12,11,30,72,988,622,72,988,622,0,-2,0.129,1.4,82.4,24.36,18,990
2016,1,12,12,30,72,986,623,72,986,623,1,-3,0.129,1,119.4,21.86,19,990
2016,1,12,13,30,70,961,557,70,961,557,0,-2,0.129,1.2,171.7,24.4,19,990
2016,1,12,14,30,63,902,431,63,902,431,0,-2,0.129,1.6,191.7,26.84,18,990
2016,1,12,15,30,52,776,259,52,776,259,1,0,0.129,1.7,207.7,36.85,16,990
2016,1,12,16,30,28,458,70,28,458,70,1,2,0.129,2.1,236.3,53.46,13,990
2016,1,12,17,30,0,0,0,0,0,0,0,3,0.129,2.4,267.5,61.78,11,990
2016,1,12,18,30,0,0,0,0,0,0,0,3,0.129,2,286.7,64.95,11,990
2016,1,12,19,30,0,0,0,0,0,0,0,3,0.129,1.4,304.7,64.1,11,990
2016,1,12,20,30,0,0,0,0,0,0,7,3,0.129,1,325.4,62.19,11,990
2016,1,12,21,30,0,0,0,0,0,0,3,2,0.129,0.9,348.1,59.82,11,990
2016,1,12,22,30,0,0,0,0,0,0,4,1,0.129,0.9,9.6,61.13,10,990
2016,1,12,23,30,0,0,0,0,0,0,8,1,0.129,1.1,34.9,58.37,10,990
2016,1,13,0,30,0,0,0,0,0,0,3,0,0.129,1.2,51.9,55.46,10,990
2016,1,13,1,30,0,0,0,0,0,0,3,0,0.129,1.4,55.3,55.75,9,990
2016,1,13,2,30,0,0,0,0,0,0,3,-1,0.129,1.4,52.1,52.14,9,990
2016,1,13,3,30,0,0,0,0,0,0,8,-2,0.129,1.2,47,48.83,9,990
2016,1,13,4,30,0,0,0,0,0,0,3,-2,0.129,1,24.6,43.26,10,990
2016,1,13,5,30,0,0,0,0,0,0,8,-2,0.129,0.9,3.9,43.06,10,990
2016,1,13,6,30,0,0,0,0,0,0,4,-2,0.129,1,352.3,44.11,10,990
2016,1,13,7,30,30,66,36,28,338,56,6,-1,0.129,0.9,341.5,45,11,990
