,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
0,9124,2018-01-01,00:00,100.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
1,9123,2018-01-01,01:00,163.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
2,9122,2018-01-01,02:00,161.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
3,9121,2018-01-01,03:00,150.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
4,9120,2018-01-01,04:00,146.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
5,9119,2018-01-01,05:00,119.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
6,9118,2018-01-01,06:00,110.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
7,9117,2018-01-01,07:00,112.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
8,9116,2018-01-01,08:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
9,9115,2018-01-01,09:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
10,9114,2018-01-01,10:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
11,9113,2018-01-01,11:00,,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
12,9112,2018-01-01,12:00,97.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
13,9111,2018-01-01,13:00,104.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
14,9110,2018-01-01,14:00,86.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
15,9109,2018-01-01,15:00,74.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
16,9108,2018-01-01,16:00,37.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
17,9107,2018-01-01,17:00,24.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
18,9106,2018-01-01,18:00,14.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
19,9105,2018-01-01,19:00,13.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
20,9104,2018-01-01,20:00,11.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
21,9103,2018-01-01,21:00,23.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
22,9102,2018-01-01,22:00,28.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
23,9101,2018-01-01,23:00,25.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
24,9100,2018-01-02,00:00,30.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
25,9099,2018-01-02,01:00,29.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
26,9098,2018-01-02,02:00,35.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
27,9097,2018-01-02,03:00,40.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
28,9096,2018-01-02,04:00,43.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
29,9095,2018-01-02,05:00,54.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
30,9094,2018-01-02,06:00,61.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
31,9093,2018-01-02,07:00,79.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
32,9092,2018-01-02,08:00,88.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
33,9091,2018-01-02,09:00,89.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
34,9090,2018-01-02,10:00,93.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
35,9089,2018-01-02,11:00,84.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
36,9088,2018-01-02,12:00,59.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
37,9087,2018-01-02,13:00,43.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
38,9086,2018-01-02,14:00,42.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
39,9085,2018-01-02,15:00,41.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
40,9084,2018-01-02,16:00,34.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
41,9083,2018-01-02,17:00,19.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
42,9082,2018-01-02,18:00,20.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
43,9081,2018-01-02,19:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
44,9080,2018-01-02,20:00,26.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
45,9079,2018-01-02,21:00,33.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
46,9078,2018-01-02,22:00,32.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
47,9077,2018-01-02,23:00,42.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
48,9076,2018-01-03,00:00,38.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
49,9075,2018-01-03,01:00,46.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
50,9074,2018-01-03,02:00,38.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
51,9073,2018-01-03,03:00,28.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
52,9072,2018-01-03,04:00,30.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
53,9071,2018-01-03,05:00,33.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
54,9070,2018-01-03,06:00,32.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
55,9069,2018-01-03,07:00,37.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
56,9068,2018-01-03,08:00,38.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
57,9067,2018-01-03,09:00,48.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
58,9066,2018-01-03,10:00,46.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
59,9065,2018-01-03,11:00,49.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
60,9064,2018-01-03,12:00,45.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
61,9063,2018-01-03,13:00,52.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
62,9062,2018-01-03,14:00,50.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
63,9061,2018-01-03,15:00,64.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
64,9060,2018-01-03,16:00,38.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
65,9059,2018-01-03,17:00,36.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
66,9058,2018-01-03,18:00,33.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
67,9057,2018-01-03,19:00,35.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
68,9056,2018-01-03,20:00,35.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
69,9055,2018-01-03,21:00,30.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
70,9054,2018-01-03,22:00,20.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
71,9053,2018-01-03,23:00,24.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
72,9052,2018-01-04,00:00,29.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
73,9051,2018-01-04,01:00,24.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
74,9050,2018-01-04,02:00,24.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
75,9049,2018-01-04,03:00,27.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
76,9048,2018-01-04,04:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
77,9047,2018-01-04,05:00,31.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
78,9046,2018-01-04,06:00,29.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
79,9045,2018-01-04,07:00,20.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
80,9044,2018-01-04,08:00,11.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
81,9043,2018-01-04,09:00,29.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
82,9042,2018-01-04,10:00,38.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
83,9041,2018-01-04,11:00,36.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
84,9040,2018-01-04,12:00,38.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
85,9039,2018-01-04,13:00,35.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
86,9038,2018-01-04,14:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
87,9037,2018-01-04,15:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
88,9036,2018-01-04,16:00,18.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
89,9035,2018-01-04,17:00,19.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
90,9034,2018-01-04,18:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
91,9033,2018-01-04,19:00,33.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
92,9032,2018-01-04,20:00,27.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
93,9031,2018-01-04,21:00,26.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
94,9030,2018-01-04,22:00,13.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
95,9029,2018-01-04,23:00,16.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
96,9028,2018-01-05,00:00,9.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
97,9027,2018-01-05,01:00,12.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
98,9026,2018-01-05,02:00,26.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
99,9025,2018-01-05,03:00,23.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
100,9024,2018-01-05,04:00,22.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
101,9023,2018-01-05,05:00,28.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
102,9022,2018-01-05,06:00,28.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
103,9021,2018-01-05,07:00,33.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
104,9020,2018-01-05,08:00,40.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
105,9019,2018-01-05,09:00,35.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
106,9018,2018-01-05,10:00,43.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
107,9017,2018-01-05,11:00,32.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
108,9016,2018-01-05,12:00,39.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
109,9015,2018-01-05,13:00,21.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
110,9014,2018-01-05,14:00,4.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
111,9013,2018-01-05,15:00,7.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
112,9012,2018-01-05,16:00,12.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
113,9011,2018-01-05,17:00,11.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
114,9010,2018-01-05,18:00,7.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
115,9009,2018-01-05,19:00,6.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
116,9008,2018-01-05,20:00,10.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
117,9007,2018-01-05,21:00,9.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
118,9006,2018-01-05,22:00,7.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
119,9005,2018-01-05,23:00,8.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
120,9004,2018-01-06,00:00,10.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
121,9003,2018-01-06,01:00,19.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
122,9002,2018-01-06,02:00,29.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
123,9001,2018-01-06,03:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
124,9000,2018-01-06,04:00,23.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
125,8999,2018-01-06,05:00,17.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
126,8998,2018-01-06,06:00,12.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
127,8997,2018-01-06,07:00,22.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
128,8996,2018-01-06,08:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
129,8995,2018-01-06,09:00,28.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
130,8994,2018-01-06,10:00,23.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
131,8993,2018-01-06,11:00,36.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
132,8992,2018-01-06,12:00,26.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
133,8991,2018-01-06,13:00,15.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
134,8990,2018-01-06,14:00,13.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
135,8989,2018-01-06,15:00,16.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
136,8988,2018-01-06,16:00,6.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
137,8987,2018-01-06,17:00,2.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
138,8986,2018-01-06,18:00,2.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
139,8985,2018-01-06,19:00,7.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
140,8984,2018-01-06,20:00,11.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
141,8983,2018-01-06,21:00,11.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
142,8982,2018-01-06,22:00,11.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
