,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
0,9149,2020-01-01,00:00,82.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
1,9148,2020-01-01,01:00,91.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
2,9147,2020-01-01,02:00,76.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
3,9146,2020-01-01,03:00,43.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
4,9145,2020-01-01,04:00,53.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
5,9144,2020-01-01,05:00,53.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
6,9143,2020-01-01,06:00,47.5,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
7,9142,2020-01-01,07:00,49.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
8,9141,2020-01-01,08:00,19.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
9,9140,2020-01-01,09:00,15.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
10,9139,2020-01-01,10:00,19.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
11,9138,2020-01-01,11:00,10.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
12,9137,2020-01-01,12:00,8.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
13,9136,2020-01-01,13:00,7.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
14,9135,2020-01-01,14:00,8.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
15,9134,2020-01-01,15:00,8.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
16,9133,2020-01-01,16:00,10.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
17,9132,2020-01-01,17:00,11.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
18,9131,2020-01-01,18:00,16.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
19,9130,2020-01-01,19:00,19.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
20,9129,2020-01-01,20:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
21,9128,2020-01-01,21:00,21.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
22,9127,2020-01-01,22:00,10.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
23,9126,2020-01-01,23:00,11.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
24,9125,2020-01-02,00:00,13.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
25,9124,2020-01-02,01:00,14.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
26,9123,2020-01-02,02:00,14.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
27,9122,2020-01-02,03:00,13.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
28,9121,2020-01-02,04:00,11.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
29,9120,2020-01-02,05:00,12.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
30,9119,2020-01-02,06:00,11.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
31,9118,2020-01-02,07:00,11.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
32,9117,2020-01-02,08:00,13.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
33,9116,2020-01-02,09:00,19.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
34,9115,2020-01-02,10:00,12.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
35,9114,2020-01-02,11:00,13.2,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
36,9113,2020-01-02,12:00,18.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
37,9112,2020-01-02,13:00,12.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
38,9111,2020-01-02,14:00,12.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
39,9110,2020-01-02,15:00,11.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
40,9109,2020-01-02,16:00,11.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
41,9108,2020-01-02,17:00,11.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
42,9107,2020-01-02,18:00,16.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
43,9106,2020-01-02,19:00,11.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
44,9105,2020-01-02,20:00,19.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
45,9104,2020-01-02,21:00,22.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
46,9103,2020-01-02,22:00,22.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
47,9102,2020-01-02,23:00,26.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
48,9101,2020-01-03,00:00,19.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
49,9100,2020-01-03,01:00,22.7,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
50,9099,2020-01-03,02:00,25.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
51,9098,2020-01-03,03:00,29.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
52,9097,2020-01-03,04:00,26.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
53,9096,2020-01-03,05:00,25.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
54,9095,2020-01-03,06:00,30.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
55,9094,2020-01-03,07:00,31.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
56,9093,2020-01-03,08:00,27.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
57,9092,2020-01-03,09:00,31.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
58,9091,2020-01-03,10:00,22.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
59,9090,2020-01-03,11:00,20.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
60,9089,2020-01-03,12:00,18.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
61,9088,2020-01-03,13:00,15.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
62,9087,2020-01-03,14:00,17.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
63,9086,2020-01-03,15:00,16.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
64,9085,2020-01-03,16:00,14.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
65,9084,2020-01-03,17:00,23.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
66,9083,2020-01-03,18:00,29.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
67,9082,2020-01-03,19:00,26.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
68,9081,2020-01-03,20:00,31.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
69,9080,2020-01-03,21:00,37.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
70,9079,2020-01-03,22:00,35.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
71,9078,2020-01-03,23:00,42.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
72,9077,2020-01-04,00:00,38.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
73,9076,2020-01-04,01:00,43.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
74,9075,2020-01-04,02:00,48.4,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
75,9074,2020-01-04,03:00,42.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
76,9073,2020-01-04,04:00,43.8,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
77,9072,2020-01-04,05:00,37.9,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
78,9071,2020-01-04,06:00,31.6,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
79,9070,2020-01-04,07:00,29.3,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
80,9069,2020-01-04,08:00,28.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
81,9068,2020-01-04,09:00,27.1,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0
