,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
148,148,2018-01-07,04:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
149,149,2018-01-07,05:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
150,150,2018-01-07,06:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
151,151,2018-01-07,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
152,152,2018-01-07,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
153,153,2018-01-07,09:00,0.008,Parts per million,1 HOUR,HOURLY,0.005
154,154,2018-01-07,10:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
155,155,2018-01-07,11:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
156,156,2018-01-07,12:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
157,157,2018-01-07,13:00,0.038,Parts per million,1 HOUR,HOURLY,0.005
158,158,2018-01-07,14:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
159,159,2018-01-07,15:00,0.027,Parts per million,1 HOUR,HOURLY,0.005
160,160,2018-01-07,16:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
161,161,2018-01-07,17:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
162,162,2018-01-07,18:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
163,163,2018-01-07,19:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
164,164,2018-01-07,20:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
165,165,2018-01-07,21:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
166,166,2018-01-07,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
167,167,2018-01-07,23:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
168,168,2018-01-08,00:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
169,169,2018-01-08,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
170,170,2018-01-08,02:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
171,171,2018-01-08,03:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
172,172,2018-01-08,04:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
173,173,2018-01-08,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
174,174,2018-01-08,06:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
175,175,2018-01-08,07:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
176,176,2018-01-08,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
177,177,2018-01-08,09:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
178,178,2018-01-08,10:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
179,179,2018-01-08,11:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
180,180,2018-01-08,12:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
181,181,2018-01-08,13:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
182,182,2018-01-08,14:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
183,183,2018-01-08,15:00,0.01,Parts per million,1 HOUR,HOURLY,0.005
184,184,2018-01-08,16:00,0.008,Parts per million,1 HOUR,HOURLY,0.005
185,185,2018-01-08,17:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
186,186,2018-01-08,18:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
187,187,2018-01-08,19:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
188,188,2018-01-08,20:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
189,189,2018-01-08,21:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
190,190,2018-01-08,22:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
191,191,2018-01-08,23:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
192,192,2018-01-09,00:00,0.012,Parts per million,1 HOUR,HOURLY,0.005
193,193,2018-01-09,01:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
194,194,2018-01-09,02:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
195,195,2018-01-09,03:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
196,196,2018-01-09,04:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
197,197,2018-01-09,05:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
198,198,2018-01-09,06:00,0.035,Parts per million,1 HOUR,HOURLY,0.005
199,199,2018-01-09,07:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
200,200,2018-01-09,08:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
201,201,2018-01-09,09:00,0.022,Parts per million,1 HOUR,HOURLY,0.005
202,202,2018-01-09,10:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
203,203,2018-01-09,11:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
204,204,2018-01-09,12:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
205,205,2018-01-09,13:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
206,206,2018-01-09,14:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
207,207,2018-01-09,15:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
208,208,2018-01-09,16:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
209,209,2018-01-09,17:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
210,210,2018-01-09,18:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
211,211,2018-01-09,19:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
212,212,2018-01-09,20:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
213,213,2018-01-09,21:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
214,214,2018-01-09,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
215,215,2018-01-09,23:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
216,216,2018-01-10,00:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
217,217,2018-01-10,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
218,218,2018-01-10,02:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
219,219,2018-01-10,03:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
220,220,2018-01-10,04:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
221,221,2018-01-10,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
222,222,2018-01-10,06:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
223,223,2018-01-10,07:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
224,224,2018-01-10,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
225,225,2018-01-10,09:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
226,226,2018-01-10,10:00,,Parts per million,1 HOUR,HOURLY,0.005
227,227,2018-01-10,11:00,,Parts per million,1 HOUR,HOURLY,0.005
228,228,2018-01-10,12:00,,Parts per million,1 HOUR,HOURLY,0.005
229,229,2018-01-10,13:00,,Parts per million,1 HOUR,HOURLY,0.005
230,230,2018-01-10,14:00,,Parts per million,1 HOUR,HOURLY,0.005
231,231,2018-01-10,15:00,,Parts per million,1 HOUR,HOURLY,0.005
232,232,2018-01-10,16:00,,Parts per million,1 HOUR,HOURLY,0.005
233,233,2018-01-10,17:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
234,234,2018-01-10,18:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
235,235,2018-01-10,19:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
236,236,2018-01-10,20:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
237,237,2018-01-10,21:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
238,238,2018-01-10,22:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
239,239,2018-01-10,23:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
240,240,2018-01-11,00:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
241,241,2018-01-11,01:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
242,242,2018-01-11,02:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
243,243,2018-01-11,03:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
244,244,2018-01-11,04:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
245,245,2018-01-11,05:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
246,246,2018-01-11,06:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
247,247,2018-01-11,07:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
248,248,2018-01-11,08:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
249,249,2018-01-11,09:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
250,250,2018-01-11,10:00,,Parts per million,1 HOUR,HOURLY,0.005
251,251,2018-01-11,11:00,,Parts per million,1 HOUR,HOURLY,0.005
252,252,2018-01-11,12:00,,Parts per million,1 HOUR,HOURLY,0.005
253,253,2018-01-11,13:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
254,254,2018-01-11,14:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
255,255,2018-01-11,15:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
256,256,2018-01-11,16:00,0.012,Parts per million,1 HOUR,HOURLY,0.005
257,257,2018-01-11,17:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
258,258,2018-01-11,18:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
259,259,2018-01-11,19:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
260,260,2018-01-11,20:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
261,261,2018-01-11,21:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
262,262,2018-01-11,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
263,263,2018-01-11,23:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
264,264,2018-01-12,00:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
265,265,2018-01-12,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
266,266,2018-01-12,02:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
267,267,2018-01-12,03:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
268,268,2018-01-12,04:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
269,269,2018-01-12,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
270,270,2018-01-12,06:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
271,271,2018-01-12,07:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
272,272,2018-01-12,08:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
273,273,2018-01-12,09:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
274,274,2018-01-12,10:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
275,275,2018-01-12,11:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
276,276,2018-01-12,12:00,0.011,Parts per million,1 HOUR,HOURLY,0.005
277,277,2018-01-12,13:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
278,278,2018-01-12,14:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
279,279,2018-01-12,15:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
280,280,2018-01-12,16:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
281,281,2018-01-12,17:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
282,282,2018-01-12,18:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
283,283,2018-01-12,19:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
284,284,2018-01-12,20:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
285,285,2018-01-12,21:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
286,286,2018-01-12,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
287,287,2018-01-12,23:00,0.0,Parts per million,1 HOUR,HOURLY,0.005
288,288,2018-01-13,00:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
289,289,2018-01-13,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
290,290,2018-01-13,02:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
291,291,2018-01-13,03:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
292,292,2018-01-13,04:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
293,293,2018-01-13,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
294,294,2018-01-13,06:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
295,295,2018-01-13,07:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
296,296,2018-01-13,08:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
297,297,2018-01-13,09:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
298,298,2018-01-13,10:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
299,299,2018-01-13,11:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
300,300,2018-01-13,12:00,0.04,Parts per million,1 HOUR,HOURLY,0.005
301,301,2018-01-13,13:00,0.044,Parts per million,1 HOUR,HOURLY,0.005
302,302,2018-01-13,14:00,0.046,Parts per million,1 HOUR,HOURLY,0.005
303,303,2018-01-13,15:00,0.044,Parts per million,1 HOUR,HOURLY,0.005
304,304,2018-01-13,16:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
305,305,2018-01-13,17:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
306,306,2018-01-13,18:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
307,307,2018-01-13,19:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
308,308,2018-01-13,20:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
309,309,2018-01-13,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
310,310,2018-01-13,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
311,311,2018-01-13,23:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
312,312,2018-01-14,00:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
313,313,2018-01-14,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
314,314,2018-01-14,02:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
315,315,2018-01-14,03:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
316,316,2018-01-14,04:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
317,317,2018-01-14,05:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
318,318,2018-01-14,06:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
319,319,2018-01-14,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
320,320,2018-01-14,08:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
321,321,2018-01-14,09:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
322,322,2018-01-14,10:00,0.033,Parts per million,1 HOUR,HOURLY,0.005
323,323,2018-01-14,11:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
324,324,2018-01-14,12:00,0.042,Parts per million,1 HOUR,HOURLY,0.005
325,325,2018-01-14,13:00,0.047,Parts per million,1 HOUR,HOURLY,0.005
326,326,2018-01-14,14:00,0.05,Parts per million,1 HOUR,HOURLY,0.005
327,327,2018-01-14,15:00,0.05,Parts per million,1 HOUR,HOURLY,0.005
328,328,2018-01-14,16:00,0.039,Parts per million,1 HOUR,HOURLY,0.005
329,329,2018-01-14,17:00,0.033,Parts per million,1 HOUR,HOURLY,0.005
330,330,2018-01-14,18:00,0.011,Parts per million,1 HOUR,HOURLY,0.005
