date,time,tempC,windspeedKmph,winddirDegree,precipMM,humidity,visibility,pressure,cloudcover,DewPointC,WindGustKmph
2017-01-02,900,12,12,108,0.0,70,10,1019,100,6,14
2017-01-02,1000,12,11,127,0.0,68,10,1018,90,6,14
2017-01-02,1100,12,11,146,0.0,67,10,1018,80,6,13
2017-01-02,1200,12,10,165,0.0,65,10,1018,71,5,12
2017-01-02,1300,11,10,169,0.0,66,10,1018,65,5,12
2017-01-02,1400,11,9,173,0.1,67,10,1018,59,5,11
2017-01-02,1500,11,8,177,0.1,69,10,1018,53,6,10
2017-01-02,1600,11,6,161,0.0,72,10,1019,55,6,8
2017-01-02,1700,10,5,145,0.0,76,10,1020,58,7,6
2017-01-02,1800,10,3,129,0.0,80,10,1021,60,7,4
2017-01-02,1900,10,4,116,0.0,80,10,1021,63,7,6
2017-01-02,2000,9,5,103,0.0,79,10,1021,66,6,8
2017-01-02,2100,9,6,90,0.0,79,10,1021,69,5,9
2017-01-02,2200,9,6,83,0.0,79,10,1022,57,5,10
2017-01-02,2300,9,7,76,0.0,79,10,1022,45,5,11
2017-01-03,0,9,7,69,0.0,79,10,1022,34,6,12
2017-01-03,100,9,8,69,0.0,79,10,1022,26,5,14
2017-01-03,200,9,10,69,0.0,78,10,1022,19,5,17
2017-01-03,300,8,11,69,0.0,77,10,1022,12,5,19
2017-01-03,400,8,9,68,0.0,78,10,1021,11,5,16
2017-01-03,500,8,7,67,0.0,78,10,1021,10,5,13
2017-01-03,600,8,5,66,0.0,79,10,1021,10,5,10
2017-01-03,700,10,5,74,0.0,72,10,1021,9,5,8
2017-01-03,800,11,5,82,0.0,66,10,1021,8,5,7
2017-01-03,900,13,5,90,0.0,60,10,1021,8,5,5
2017-01-03,1000,13,5,130,0.0,58,10,1021,12,5,6
2017-01-03,1100,14,6,170,0.0,57,10,1020,16,5,7
2017-01-03,1200,14,7,211,0.0,55,10,1020,21,5,8
2017-01-03,1300,14,5,223,0.0,58,10,1020,30,6,6
2017-01-03,1400,14,3,235,0.0,60,10,1019,40,6,4
2017-01-03,1500,14,2,248,0.0,62,10,1019,50,7,2
2017-01-03,1600,12,2,249,0.0,67,10,1020,40,6,3
2017-01-03,1700,11,2,250,0.0,72,10,1020,30,6,4
2017-01-03,1800,10,3,252,0.0,77,10,1020,21,6,5
2017-01-03,1900,10,3,286,0.0,77,10,1020,20,6,6
2017-01-03,2000,10,3,321,0.0,77,10,1021,20,6,7
2017-01-03,2100,10,4,356,0.0,77,10,1021,20,6,7
2017-01-03,2200,9,3,263,0.0,77,10,1021,16,6,6
2017-01-03,2300,9,2,169,0.0,78,10,1021,12,6,5
2017-01-04,0,9,2,76,0.0,78,10,1021,7,6,4
2017-01-04,100,9,2,61,0.0,79,10,1021,7,6,4
2017-01-04,200,9,2,46,0.0,80,10,1021,7,6,4
2017-01-04,300,9,2,31,0.0,82,10,1021,7,6,5
2017-01-04,400,8,3,56,0.0,83,10,1021,16,6,5
2017-01-04,500,8,3,81,0.0,85,10,1020,25,6,6
2017-01-04,600,8,3,106,0.0,87,10,1020,35,6,7
2017-01-04,700,10,4,104,0.0,81,10,1020,44,6,7
2017-01-04,800,11,5,103,0.0,76,10,1020,53,7,7
2017-01-04,900,13,6,102,0.0,70,10,1020,62,8,7
2017-01-04,1000,13,6,136,0.0,71,8,1020,66,8,8
2017-01-04,1100,13,7,169,0.1,73,7,1019,70,8,9
2017-01-04,1200,13,8,202,0.1,74,5,1018,73,9,10
2017-01-04,1300,13,6,202,0.0,78,6,1018,76,9,8
2017-01-04,1400,12,5,202,0.4,82,8,1018,79,9,7
2017-01-04,1500,12,4,202,0.5,86,9,1017,82,10,5
2017-01-04,1600,12,3,197,0.2,87,7,1017,83,10,5
2017-01-04,1700,11,3,193,0.1,89,4,1017,84,10,5
2017-01-04,1800,11,3,188,0.1,90,2,1017,85,10,5
2017-01-04,1900,11,5,163,0.0,90,4,1017,90,10,8
2017-01-04,2000,11,7,139,0.5,90,7,1017,95,10,10
2017-01-04,2100,11,9,114,0.6,90,9,1017,100,10,13
2017-01-04,2200,11,8,116,0.3,90,9,1017,100,10,13
2017-01-04,2300,11,8,119,0.7,91,9,1016,100,10,12
2017-01-05,0,11,8,121,0.9,92,9,1016,100,10,12
2017-01-05,100,11,9,113,0.4,92,8,1016,100,10,14
2017-01-05,200,11,11,104,2.0,92,8,1015,100,10,16
2017-01-05,300,11,12,95,2.7,92,7,1015,100,10,18
2017-01-05,400,11,11,95,1.3,92,8,1015,100,10,17
2017-01-05,500,11,11,95,0.6,92,8,1015,100,10,17
2017-01-05,600,11,10,96,0.8,93,9,1015,100,10,16
2017-01-05,700,11,10,93,0.4,92,8,1015,100,10,15
2017-01-05,800,12,9,91,1.2,92,8,1015,100,10,14
2017-01-05,900,12,9,89,1.6,91,7,1015,100,10,13
2017-01-05,1000,13,9,123,0.8,90,8,1015,96,11,11
2017-01-05,1100,14,8,156,0.0,88,9,1014,91,12,10
2017-01-05,1200,14,8,189,0.0,86,10,1014,87,12,9
2017-01-05,1300,14,8,206,0.0,88,10,1014,79,12,11
2017-01-05,1400,14,9,222,0.1,89,10,1013,72,12,12
2017-01-05,1500,14,10,239,0.1,90,10,1013,65,12,14
2017-01-05,1600,13,9,238,0.0,92,7,1014,63,12,14
2017-01-05,1700,13,9,238,0.0,94,5,1014,61,12,13
2017-01-05,1800,12,9,238,0.0,96,2,1014,59,12,13
2017-01-05,1900,12,8,241,0.0,96,2,1015,55,11,13
2017-01-05,2000,11,8,244,0.0,95,2,1015,50,10,14
2017-01-05,2100,10,8,247,0.0,95,2,1015,46,10,14
2017-01-05,2200,10,6,252,0.0,94,5,1016,47,9,11
2017-01-05,2300,10,4,256,0.0,93,7,1016,47,9,8
2017-01-06,0,10,3,260,0.0,92,10,1017,48,9,5
2017-01-06,100,10,3,182,0.0,91,10,1017,33,8,6
2017-01-06,200,10,3,104,0.0,89,10,1017,19,8,6
2017-01-06,300,10,3,26,0.0,88,10,1017,4,8,7
2017-01-06,400,10,4,21,0.0,86,10,1018,4,8,8
2017-01-06,500,10,5,16,0.0,83,10,1018,3,7,9
2017-01-06,600,10,6,11,0.0,81,10,1019,2,7,11
2017-01-06,700,11,5,24,0.0,73,10,1019,4,6,9
2017-01-06,800,13,5,38,0.0,64,10,1019,5,6,7
2017-01-06,900,15,4,51,0.0,56,10,1019,7,6,5
2017-01-06,1000,16,5,90,0.0,56,10,1019,5,7,6
2017-01-06,1100,17,6,129,0.0,57,10,1019,4,8,7
2017-01-06,1200,18,7,168,0.0,57,10,1019,3,9,8
2017-01-06,1300,17,7,173,0.0,59,10,1019,4,9,8
2017-01-06,1400,17,6,178,0.0,61,10,1019,6,9,7
2017-01-06,1500,17,5,183,0.0,63,10,1018,7,10,7
2017-01-06,1600,15,5,228,0.0,68,10,1019,7,9,6
2017-01-06,1700,13,4,272,0.0,73,10,1020,6,9,6
2017-01-06,1800,12,3,317,0.0,78,10,1020,6,8,6
2017-01-06,1900,11,5,223,0.0,75,10,1021,8,7,10
2017-01-06,2000,11,6,129,0.0,72,10,1021,9,6,14
2017-01-06,2100,11,8,35,0.0,69,10,1021,11,5,17
2017-01-06,2200,10,8,28,0.0,67,10,1021,23,5,17
2017-01-06,2300,10,8,22,0.0,66,10,1021,35,4,16
2017-01-07,0,10,7,15,0.0,64,10,1021,47,4,15
2017-01-07,100,10,7,18,0.0,63,7,1022,58,3,15
2017-01-07,200,10,7,21,0.1,63,5,1022,68,3,15
2017-01-07,300,10,7,24,0.1,62,2,1023,78,3,14
2017-01-07,400,10,7,41,0.1,66,4,1022,84,4,14
2017-01-07,500,10,8,58,0.6,70,7,1022,90,5,15
2017-01-07,600,11,8,75,0.8,74,9,1022,96,6,15
2017-01-07,700,11,9,64,0.4,77,8,1023,97,7,15
2017-01-07,800,11,9,53,1.9,80,8,1023,99,8,15
2017-01-07,900,12,10,42,2.6,82,7,1023,100,9,16
2017-01-07,1000,13,8,61,1.3,74,8,1023,77,9,13
2017-01-07,1100,15,7,79,0.0,65,9,1022,54,8,9
2017-01-07,1200,17,5,98,0.0,56,10,1022,30,8,6
2017-01-07,1300,17,5,99,0.0,56,10,1022,28,8,7
2017-01-07,1400,17,4,100,0.0,56,10,1022,26,8,7
2017-01-07,1500,17,4,101,0.0,55,10,1022,24,8,7
2017-01-07,1600,16,3,94,0.0,57,10,1022,26,8,6
2017-01-07,1700,15,3,87,0.0,58,10,1023,29,7,6
2017-01-07,1800,14,2,80,0.0,60,10,1023,31,6,5
2017-01-07,1900,14,4,73,0.0,59,10,1023,27,6,9
2017-01-07,2000,13,6,66,0.0,59,10,1023,23,6,13
2017-01-07,2100,13,8,59,0.0,59,10,1023,19,5,17
2017-01-07,2200,13,8,61,0.0,61,10,1023,20,6,17
2017-01-07,2300,13,8,62,0.1,63,9,1023,21,6,17
2017-01-08,0,13,8,63,0.1,65,9,1023,21,7,17
2017-01-08,100,13,8,59,0.0,65,9,1023,31,7,18
2017-01-08,200,13,9,55,0.1,65,9,1023,40,7,18
2017-01-08,300,13,9,51,0.1,66,9,1023,49,7,18
2017-01-08,400,13,8,58,0.0,68,9,1022,41,7,17
2017-01-08,500,13,7,64,0.0,70,10,1022,32,7,15
2017-01-08,600,12,6,71,0.0,72,10,1022,23,8,14
2017-01-08,700,15,7,76,0.0,64,10,1023,19,8,12
2017-01-08,800,17,8,81,0.0,55,10,1023,15,8,11
2017-01-08,900,19,8,86,0.0,47,10,1023,12,8,10
2017-01-08,1000,20,8,117,0.0,44,10,1023,17,7,10
2017-01-08,1100,21,9,147,0.0,41,10,1022,23,7,10
2017-01-08,1200,21,9,178,0.0,38,10,1022,28,7,10
2017-01-08,1300,21,7,195,0.0,42,10,1022,29,7,9
2017-01-08,1400,20,6,212,0.0,45,10,1021,30,8,9
2017-01-08,1500,19,5,228,0.0,48,10,1021,31,8,8
2017-01-08,1600,18,4,203,0.0,52,10,1021,28,8,7
2017-01-08,1700,16,4,177,0.0,56,10,1021,25,8,7
2017-01-08,1800,15,3,151,0.0,60,10,1021,22,7,6
2017-01-08,1900,15,3,177,0.0,60,10,1021,27,7,5
2017-01-08,2000,14,2,203,0.0,61,10,1021,31,7,5
2017-01-08,2100,14,2,228,0.0,61,10,1021,35,6,4
2017-01-08,2200,14,4,198,0.0,60,10,1021,47,6,8
2017-01-08,2300,14,6,167,0.0,59,10,1021,59,6,12
2017-01-09,0,14,9,136,0.0,58,10,1021,71,6,16
2017-01-09,100,14,10,115,0.0,64,9,1021,81,7,17
2017-01-09,200,13,11,94,0.9,70,8,1020,90,7,17
2017-01-09,300,12,12,73,1.2,76,7,1020,100,8,18
2017-01-09,400,12,11,87,0.6,79,7,1020,100,9,16
2017-01-09,500,12,10,100,2.2,83,7,1020,100,9,15
2017-01-09,600,12,9,114,2.9,86,7,1020,100,10,13
2017-01-09,700,12,9,102,1.4,85,7,1021,96,10,13
2017-01-09,800,12,10,89,2.2,83,7,1021,92,10,13
2017-01-09,900,13,10,77,3.0,82,7,1022,88,10,14
2017-01-09,1000,13,9,103,1.5,80,8,1021,70,10,12
2017-01-09,1100,14,9,129,0.0,78,9,1021,53,10,10
2017-01-09,1200,15,8,155,0.0,76,10,1020,35,11,9
2017-01-09,1300,15,7,174,0.0,76,10,1020,31,11,8
2017-01-09,1400,15,6,192,0.0,75,10,1020,28,11,7
2017-01-09,1500,15,5,211,0.0,75,10,1021,24,11,6
2017-01-09,1600,14,5,233,0.0,81,10,1021,27,11,8
2017-01-09,1700,13,6,255,0.0,88,10,1021,29,11,9
2017-01-09,1800,12,6,278,0.0,94,10,1021,31,11,11
2017-01-09,1900,11,6,282,0.0,94,10,1021,25,10,11
2017-01-09,2000,11,6,286,0.0,93,10,1022,19,10,11
2017-01-09,2100,11,5,290,0.0,93,10,1022,12,10,10
2017-01-09,2200,10,5,287,0.0,93,10,1022,24,9,10
2017-01-09,2300,10,4,284,0.0,93,10,1021,36,9,9
2017-01-10,0,10,4,282,0.0,93,10,1021,47,9,8
2017-01-10,100,9,4,280,0.0,92,10,1021,46,8,7
2017-01-10,200,9,3,278,0.0,92,10,1021,45,8,6
2017-01-10,300,9,3,276,0.0,92,10,1021,43,8,6
2017-01-10,400,9,3,241,0.0,92,10,1021,50,8,6
2017-01-10,500,10,4,206,0.0,92,10,1020,58,8,7
2017-01-10,600,10,4,170,0.0,93,10,1020,65,9,7
2017-01-10,700,11,5,152,0.0,90,7,1020,70,9,8
2017-01-10,800,11,6,134,0.1,88,5,1020,76,10,9
2017-01-10,900,12,7,116,0.1,86,2,1020,81,10,9
2017-01-10,1000,12,7,145,0.1,86,2,1020,87,10,9
2017-01-10,1100,12,6,174,0.2,86,2,1019,94,10,8
2017-01-10,1200,12,5,204,0.3,86,2,1018,100,10,7
2017-01-10,1300,12,5,213,0.2,86,4,1018,100,10,7
2017-01-10,1400,12,5,223,0.4,87,7,1018,100,10,7
2017-01-10,1500,12,5,233,0.5,88,9,1018,100,10,8
2017-01-10,1600,12,5,234,0.2,90,7,1018,100,10,8
2017-01-10,1700,12,5,234,0.1,91,4,1018,100,10,8
2017-01-10,1800,12,5,234,0.1,93,2,1018,100,11,8
2017-01-10,1900,12,7,228,0.0,93,2,1018,100,11,11
2017-01-10,2000,12,9,222,0.2,93,2,1018,100,11,15
2017-01-10,2100,12,11,215,0.2,93,2,1018,100,11,18
2017-01-10,2200,12,11,212,0.1,94,4,1018,100,11,17
2017-01-10,2300,12,10,208,0.5,94,7,1017,100,11,15
2017-01-11,0,12,9,204,0.6,95,9,1017,100,11,14
2017-01-11,100,12,11,204,0.3,95,8,1016,100,11,17
2017-01-11,200,12,13,204,1.3,95,8,1016,100,11,20
2017-01-11,300,12,15,203,1.8,96,7,1016,100,11,23
2017-01-11,400,12,14,205,0.9,95,7,1016,100,11,22
2017-01-11,500,12,14,206,1.3,95,7,1016,100,11,21
2017-01-11,600,12,13,207,1.8,95,7,1016,100,12,20
2017-01-11,700,13,11,214,0.9,92,7,1016,89,11,16
2017-01-11,800,13,9,222,2.0,89,8,1016,78,11,12
2017-01-11,900,14,7,229,2.6,86,8,1017,67,11,8
2017-01-11,1000,14,7,229,1.3,78,9,1016,52,10,8
2017-01-11,1100,15,7,228,0.0,71,9,1016,37,9,9
2017-01-11,1200,15,8,228,0.0,64,10,1016,22,9,9
2017-01-11,1300,15,9,228,0.0,64,10,1015,20,8,12
2017-01-11,1400,15,11,228,0.1,65,9,1015,18,8,15
2017-01-11,1500,14,13,228,0.1,66,9,1015,15,8,17
2017-01-11,1600,13,11,243,0.0,72,9,1015,17,8,15
2017-01-11,1700,12,8,258,0.0,79,10,1015,19,9,13
2017-01-11,1800,11,6,274,0.0,86,10,1016,21,9,11
2017-01-11,1900,11,4,241,0.0,85,10,1016,44,9,8
2017-01-11,2000,11,3,209,0.0,84,10,1016,67,8,5
2017-01-11,2100,11,1,176,0.0,83,10,1016,91,8,2
2017-01-11,2200,11,4,149,0.0,83,10,1016,85,8,6
2017-01-11,2300,10,7,122,0.3,83,10,1016,80,8,11
2017-01-12,0,10,10,95,0.4,84,10,1015,75,8,15
2017-01-12,100,10,9,99,0.2,83,10,1015,83,7,15
2017-01-12,200,10,9,103,0.7,82,9,1015,92,7,14
2017-01-12,300,10,9,108,1.0,81,9,1014,100,7,13
2017-01-12,400,10,10,101,0.5,84,8,1014,100,7,15
2017-01-12,500,10,11,95,0.8,87,8,1014,100,8,16
2017-01-12,600,10,12,89,1.1,90,7,1014,100,8,18
2017-01-12,700,10,11,107,0.6,90,7,1014,100,8,16
2017-01-12,800,10,10,125,1.3,89,7,1014,100,9,14
2017-01-12,900,11,9,143,1.8,89,7,1015,100,9,13
2017-01-12,1000,10,9,118,0.9,90,7,1014,100,9,12
2017-01-12,1100,10,9,93,1.8,90,7,1014,100,9,12
2017-01-12,1200,10,9,69,2.4,91,7,1014,100,8,12
2017-01-12,1300,10,8,83,1.2,89,6,1013,93,8,11
2017-01-12,1400,10,7,97,2.6,87,6,1013,85,8,9
2017-01-12,1500,10,5,112,3.5,86,5,1013,78,7,7
2017-01-12,1600,9,8,101,1.7,87,7,1014,73,7,12
2017-01-12,1700,9,10,91,0.3,88,8,1014,67,7,17
2017-01-12,1800,9,13,81,0.4,88,10,1014,62,7,21
2017-01-12,1900,9,9,143,0.2,86,10,1014,43,6,15
2017-01-12,2000,8,5,204,0.3,84,9,1015,25,6,10
2017-01-12,2100,8,2,265,0.4,83,9,1015,7,5,4
2017-01-12,2200,8,4,195,0.2,82,9,1015,6,6,7
2017-01-12,2300,9,6,125,0.0,82,10,1015,6,6,9
2017-01-13,0,9,8,55,0.0,82,10,1015,6,6,12
2017-01-13,100,9,8,56,0.0,81,10,1015,4,6,13
2017-01-13,200,9,8,58,0.0,80,10,1015,2,6,15
2017-01-13,300,9,8,60,0.0,78,10,1016,0,6,16
2017-01-13,400,9,8,48,0.0,78,10,1016,1,6,15
2017-01-13,500,9,8,35,0.0,77,10,1016,2,5,15
2017-01-13,600,9,8,23,0.0,77,10,1017,3,5,14
2017-01-13,700,11,6,30,0.0,70,10,1017,5,5,10
2017-01-13,800,12,4,38,0.0,63,10,1017,7,5,6
2017-01-13,900,14,2,45,0.0,56,10,1018,9,5,2
2017-01-13,1000,15,2,53,0.0,56,10,1017,10,6,3
2017-01-13,1100,16,3,61,0.2,56,10,1017,11,7,3
2017-01-13,1200,16,3,69,0.3,55,10,1017,12,7,4
2017-01-13,1300,17,3,161,0.2,55,10,1017,10,8,4
2017-01-13,1400,17,4,254,0.1,55,10,1017,9,8,5
2017-01-13,1500,17,4,346,0.2,55,10,1017,8,8,6
2017-01-13,1600,16,5,231,0.1,62,10,1017,8,8,9
2017-01-13,1700,14,7,116,0.1,68,10,1018,8,8,12
2017-01-13,1800,12,8,0,0.1,75,10,1018,9,8,15
2017-01-13,1900,12,8,12,0.0,73,10,1018,9,7,15
2017-01-13,2000,11,7,23,0.0,71,10,1018,9,6,15
2017-01-13,2100,11,7,34,0.0,69,10,1019,9,6,14
2017-01-13,2200,11,8,142,0.0,70,10,1019,10,6,18
2017-01-13,2300,10,10,250,0.0,71,10,1019,10,5,21
2017-01-14,0,10,12,358,0.0,71,10,1019,11,5,24
2017-01-14,100,10,11,239,0.0,70,10,1019,11,4,24
2017-01-14,200,9,11,121,0.0,68,10,1019,11,4,23
2017-01-14,300,9,11,2,0.0,66,10,1019,11,3,23
2017-01-14,400,9,11,3,0.0,66,10,1019,11,3,23
2017-01-14,500,9,11,5,0.0,66,10,1019,10,3,23
2017-01-14,600,9,11,6,0.0,66,10,1019,10,3,23
2017-01-14,700,12,8,120,0.0,58,10,1019,8,3,16
2017-01-14,800,14,6,234,0.0,51,10,1019,6,4,10
2017-01-14,900,17,3,347,0.0,44,10,1019,4,5,3
2017-01-14,1000,18,5,236,0.0,42,10,1019,5,5,5
2017-01-14,1100,20,6,125,0.0,39,10,1018,5,5,7
2017-01-14,1200,22,8,14,0.0,36,10,1017,6,6,9
2017-01-14,1300,21,6,94,0.0,39,10,1017,6,7,8
2017-01-14,1400,21,5,175,0.0,42,10,1017,6,7,7
2017-01-14,1500,21,4,255,0.0,45,10,1017,6,8,5
2017-01-14,1600,19,6,283,0.0,49,10,1017,5,8,11
2017-01-14,1700,17,8,312,0.0,53,10,1017,4,7,16
2017-01-14,1800,15,10,340,0.0,57,10,1017,3,6,22
2017-01-14,1900,15,9,236,0.0,57,10,1017,2,6,19
2017-01-14,2000,14,8,132,0.0,57,10,1017,1,6,17
2017-01-14,2100,14,7,29,0.0,58,10,1017,0,6,14
2017-01-14,2200,14,6,22,0.0,60,10,1017,1,6,13
2017-01-14,2300,13,6,16,0.0,62,10,1017,2,6,12
2017-01-15,0,13,5,10,0.0,64,10,1017,3,6,11
2017-01-15,100,12,5,39,0.0,66,10,1017,8,6,9
2017-01-15,200,11,4,68,0.0,69,10,1017,13,6,8
2017-01-15,300,11,3,97,0.0,71,10,1017,19,6,7
2017-01-15,400,10,4,106,0.0,76,10,1017,24,6,8
2017-01-15,500,9,4,115,0.0,81,10,1017,29,6,8
2017-01-15,600,9,4,124,0.0,86,10,1017,34,6,9
2017-01-15,700,10,7,119,0.0,82,10,1018,44,7,11
2017-01-15,800,12,9,114,0.0,79,10,1018,54,9,12
2017-01-15,900,14,12,109,0.0,75,10,1018,64,10,14
2017-01-15,1000,15,12,122,0.0,74,10,1018,66,10,14
2017-01-15,1100,15,13,135,0.0,73,10,1017,69,10,15
2017-01-15,1200,16,13,149,0.0,72,10,1017,71,11,16
2017-01-15,1300,16,12,150,0.0,74,10,1016,64,11,15
2017-01-15,1400,15,12,151,0.0,75,10,1016,56,11,15
2017-01-15,1500,15,11,153,0.0,76,10,1016,48,11,14
2017-01-15,1600,14,9,146,0.0,82,10,1017,48,11,13
2017-01-15,1700,13,7,140,0.0,87,10,1017,47,11,12
2017-01-15,1800,12,6,133,0.0,92,10,1018,47,11,11
2017-01-15,1900,11,5,114,0.0,94,7,1018,54,11,10
2017-01-15,2000,11,5,95,0.0,95,5,1018,60,10,9
2017-01-15,2100,11,4,75,0.0,96,2,1018,67,10,8
2017-01-15,2200,10,3,73,0.0,95,5,1018,55,10,7
2017-01-15,2300,10,3,70,0.0,94,7,1018,43,10,6
2017-01-16,0,10,2,68,0.0,93,10,1018,31,10,4
2017-01-16,100,10,2,117,0.0,93,10,1018,33,9,3
2017-01-16,200,9,1,167,0.0,93,10,1018,34,9,2
2017-01-16,300,9,1,217,0.0,92,10,1018,35,9,2
2017-01-16,400,9,2,246,0.0,90,10,1018,24,9,3
2017-01-16,500,9,3,274,0.0,88,10,1018,13,10,4
2017-01-16,600,9,4,303,0.0,86,10,1019,2,10,5
2017-01-16,700,10,4,285,0.0,76,10,1019,1,10,5
2017-01-16,800,12,3,267,0.0,66,10,1019,1,10,4
2017-01-16,900,14,3,249,0.0,56,10,1020,0,9,3
2017-01-16,1000,16,5,243,0.0,51,10,1019,0,8,6
2017-01-16,1100,18,7,237,0.0,46,10,1019,0,7,8
2017-01-16,1200,20,9,231,0.0,41,10,1018,0,6,10
2017-01-16,1300,19,10,237,0.0,43,10,1018,0,7,11
2017-01-16,1400,19,10,242,0.0,45,10,1018,0,7,12
2017-01-16,1500,19,11,248,0.0,46,10,1018,0,7,13
2017-01-16,1600,18,9,267,0.0,52,10,1018,0,8,11
2017-01-16,1700,17,7,286,0.0,59,10,1018,0,8,9
2017-01-16,1800,15,5,304,0.0,65,10,1018,0,9,8
2017-01-16,1900,15,5,235,0.0,61,10,1019,0,8,8
2017-01-16,2000,14,5,166,0.0,57,10,1019,0,6,8
2017-01-16,2100,14,4,97,0.0,54,10,1019,0,5,8
2017-01-16,2200,14,4,172,0.0,54,10,1019,0,5,7
2017-01-16,2300,13,4,246,0.0,54,10,1019,0,4,6
2017-01-17,0,13,3,320,0.0,54,10,1019,0,4,5
2017-01-17,100,12,3,216,0.0,51,10,1019,0,2,5
2017-01-17,200,11,3,112,0.0,47,10,1020,0,0,5
2017-01-17,300,10,3,7,0.0,44,10,1020,0,-2,6
2017-01-17,400,10,3,14,0.0,44,10,1020,0,-2,6
2017-01-17,500,10,4,21,0.0,44,10,1020,0,-2,7
2017-01-17,600,9,4,28,0.0,45,10,1020,0,-2,8
2017-01-17,700,12,5,61,0.0,41,10,1020,0,-1,8
2017-01-17,800,14,6,95,0.0,37,10,1020,0,-1,8
2017-01-17,900,17,6,129,0.0,33,10,1020,0,0,7
2017-01-17,1000,17,9,160,0.0,34,10,1020,0,1,10
2017-01-17,1100,18,12,191,0.0,35,10,1020,0,2,14
2017-01-17,1200,18,14,222,0.0,36,10,1019,0,3,17
2017-01-17,1300,18,14,222,0.0,41,10,1019,0,4,16
2017-01-17,1400,17,13,223,0.0,45,10,1019,0,5,16
2017-01-17,1500,17,13,223,0.0,49,10,1020,0,6,16
2017-01-17,1600,15,11,239,0.0,57,10,1020,0,7,16
2017-01-17,1700,14,10,256,0.0,64,10,1020,0,7,15
2017-01-17,1800,13,9,272,0.0,72,10,1020,0,8,15
2017-01-17,1900,12,8,269,0.0,71,10,1021,1,7,14
2017-01-17,2000,12,7,266,0.0,70,10,1021,2,7,14
2017-01-17,2100,11,6,263,0.0,70,10,1021,3,6,13
2017-01-17,2200,11,5,228,0.0,73,10,1021,9,6,10
2017-01-17,2300,10,3,194,0.0,77,10,1021,16,6,6
2017-01-18,0,9,1,159,0.0,81,10,1021,22,6,3
2017-01-18,100,9,3,138,0.0,81,10,1021,40,6,6
2017-01-18,200,9,4,117,0.0,82,10,1021,57,6,9
2017-01-18,300,8,5,97,0.0,83,10,1021,75,6,11
2017-01-18,400,8,4,119,0.0,84,10,1021,53,6,9
2017-01-18,500,8,3,142,0.0,86,10,1021,31,5,7
2017-01-18,600,7,3,165,0.0,87,10,1021,9,5,5
2017-01-18,700,9,3,152,0.0,79,10,1021,8,6,5
2017-01-18,800,11,3,139,0.0,72,10,1021,7,6,5
2017-01-18,900,14,4,125,0.0,64,10,1022,7,7,5
2017-01-18,1000,14,6,151,0.0,62,10,1021,11,7,7
2017-01-18,1100,14,8,177,0.0,61,10,1020,15,7,9
2017-01-18,1200,14,10,203,0.0,60,10,1019,19,7,11
2017-01-18,1300,14,11,223,0.0,62,10,1019,29,7,14
2017-01-18,1400,14,13,244,0.0,64,10,1018,40,7,17
2017-01-18,1500,13,14,265,0.0,66,10,1018,51,7,19
2017-01-18,1600,12,10,224,0.0,73,10,1019,54,8,14
