,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
48,48,2016-01-03,00:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
49,49,2016-01-03,01:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
50,50,2016-01-03,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
51,51,2016-01-03,03:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
52,52,2016-01-03,04:00,,Parts per million,1 HOUR,HOURLY,0.005
53,53,2016-01-03,05:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
54,54,2016-01-03,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
55,55,2016-01-03,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
56,56,2016-01-03,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
57,57,2016-01-03,09:00,0.008,Parts per million,1 HOUR,HOURLY,0.005
58,58,2016-01-03,10:00,0.021,Parts per million,1 HOUR,HOURLY,0.005
59,59,2016-01-03,11:00,0.033,Parts per million,1 HOUR,HOURLY,0.005
60,60,2016-01-03,12:00,0.035,Parts per million,1 HOUR,HOURLY,0.005
61,61,2016-01-03,13:00,0.045,Parts per million,1 HOUR,HOURLY,0.005
62,62,2016-01-03,14:00,0.048,Parts per million,1 HOUR,HOURLY,0.005
63,63,2016-01-03,15:00,0.045,Parts per million,1 HOUR,HOURLY,0.005
64,64,2016-01-03,16:00,0.042,Parts per million,1 HOUR,HOURLY,0.005
65,65,2016-01-03,17:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
66,66,2016-01-03,18:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
67,67,2016-01-03,19:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
68,68,2016-01-03,20:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
69,69,2016-01-03,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
70,70,2016-01-03,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
71,71,2016-01-03,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
72,72,2016-01-04,00:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
73,73,2016-01-04,01:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
74,74,2016-01-04,02:00,0.012,Parts per million,1 HOUR,HOURLY,0.005
75,75,2016-01-04,03:00,0.011,Parts per million,1 HOUR,HOURLY,0.005
76,76,2016-01-04,04:00,,Parts per million,1 HOUR,HOURLY,0.005
77,77,2016-01-04,05:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
78,78,2016-01-04,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
79,79,2016-01-04,07:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
80,80,2016-01-04,08:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
81,81,2016-01-04,09:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
82,82,2016-01-04,10:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
83,83,2016-01-04,11:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
84,84,2016-01-04,12:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
85,85,2016-01-04,13:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
86,86,2016-01-04,14:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
87,87,2016-01-04,15:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
88,88,2016-01-04,16:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
89,89,2016-01-04,17:00,0.037,Parts per million,1 HOUR,HOURLY,0.005
90,90,2016-01-04,18:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
91,91,2016-01-04,19:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
92,92,2016-01-04,20:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
93,93,2016-01-04,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
94,94,2016-01-04,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
95,95,2016-01-04,23:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
96,96,2016-01-05,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
97,97,2016-01-05,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
98,98,2016-01-05,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
99,99,2016-01-05,03:00,,Parts per million,1 HOUR,HOURLY,0.005
100,100,2016-01-05,04:00,,Parts per million,1 HOUR,HOURLY,0.005
101,101,2016-01-05,05:00,0.008,Parts per million,1 HOUR,HOURLY,0.005
102,102,2016-01-05,06:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
103,103,2016-01-05,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
104,104,2016-01-05,08:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
105,105,2016-01-05,09:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
106,106,2016-01-05,10:00,,Parts per million,1 HOUR,HOURLY,0.005
107,107,2016-01-05,11:00,,Parts per million,1 HOUR,HOURLY,0.005
108,108,2016-01-05,12:00,,Parts per million,1 HOUR,HOURLY,0.005
109,109,2016-01-05,13:00,,Parts per million,1 HOUR,HOURLY,0.005
110,110,2016-01-05,14:00,,Parts per million,1 HOUR,HOURLY,0.005
111,111,2016-01-05,15:00,,Parts per million,1 HOUR,HOURLY,0.005
112,112,2016-01-05,16:00,0.021,Parts per million,1 HOUR,HOURLY,0.005
113,113,2016-01-05,17:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
114,114,2016-01-05,18:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
115,115,2016-01-05,19:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
116,116,2016-01-05,20:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
117,117,2016-01-05,21:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
118,118,2016-01-05,22:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
119,119,2016-01-05,23:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
120,120,2016-01-06,00:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
121,121,2016-01-06,01:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
122,122,2016-01-06,02:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
123,123,2016-01-06,03:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
124,124,2016-01-06,04:00,,Parts per million,1 HOUR,HOURLY,0.005
125,125,2016-01-06,05:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
126,126,2016-01-06,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
127,127,2016-01-06,07:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
128,128,2016-01-06,08:00,0.005,Parts per million,1 HOUR,HOURLY,0.005
129,129,2016-01-06,09:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
130,130,2016-01-06,10:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
131,131,2016-01-06,11:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
132,132,2016-01-06,12:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
133,133,2016-01-06,13:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
134,134,2016-01-06,14:00,0.033,Parts per million,1 HOUR,HOURLY,0.005
135,135,2016-01-06,15:00,0.022,Parts per million,1 HOUR,HOURLY,0.005
136,136,2016-01-06,16:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
137,137,2016-01-06,17:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
138,138,2016-01-06,18:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
139,139,2016-01-06,19:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
140,140,2016-01-06,20:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
141,141,2016-01-06,21:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
142,142,2016-01-06,22:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
143,143,2016-01-06,23:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
144,144,2016-01-07,00:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
145,145,2016-01-07,01:00,0.014,Parts per million,1 HOUR,HOURLY,0.005
146,146,2016-01-07,02:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
147,147,2016-01-07,03:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
148,148,2016-01-07,04:00,,Parts per million,1 HOUR,HOURLY,0.005
149,149,2016-01-07,05:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
150,150,2016-01-07,06:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
151,151,2016-01-07,07:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
152,152,2016-01-07,08:00,,Parts per million,1 HOUR,HOURLY,0.005
153,153,2016-01-07,09:00,,Parts per million,1 HOUR,HOURLY,0.005
154,154,2016-01-07,10:00,,Parts per million,1 HOUR,HOURLY,0.005
155,155,2016-01-07,11:00,,Parts per million,1 HOUR,HOURLY,0.005
156,156,2016-01-07,12:00,,Parts per million,1 HOUR,HOURLY,0.005
157,157,2016-01-07,13:00,0.035,Parts per million,1 HOUR,HOURLY,0.005
158,158,2016-01-07,14:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
159,159,2016-01-07,15:00,0.037,Parts per million,1 HOUR,HOURLY,0.005
160,160,2016-01-07,16:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
161,161,2016-01-07,17:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
162,162,2016-01-07,18:00,0.021,Parts per million,1 HOUR,HOURLY,0.005
163,163,2016-01-07,19:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
164,164,2016-01-07,20:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
165,165,2016-01-07,21:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
166,166,2016-01-07,22:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
167,167,2016-01-07,23:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
168,168,2016-01-08,00:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
169,169,2016-01-08,01:00,0.038,Parts per million,1 HOUR,HOURLY,0.005
170,170,2016-01-08,02:00,0.037,Parts per million,1 HOUR,HOURLY,0.005
171,171,2016-01-08,03:00,0.016,Parts per million,1 HOUR,HOURLY,0.005
172,172,2016-01-08,04:00,,Parts per million,1 HOUR,HOURLY,0.005
173,173,2016-01-08,05:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
174,174,2016-01-08,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
175,175,2016-01-08,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
176,176,2016-01-08,08:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
177,177,2016-01-08,09:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
178,178,2016-01-08,10:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
179,179,2016-01-08,11:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
180,180,2016-01-08,12:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
181,181,2016-01-08,13:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
182,182,2016-01-08,14:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
183,183,2016-01-08,15:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
184,184,2016-01-08,16:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
185,185,2016-01-08,17:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
186,186,2016-01-08,18:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
187,187,2016-01-08,19:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
188,188,2016-01-08,20:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
189,189,2016-01-08,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
190,190,2016-01-08,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
191,191,2016-01-08,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
192,192,2016-01-09,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
193,193,2016-01-09,01:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
194,194,2016-01-09,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
195,195,2016-01-09,03:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
196,196,2016-01-09,04:00,,Parts per million,1 HOUR,HOURLY,0.005
197,197,2016-01-09,05:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
198,198,2016-01-09,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
199,199,2016-01-09,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
200,200,2016-01-09,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
201,201,2016-01-09,09:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
202,202,2016-01-09,10:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
203,203,2016-01-09,11:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
204,204,2016-01-09,12:00,0.031,Parts per million,1 HOUR,HOURLY,0.005
205,205,2016-01-09,13:00,0.033,Parts per million,1 HOUR,HOURLY,0.005
206,206,2016-01-09,14:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
207,207,2016-01-09,15:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
208,208,2016-01-09,16:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
209,209,2016-01-09,17:00,0.027,Parts per million,1 HOUR,HOURLY,0.005
210,210,2016-01-09,18:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
211,211,2016-01-09,19:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
212,212,2016-01-09,20:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
213,213,2016-01-09,21:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
214,214,2016-01-09,22:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
215,215,2016-01-09,23:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
216,216,2016-01-10,00:00,0.016,Parts per million,1 HOUR,HOURLY,0.005
217,217,2016-01-10,01:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
218,218,2016-01-10,02:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
219,219,2016-01-10,03:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
220,220,2016-01-10,04:00,,Parts per million,1 HOUR,HOURLY,0.005
221,221,2016-01-10,05:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
222,222,2016-01-10,06:00,0.013,Parts per million,1 HOUR,HOURLY,0.005
223,223,2016-01-10,07:00,0.008,Parts per million,1 HOUR,HOURLY,0.005
224,224,2016-01-10,08:00,0.01,Parts per million,1 HOUR,HOURLY,0.005
225,225,2016-01-10,09:00,0.021,Parts per million,1 HOUR,HOURLY,0.005
226,226,2016-01-10,10:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
227,227,2016-01-10,11:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
228,228,2016-01-10,12:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
229,229,2016-01-10,13:00,0.036,Parts per million,1 HOUR,HOURLY,0.005
230,230,2016-01-10,14:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
231,231,2016-01-10,15:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
232,232,2016-01-10,16:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
233,233,2016-01-10,17:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
234,234,2016-01-10,18:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
235,235,2016-01-10,19:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
236,236,2016-01-10,20:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
237,237,2016-01-10,21:00,0.01,Parts per million,1 HOUR,HOURLY,0.005
238,238,2016-01-10,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
239,239,2016-01-10,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
240,240,2016-01-11,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
241,241,2016-01-11,01:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
242,242,2016-01-11,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
243,243,2016-01-11,03:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
244,244,2016-01-11,04:00,,Parts per million,1 HOUR,HOURLY,0.005
245,245,2016-01-11,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
246,246,2016-01-11,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
247,247,2016-01-11,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
248,248,2016-01-11,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
249,249,2016-01-11,09:00,0.007,Parts per million,1 HOUR,HOURLY,0.005
250,250,2016-01-11,10:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
251,251,2016-01-11,11:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
252,252,2016-01-11,12:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
253,253,2016-01-11,13:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
254,254,2016-01-11,14:00,0.028,Parts per million,1 HOUR,HOURLY,0.005
255,255,2016-01-11,15:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
256,256,2016-01-11,16:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
257,257,2016-01-11,17:00,0.016,Parts per million,1 HOUR,HOURLY,0.005
258,258,2016-01-11,18:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
259,259,2016-01-11,19:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
260,260,2016-01-11,20:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
261,261,2016-01-11,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
262,262,2016-01-11,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
263,263,2016-01-11,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
264,264,2016-01-12,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
265,265,2016-01-12,01:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
266,266,2016-01-12,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
267,267,2016-01-12,03:00,,Parts per million,1 HOUR,HOURLY,0.005
268,268,2016-01-12,04:00,,Parts per million,1 HOUR,HOURLY,0.005
269,269,2016-01-12,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
270,270,2016-01-12,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
271,271,2016-01-12,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
272,272,2016-01-12,08:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
273,273,2016-01-12,09:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
274,274,2016-01-12,10:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
275,275,2016-01-12,11:00,0.03,Parts per million,1 HOUR,HOURLY,0.005
276,276,2016-01-12,12:00,0.032,Parts per million,1 HOUR,HOURLY,0.005
277,277,2016-01-12,13:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
278,278,2016-01-12,14:00,0.025,Parts per million,1 HOUR,HOURLY,0.005
279,279,2016-01-12,15:00,0.034,Parts per million,1 HOUR,HOURLY,0.005
280,280,2016-01-12,16:00,0.024,Parts per million,1 HOUR,HOURLY,0.005
281,281,2016-01-12,17:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
282,282,2016-01-12,18:00,0.015,Parts per million,1 HOUR,HOURLY,0.005
283,283,2016-01-12,19:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
284,284,2016-01-12,20:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
285,285,2016-01-12,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
286,286,2016-01-12,22:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
287,287,2016-01-12,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
288,288,2016-01-13,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
289,289,2016-01-13,01:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
290,290,2016-01-13,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
291,291,2016-01-13,03:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
292,292,2016-01-13,04:00,,Parts per million,1 HOUR,HOURLY,0.005
293,293,2016-01-13,05:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
294,294,2016-01-13,06:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
295,295,2016-01-13,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
296,296,2016-01-13,08:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
297,297,2016-01-13,09:00,,Parts per million,1 HOUR,HOURLY,0.005
298,298,2016-01-13,10:00,0.004,Parts per million,1 HOUR,HOURLY,0.005
299,299,2016-01-13,11:00,0.009,Parts per million,1 HOUR,HOURLY,0.005
300,300,2016-01-13,12:00,0.019,Parts per million,1 HOUR,HOURLY,0.005
301,301,2016-01-13,13:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
302,302,2016-01-13,14:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
303,303,2016-01-13,15:00,0.022,Parts per million,1 HOUR,HOURLY,0.005
304,304,2016-01-13,16:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
305,305,2016-01-13,17:00,0.012,Parts per million,1 HOUR,HOURLY,0.005
306,306,2016-01-13,18:00,0.01,Parts per million,1 HOUR,HOURLY,0.005
307,307,2016-01-13,19:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
308,308,2016-01-13,20:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
309,309,2016-01-13,21:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
310,310,2016-01-13,22:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
311,311,2016-01-13,23:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
312,312,2016-01-14,00:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
313,313,2016-01-14,01:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
314,314,2016-01-14,02:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
315,315,2016-01-14,03:00,,Parts per million,1 HOUR,HOURLY,0.005
316,316,2016-01-14,04:00,,Parts per million,1 HOUR,HOURLY,0.005
317,317,2016-01-14,05:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
318,318,2016-01-14,06:00,0.001,Parts per million,1 HOUR,HOURLY,0.005
319,319,2016-01-14,07:00,0.002,Parts per million,1 HOUR,HOURLY,0.005
320,320,2016-01-14,08:00,0.003,Parts per million,1 HOUR,HOURLY,0.005
321,321,2016-01-14,09:00,0.006,Parts per million,1 HOUR,HOURLY,0.005
322,322,2016-01-14,10:00,0.017,Parts per million,1 HOUR,HOURLY,0.005
323,323,2016-01-14,11:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
324,324,2016-01-14,12:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
325,325,2016-01-14,13:00,0.023,Parts per million,1 HOUR,HOURLY,0.005
326,326,2016-01-14,14:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
327,327,2016-01-14,15:00,0.02,Parts per million,1 HOUR,HOURLY,0.005
328,328,2016-01-14,16:00,0.029,Parts per million,1 HOUR,HOURLY,0.005
329,329,2016-01-14,17:00,0.027,Parts per million,1 HOUR,HOURLY,0.005
330,330,2016-01-14,18:00,0.026,Parts per million,1 HOUR,HOURLY,0.005
331,331,2016-01-14,19:00,0.018,Parts per million,1 HOUR,HOURLY,0.005
332,332,2016-01-14,20:00,0.012,Parts per million,1 HOUR,HOURLY,0.005
