,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
80,8679,2018-01-04,08:00,36.7,Parts per billion,1 HOUR,HOURLY,1.0
81,8678,2018-01-04,09:00,39.9,Parts per billion,1 HOUR,HOURLY,1.0
82,8677,2018-01-04,10:00,45.8,Parts per billion,1 HOUR,HOURLY,1.0
83,8676,2018-01-04,11:00,36.2,Parts per billion,1 HOUR,HOURLY,1.0
84,8675,2018-01-04,12:00,31.0,Parts per billion,1 HOUR,HOURLY,1.0
85,8674,2018-01-04,13:00,41.4,Parts per billion,1 HOUR,HOURLY,1.0
86,8673,2018-01-04,14:00,46.2,Parts per billion,1 HOUR,HOURLY,1.0
87,8672,2018-01-04,15:00,49.2,Parts per billion,1 HOUR,HOURLY,1.0
88,8671,2018-01-04,16:00,44.8,Parts per billion,1 HOUR,HOURLY,1.0
89,8670,2018-01-04,17:00,37.9,Parts per billion,1 HOUR,HOURLY,1.0
90,8669,2018-01-04,18:00,40.7,Parts per billion,1 HOUR,HOURLY,1.0
91,8668,2018-01-04,19:00,50.0,Parts per billion,1 HOUR,HOURLY,1.0
92,8667,2018-01-04,20:00,45.7,Parts per billion,1 HOUR,HOURLY,1.0
93,8666,2018-01-04,21:00,42.6,Parts per billion,1 HOUR,HOURLY,1.0
94,8665,2018-01-04,22:00,27.9,Parts per billion,1 HOUR,HOURLY,1.0
95,8664,2018-01-04,23:00,28.6,Parts per billion,1 HOUR,HOURLY,1.0
96,8663,2018-01-05,00:00,28.1,Parts per billion,1 HOUR,HOURLY,1.0
97,8662,2018-01-05,01:00,25.1,Parts per billion,1 HOUR,HOURLY,1.0
98,8661,2018-01-05,02:00,31.3,Parts per billion,1 HOUR,HOURLY,1.0
99,8660,2018-01-05,03:00,33.3,Parts per billion,1 HOUR,HOURLY,1.0
100,8659,2018-01-05,04:00,42.6,Parts per billion,1 HOUR,HOURLY,1.0
101,8658,2018-01-05,05:00,45.4,Parts per billion,1 HOUR,HOURLY,1.0
102,8657,2018-01-05,06:00,51.3,Parts per billion,1 HOUR,HOURLY,1.0
103,8656,2018-01-05,07:00,59.0,Parts per billion,1 HOUR,HOURLY,1.0
104,8655,2018-01-05,08:00,57.1,Parts per billion,1 HOUR,HOURLY,1.0
105,8654,2018-01-05,09:00,39.6,Parts per billion,1 HOUR,HOURLY,1.0
106,8653,2018-01-05,10:00,46.5,Parts per billion,1 HOUR,HOURLY,1.0
107,8652,2018-01-05,11:00,40.8,Parts per billion,1 HOUR,HOURLY,1.0
108,8651,2018-01-05,12:00,33.6,Parts per billion,1 HOUR,HOURLY,1.0
109,8650,2018-01-05,13:00,29.3,Parts per billion,1 HOUR,HOURLY,1.0
110,8649,2018-01-05,14:00,24.8,Parts per billion,1 HOUR,HOURLY,1.0
111,8648,2018-01-05,15:00,26.8,Parts per billion,1 HOUR,HOURLY,1.0
112,8647,2018-01-05,16:00,28.2,Parts per billion,1 HOUR,HOURLY,1.0
113,8646,2018-01-05,17:00,22.8,Parts per billion,1 HOUR,HOURLY,1.0
114,8645,2018-01-05,18:00,22.1,Parts per billion,1 HOUR,HOURLY,1.0
115,8644,2018-01-05,19:00,23.0,Parts per billion,1 HOUR,HOURLY,1.0
116,8643,2018-01-05,20:00,17.7,Parts per billion,1 HOUR,HOURLY,1.0
117,8642,2018-01-05,21:00,12.5,Parts per billion,1 HOUR,HOURLY,1.0
118,8641,2018-01-05,22:00,15.0,Parts per billion,1 HOUR,HOURLY,1.0
119,8640,2018-01-05,23:00,15.4,Parts per billion,1 HOUR,HOURLY,1.0
120,8639,2018-01-06,00:00,18.0,Parts per billion,1 HOUR,HOURLY,1.0
121,8638,2018-01-06,01:00,22.2,Parts per billion,1 HOUR,HOURLY,1.0
122,8637,2018-01-06,02:00,23.1,Parts per billion,1 HOUR,HOURLY,1.0
123,8636,2018-01-06,03:00,21.5,Parts per billion,1 HOUR,HOURLY,1.0
124,8635,2018-01-06,04:00,20.0,Parts per billion,1 HOUR,HOURLY,1.0
125,8634,2018-01-06,05:00,17.9,Parts per billion,1 HOUR,HOURLY,1.0
126,8633,2018-01-06,06:00,18.6,Parts per billion,1 HOUR,HOURLY,1.0
127,8632,2018-01-06,07:00,21.4,Parts per billion,1 HOUR,HOURLY,1.0
128,8631,2018-01-06,08:00,17.1,Parts per billion,1 HOUR,HOURLY,1.0
129,8630,2018-01-06,09:00,17.6,Parts per billion,1 HOUR,HOURLY,1.0
130,8629,2018-01-06,10:00,26.5,Parts per billion,1 HOUR,HOURLY,1.0
131,8628,2018-01-06,11:00,32.5,Parts per billion,1 HOUR,HOURLY,1.0
132,8627,2018-01-06,12:00,26.8,Parts per billion,1 HOUR,HOURLY,1.0
133,8626,2018-01-06,13:00,20.2,Parts per billion,1 HOUR,HOURLY,1.0
134,8625,2018-01-06,14:00,21.7,Parts per billion,1 HOUR,HOURLY,1.0
135,8624,2018-01-06,15:00,19.5,Parts per billion,1 HOUR,HOURLY,1.0
136,8623,2018-01-06,16:00,17.0,Parts per billion,1 HOUR,HOURLY,1.0
137,8622,2018-01-06,17:00,13.7,Parts per billion,1 HOUR,HOURLY,1.0
138,8621,2018-01-06,18:00,10.2,Parts per billion,1 HOUR,HOURLY,1.0
139,8620,2018-01-06,19:00,14.0,Parts per billion,1 HOUR,HOURLY,1.0
140,8619,2018-01-06,20:00,14.5,Parts per billion,1 HOUR,HOURLY,1.0
141,8618,2018-01-06,21:00,12.6,Parts per billion,1 HOUR,HOURLY,1.0
142,8617,2018-01-06,22:00,15.9,Parts per billion,1 HOUR,HOURLY,1.0
143,8616,2018-01-06,23:00,9.9,Parts per billion,1 HOUR,HOURLY,1.0
144,8615,2018-01-07,00:00,10.1,Parts per billion,1 HOUR,HOURLY,1.0
145,8614,2018-01-07,01:00,14.1,Parts per billion,1 HOUR,HOURLY,1.0
146,8613,2018-01-07,02:00,16.3,Parts per billion,1 HOUR,HOURLY,1.0
147,8612,2018-01-07,03:00,13.0,Parts per billion,1 HOUR,HOURLY,1.0
148,8611,2018-01-07,04:00,8.8,Parts per billion,1 HOUR,HOURLY,1.0
149,8610,2018-01-07,05:00,6.7,Parts per billion,1 HOUR,HOURLY,1.0
150,8609,2018-01-07,06:00,5.0,Parts per billion,1 HOUR,HOURLY,1.0
151,8608,2018-01-07,07:00,5.3,Parts per billion,1 HOUR,HOURLY,1.0
152,8607,2018-01-07,08:00,6.3,Parts per billion,1 HOUR,HOURLY,1.0
153,8606,2018-01-07,09:00,8.4,Parts per billion,1 HOUR,HOURLY,1.0
154,8605,2018-01-07,10:00,11.9,Parts per billion,1 HOUR,HOURLY,1.0
155,8604,2018-01-07,11:00,16.7,Parts per billion,1 HOUR,HOURLY,1.0
156,8603,2018-01-07,12:00,19.2,Parts per billion,1 HOUR,HOURLY,1.0
157,8602,2018-01-07,13:00,14.7,Parts per billion,1 HOUR,HOURLY,1.0
158,8601,2018-01-07,14:00,14.7,Parts per billion,1 HOUR,HOURLY,1.0
159,8600,2018-01-07,15:00,17.4,Parts per billion,1 HOUR,HOURLY,1.0
160,8599,2018-01-07,16:00,20.7,Parts per billion,1 HOUR,HOURLY,1.0
161,8598,2018-01-07,17:00,20.2,Parts per billion,1 HOUR,HOURLY,1.0
162,8597,2018-01-07,18:00,16.5,Parts per billion,1 HOUR,HOURLY,1.0
163,8596,2018-01-07,19:00,18.0,Parts per billion,1 HOUR,HOURLY,1.0
164,8595,2018-01-07,20:00,19.3,Parts per billion,1 HOUR,HOURLY,1.0
165,8594,2018-01-07,21:00,21.8,Parts per billion,1 HOUR,HOURLY,1.0
166,8593,2018-01-07,22:00,22.2,Parts per billion,1 HOUR,HOURLY,1.0
167,8592,2018-01-07,23:00,19.6,Parts per billion,1 HOUR,HOURLY,1.0
168,8591,2018-01-08,00:00,17.6,Parts per billion,1 HOUR,HOURLY,1.0
169,8590,2018-01-08,01:00,21.9,Parts per billion,1 HOUR,HOURLY,1.0
170,8589,2018-01-08,02:00,21.0,Parts per billion,1 HOUR,HOURLY,1.0
171,8588,2018-01-08,03:00,22.0,Parts per billion,1 HOUR,HOURLY,1.0
172,8587,2018-01-08,04:00,24.4,Parts per billion,1 HOUR,HOURLY,1.0
173,8586,2018-01-08,05:00,22.7,Parts per billion,1 HOUR,HOURLY,1.0
174,8585,2018-01-08,06:00,25.8,Parts per billion,1 HOUR,HOURLY,1.0
175,8584,2018-01-08,07:00,27.3,Parts per billion,1 HOUR,HOURLY,1.0
176,8583,2018-01-08,08:00,27.0,Parts per billion,1 HOUR,HOURLY,1.0
177,8582,2018-01-08,09:00,29.1,Parts per billion,1 HOUR,HOURLY,1.0
178,8581,2018-01-08,10:00,32.0,Parts per billion,1 HOUR,HOURLY,1.0
179,8580,2018-01-08,11:00,39.0,Parts per billion,1 HOUR,HOURLY,1.0
180,8579,2018-01-08,12:00,29.4,Parts per billion,1 HOUR,HOURLY,1.0
181,8578,2018-01-08,13:00,27.8,Parts per billion,1 HOUR,HOURLY,1.0
182,8577,2018-01-08,14:00,29.8,Parts per billion,1 HOUR,HOURLY,1.0
183,8576,2018-01-08,15:00,23.9,Parts per billion,1 HOUR,HOURLY,1.0
184,8575,2018-01-08,16:00,19.7,Parts per billion,1 HOUR,HOURLY,1.0
185,8574,2018-01-08,17:00,17.2,Parts per billion,1 HOUR,HOURLY,1.0
186,8573,2018-01-08,18:00,22.3,Parts per billion,1 HOUR,HOURLY,1.0
187,8572,2018-01-08,19:00,23.3,Parts per billion,1 HOUR,HOURLY,1.0
188,8571,2018-01-08,20:00,23.1,Parts per billion,1 HOUR,HOURLY,1.0
189,8570,2018-01-08,21:00,25.7,Parts per billion,1 HOUR,HOURLY,1.0
190,8569,2018-01-08,22:00,15.4,Parts per billion,1 HOUR,HOURLY,1.0
191,8568,2018-01-08,23:00,13.2,Parts per billion,1 HOUR,HOURLY,1.0
192,8567,2018-01-09,00:00,2.3,Parts per billion,1 HOUR,HOURLY,1.0
193,8566,2018-01-09,01:00,2.6,Parts per billion,1 HOUR,HOURLY,1.0
194,8565,2018-01-09,02:00,2.2,Parts per billion,1 HOUR,HOURLY,1.0
195,8564,2018-01-09,03:00,1.1,Parts per billion,1 HOUR,HOURLY,1.0
196,8563,2018-01-09,04:00,1.4,Parts per billion,1 HOUR,HOURLY,1.0
197,8562,2018-01-09,05:00,3.7,Parts per billion,1 HOUR,HOURLY,1.0
198,8561,2018-01-09,06:00,19.0,Parts per billion,1 HOUR,HOURLY,1.0
199,8560,2018-01-09,07:00,30.4,Parts per billion,1 HOUR,HOURLY,1.0
200,8559,2018-01-09,08:00,15.0,Parts per billion,1 HOUR,HOURLY,1.0
201,8558,2018-01-09,09:00,15.3,Parts per billion,1 HOUR,HOURLY,1.0
202,8557,2018-01-09,10:00,12.1,Parts per billion,1 HOUR,HOURLY,1.0
203,8556,2018-01-09,11:00,3.2,Parts per billion,1 HOUR,HOURLY,1.0
204,8555,2018-01-09,12:00,2.4,Parts per billion,1 HOUR,HOURLY,1.0
205,8554,2018-01-09,13:00,5.3,Parts per billion,1 HOUR,HOURLY,1.0
206,8553,2018-01-09,14:00,10.5,Parts per billion,1 HOUR,HOURLY,1.0
207,8552,2018-01-09,15:00,8.6,Parts per billion,1 HOUR,HOURLY,1.0
208,8551,2018-01-09,16:00,35.5,Parts per billion,1 HOUR,HOURLY,1.0
209,8550,2018-01-09,17:00,33.2,Parts per billion,1 HOUR,HOURLY,1.0
210,8549,2018-01-09,18:00,43.8,Parts per billion,1 HOUR,HOURLY,1.0
211,8548,2018-01-09,19:00,46.5,Parts per billion,1 HOUR,HOURLY,1.0
212,8547,2018-01-09,20:00,46.6,Parts per billion,1 HOUR,HOURLY,1.0
213,8546,2018-01-09,21:00,44.0,Parts per billion,1 HOUR,HOURLY,1.0
214,8545,2018-01-09,22:00,28.7,Parts per billion,1 HOUR,HOURLY,1.0
215,8544,2018-01-09,23:00,30.4,Parts per billion,1 HOUR,HOURLY,1.0
216,8543,2018-01-10,00:00,29.0,Parts per billion,1 HOUR,HOURLY,1.0
217,8542,2018-01-10,01:00,33.2,Parts per billion,1 HOUR,HOURLY,1.0
218,8541,2018-01-10,02:00,29.7,Parts per billion,1 HOUR,HOURLY,1.0
219,8540,2018-01-10,03:00,23.3,Parts per billion,1 HOUR,HOURLY,1.0
220,8539,2018-01-10,04:00,24.2,Parts per billion,1 HOUR,HOURLY,1.0
221,8538,2018-01-10,05:00,27.2,Parts per billion,1 HOUR,HOURLY,1.0
222,8537,2018-01-10,06:00,28.6,Parts per billion,1 HOUR,HOURLY,1.0
223,8536,2018-01-10,07:00,32.5,Parts per billion,1 HOUR,HOURLY,1.0
224,8535,2018-01-10,08:00,38.6,Parts per billion,1 HOUR,HOURLY,1.0
225,8534,2018-01-10,09:00,30.7,Parts per billion,1 HOUR,HOURLY,1.0
226,8533,2018-01-10,10:00,12.6,Parts per billion,1 HOUR,HOURLY,1.0
227,8532,2018-01-10,11:00,13.2,Parts per billion,1 HOUR,HOURLY,1.0
228,8531,2018-01-10,12:00,12.3,Parts per billion,1 HOUR,HOURLY,1.0
229,8530,2018-01-10,13:00,28.9,Parts per billion,1 HOUR,HOURLY,1.0
230,8529,2018-01-10,14:00,22.6,Parts per billion,1 HOUR,HOURLY,1.0
231,8528,2018-01-10,15:00,32.1,Parts per billion,1 HOUR,HOURLY,1.0
232,8527,2018-01-10,16:00,33.3,Parts per billion,1 HOUR,HOURLY,1.0
233,8526,2018-01-10,17:00,35.7,Parts per billion,1 HOUR,HOURLY,1.0
234,8525,2018-01-10,18:00,26.6,Parts per billion,1 HOUR,HOURLY,1.0
235,8524,2018-01-10,19:00,19.1,Parts per billion,1 HOUR,HOURLY,1.0
236,8523,2018-01-10,20:00,15.9,Parts per billion,1 HOUR,HOURLY,1.0
237,8522,2018-01-10,21:00,19.6,Parts per billion,1 HOUR,HOURLY,1.0
238,8521,2018-01-10,22:00,24.3,Parts per billion,1 HOUR,HOURLY,1.0
239,8520,2018-01-10,23:00,28.0,Parts per billion,1 HOUR,HOURLY,1.0
240,8519,2018-01-11,00:00,27.5,Parts per billion,1 HOUR,HOURLY,1.0
241,8518,2018-01-11,01:00,22.8,Parts per billion,1 HOUR,HOURLY,1.0
242,8517,2018-01-11,02:00,22.2,Parts per billion,1 HOUR,HOURLY,1.0
243,8516,2018-01-11,03:00,18.6,Parts per billion,1 HOUR,HOURLY,1.0
244,8515,2018-01-11,04:00,27.1,Parts per billion,1 HOUR,HOURLY,1.0
245,8514,2018-01-11,05:00,27.4,Parts per billion,1 HOUR,HOURLY,1.0
246,8513,2018-01-11,06:00,30.4,Parts per billion,1 HOUR,HOURLY,1.0
247,8512,2018-01-11,07:00,20.9,Parts per billion,1 HOUR,HOURLY,1.0
248,8511,2018-01-11,08:00,26.4,Parts per billion,1 HOUR,HOURLY,1.0
249,8510,2018-01-11,09:00,37.8,Parts per billion,1 HOUR,HOURLY,1.0
250,8509,2018-01-11,10:00,39.4,Parts per billion,1 HOUR,HOURLY,1.0
251,8508,2018-01-11,11:00,25.0,Parts per billion,1 HOUR,HOURLY,1.0
252,8507,2018-01-11,12:00,17.5,Parts per billion,1 HOUR,HOURLY,1.0
253,8506,2018-01-11,13:00,37.5,Parts per billion,1 HOUR,HOURLY,1.0
254,8505,2018-01-11,14:00,36.4,Parts per billion,1 HOUR,HOURLY,1.0
255,8504,2018-01-11,15:00,37.0,Parts per billion,1 HOUR,HOURLY,1.0
256,8503,2018-01-11,16:00,41.0,Parts per billion,1 HOUR,HOURLY,1.0
257,8502,2018-01-11,17:00,38.1,Parts per billion,1 HOUR,HOURLY,1.0
258,8501,2018-01-11,18:00,39.0,Parts per billion,1 HOUR,HOURLY,1.0
259,8500,2018-01-11,19:00,41.0,Parts per billion,1 HOUR,HOURLY,1.0
260,8499,2018-01-11,20:00,38.5,Parts per billion,1 HOUR,HOURLY,1.0
261,8498,2018-01-11,21:00,35.4,Parts per billion,1 HOUR,HOURLY,1.0
262,8497,2018-01-11,22:00,36.3,Parts per billion,1 HOUR,HOURLY,1.0
263,8496,2018-01-11,23:00,34.9,Parts per billion,1 HOUR,HOURLY,1.0
264,8495,2018-01-12,00:00,30.4,Parts per billion,1 HOUR,HOURLY,1.0
265,8494,2018-01-12,01:00,28.4,Parts per billion,1 HOUR,HOURLY,1.0
266,8493,2018-01-12,02:00,18.4,Parts per billion,1 HOUR,HOURLY,1.0
267,8492,2018-01-12,03:00,22.3,Parts per billion,1 HOUR,HOURLY,1.0
268,8491,2018-01-12,04:00,25.6,Parts per billion,1 HOUR,HOURLY,1.0
269,8490,2018-01-12,05:00,23.6,Parts per billion,1 HOUR,HOURLY,1.0
270,8489,2018-01-12,06:00,35.4,Parts per billion,1 HOUR,HOURLY,1.0
271,8488,2018-01-12,07:00,39.4,Parts per billion,1 HOUR,HOURLY,1.0
272,8487,2018-01-12,08:00,49.4,Parts per billion,1 HOUR,HOURLY,1.0
273,8486,2018-01-12,09:00,40.7,Parts per billion,1 HOUR,HOURLY,1.0
274,8485,2018-01-12,10:00,44.6,Parts per billion,1 HOUR,HOURLY,1.0
275,8484,2018-01-12,11:00,49.7,Parts per billion,1 HOUR,HOURLY,1.0
276,8483,2018-01-12,12:00,52.1,Parts per billion,1 HOUR,HOURLY,1.0
277,8482,2018-01-12,13:00,42.3,Parts per billion,1 HOUR,HOURLY,1.0
278,8481,2018-01-12,14:00,45.2,Parts per billion,1 HOUR,HOURLY,1.0
279,8480,2018-01-12,15:00,43.9,Parts per billion,1 HOUR,HOURLY,1.0
280,8479,2018-01-12,16:00,43.8,Parts per billion,1 HOUR,HOURLY,1.0
281,8478,2018-01-12,17:00,40.6,Parts per billion,1 HOUR,HOURLY,1.0
282,8477,2018-01-12,18:00,40.3,Parts per billion,1 HOUR,HOURLY,1.0
283,8476,2018-01-12,19:00,40.0,Parts per billion,1 HOUR,HOURLY,1.0
284,8475,2018-01-12,20:00,40.8,Parts per billion,1 HOUR,HOURLY,1.0
285,8474,2018-01-12,21:00,35.3,Parts per billion,1 HOUR,HOURLY,1.0
286,8473,2018-01-12,22:00,27.7,Parts per billion,1 HOUR,HOURLY,1.0
287,8472,2018-01-12,23:00,32.2,Parts per billion,1 HOUR,HOURLY,1.0
288,8471,2018-01-13,00:00,34.1,Parts per billion,1 HOUR,HOURLY,1.0
289,8470,2018-01-13,01:00,40.4,Parts per billion,1 HOUR,HOURLY,1.0
290,8469,2018-01-13,02:00,28.3,Parts per billion,1 HOUR,HOURLY,1.0
291,8468,2018-01-13,03:00,28.3,Parts per billion,1 HOUR,HOURLY,1.0
292,8467,2018-01-13,04:00,28.3,Parts per billion,1 HOUR,HOURLY,1.0
293,8466,2018-01-13,05:00,28.9,Parts per billion,1 HOUR,HOURLY,1.0
294,8465,2018-01-13,06:00,32.1,Parts per billion,1 HOUR,HOURLY,1.0
295,8464,2018-01-13,07:00,33.2,Parts per billion,1 HOUR,HOURLY,1.0
296,8463,2018-01-13,08:00,37.1,Parts per billion,1 HOUR,HOURLY,1.0
297,8462,2018-01-13,09:00,35.2,Parts per billion,1 HOUR,HOURLY,1.0
298,8461,2018-01-13,10:00,34.8,Parts per billion,1 HOUR,HOURLY,1.0
299,8460,2018-01-13,11:00,36.4,Parts per billion,1 HOUR,HOURLY,1.0
300,8459,2018-01-13,12:00,30.3,Parts per billion,1 HOUR,HOURLY,1.0
301,8458,2018-01-13,13:00,17.5,Parts per billion,1 HOUR,HOURLY,1.0
302,8457,2018-01-13,14:00,14.5,Parts per billion,1 HOUR,HOURLY,1.0
303,8456,2018-01-13,15:00,3.8,Parts per billion,1 HOUR,HOURLY,1.0
304,8455,2018-01-13,16:00,7.4,Parts per billion,1 HOUR,HOURLY,1.0
305,8454,2018-01-13,17:00,12.6,Parts per billion,1 HOUR,HOURLY,1.0
306,8453,2018-01-13,18:00,15.8,Parts per billion,1 HOUR,HOURLY,1.0
307,8452,2018-01-13,19:00,12.8,Parts per billion,1 HOUR,HOURLY,1.0
308,8451,2018-01-13,20:00,31.5,Parts per billion,1 HOUR,HOURLY,1.0
309,8450,2018-01-13,21:00,31.6,Parts per billion,1 HOUR,HOURLY,1.0
310,8449,2018-01-13,22:00,34.9,Parts per billion,1 HOUR,HOURLY,1.0
311,8448,2018-01-13,23:00,31.8,Parts per billion,1 HOUR,HOURLY,1.0
312,8447,2018-01-14,00:00,30.4,Parts per billion,1 HOUR,HOURLY,1.0
313,8446,2018-01-14,01:00,29.3,Parts per billion,1 HOUR,HOURLY,1.0
314,8445,2018-01-14,02:00,26.4,Parts per billion,1 HOUR,HOURLY,1.0
315,8444,2018-01-14,03:00,23.8,Parts per billion,1 HOUR,HOURLY,1.0
