date,time,tempC,windspeedKmph,winddirDegree,precipMM,humidity,visibility,pressure,cloudcover,DewPointC,WindGustKmph
2019-01-05,1200,13,6,157,0.0,60,10,1014,51,6,14
2019-01-05,1300,13,6,152,0.0,61,8,1014,48,6,14
2019-01-05,1400,13,7,147,0.1,61,7,1014,45,6,15
2019-01-05,1500,13,7,143,0.1,62,5,1014,43,6,16
2019-01-05,1600,13,5,136,0.0,66,6,1014,53,6,18
2019-01-05,1700,12,4,129,0.3,70,8,1014,63,7,19
2019-01-05,1800,12,3,122,0.4,74,9,1014,73,7,21
2019-01-05,1900,12,3,117,0.2,76,8,1015,82,7,22
2019-01-05,2000,11,4,111,1.3,78,8,1015,91,8,24
2019-01-05,2100,11,5,106,1.7,80,7,1016,100,8,25
2019-01-05,2200,11,5,112,0.9,80,7,1015,100,8,23
2019-01-05,2300,12,5,118,1.4,80,7,1015,100,9,22
2019-01-06,0,12,5,124,1.9,81,7,1014,100,9,21
2019-01-06,100,12,6,120,1.0,82,7,1014,95,10,19
2019-01-06,200,12,6,115,2.6,84,7,1015,89,10,17
2019-01-06,300,12,7,110,3.5,86,7,1015,84,10,15
2019-01-06,400,11,7,103,1.7,83,8,1016,63,9,15
2019-01-06,500,11,7,95,0.0,81,9,1017,41,8,14
2019-01-06,600,10,6,87,0.0,78,10,1018,20,7,14
2019-01-06,700,11,6,91,0.0,75,10,1018,28,6,12
2019-01-06,800,11,5,94,0.0,71,10,1019,35,6,10
2019-01-06,900,12,5,97,0.0,67,10,1019,43,6,8
2019-01-06,1000,13,5,117,0.0,62,10,1019,31,6,7
2019-01-06,1100,14,5,137,0.0,58,10,1019,19,6,7
2019-01-06,1200,15,6,157,0.0,53,10,1019,8,5,7
2019-01-06,1300,15,6,186,0.0,53,10,1019,8,5,7
2019-01-06,1400,15,6,215,0.0,53,10,1019,9,6,7
2019-01-06,1500,15,6,245,0.0,54,10,1019,9,6,6
2019-01-06,1600,14,5,237,0.0,58,10,1020,19,6,7
2019-01-06,1700,13,3,230,0.0,62,10,1020,29,6,7
2019-01-06,1800,13,2,222,0.0,67,10,1021,40,7,8
2019-01-06,1900,12,2,199,0.0,68,10,1021,52,7,9
2019-01-06,2000,12,2,176,0.1,68,10,1022,65,6,10
2019-01-06,2100,12,2,152,0.2,69,10,1023,78,6,12
2019-01-06,2200,12,2,136,0.1,71,10,1022,82,6,14
2019-01-06,2300,11,2,120,0.7,72,9,1022,86,7,17
2019-01-07,0,11,2,104,1.0,74,9,1022,91,7,20
2019-01-07,100,11,2,101,0.5,75,8,1022,94,7,20
2019-01-07,200,11,1,97,1.8,77,8,1022,97,7,20
2019-01-07,300,11,0,94,2.4,79,7,1022,100,7,21
2019-01-07,400,11,1,93,1.2,78,7,1022,98,7,21
2019-01-07,500,11,2,91,1.0,78,7,1022,97,7,22
2019-01-07,600,10,3,90,1.4,77,7,1023,95,7,23
2019-01-07,700,11,4,90,0.7,74,7,1023,89,6,22
2019-01-07,800,11,6,90,1.8,72,7,1023,83,6,21
2019-01-07,900,11,7,90,2.4,69,7,1023,77,6,19
2019-01-07,1000,12,7,94,1.2,67,8,1023,68,6,17
2019-01-07,1100,13,7,99,0.0,65,9,1022,58,7,14
2019-01-07,1200,14,7,104,0.0,63,10,1022,49,8,11
2019-01-07,1300,15,5,127,0.0,64,10,1022,36,8,9
2019-01-07,1400,15,3,150,0.1,64,10,1022,22,9,6
2019-01-07,1500,16,1,172,0.1,65,10,1021,9,9,4
2019-01-07,1600,15,1,204,0.0,68,10,1022,11,9,4
2019-01-07,1700,15,2,236,0.0,71,10,1022,13,10,4
2019-01-07,1800,14,2,269,0.0,74,10,1022,15,10,4
2019-01-07,1900,14,3,287,0.0,74,10,1022,13,10,5
2019-01-07,2000,14,3,305,0.0,75,10,1022,12,10,5
2019-01-07,2100,14,4,323,0.0,75,10,1023,11,10,6
2019-01-07,2200,14,4,290,0.0,75,10,1022,10,10,5
2019-01-07,2300,14,4,257,0.0,75,10,1022,9,10,5
2019-01-08,0,14,4,224,0.0,75,10,1022,7,10,4
2019-01-08,100,14,4,189,0.0,74,10,1022,8,9,5
2019-01-08,200,14,3,153,0.0,73,10,1022,8,9,5
2019-01-08,300,14,3,117,0.0,72,10,1021,8,9,6
2019-01-08,400,14,4,194,0.0,71,10,1021,8,8,7
2019-01-08,500,14,4,271,0.0,69,10,1021,8,8,9
2019-01-08,600,14,5,348,0.0,68,10,1021,8,8,11
2019-01-08,700,15,5,350,0.0,63,10,1021,7,8,11
2019-01-08,800,16,4,352,0.0,58,10,1021,6,8,11
2019-01-08,900,17,4,354,0.0,53,10,1021,5,8,10
2019-01-08,1000,19,3,334,0.0,47,10,1020,5,7,9
2019-01-08,1100,20,3,314,0.0,41,10,1020,4,6,7
2019-01-08,1200,21,2,295,0.0,35,10,1019,3,5,5
2019-01-08,1300,21,3,258,0.0,37,10,1019,3,6,6
2019-01-08,1400,21,4,221,0.0,38,10,1018,3,6,6
2019-01-08,1500,21,5,184,0.0,40,10,1018,3,7,7
2019-01-08,1600,20,5,184,0.0,46,10,1019,5,7,7
2019-01-08,1700,19,4,183,0.0,52,10,1019,6,8,7
2019-01-08,1800,18,3,183,0.0,58,10,1019,8,9,7
2019-01-08,1900,17,3,171,0.0,60,10,1020,8,9,6
2019-01-08,2000,17,3,160,0.0,62,10,1020,8,9,5
2019-01-08,2100,16,3,148,0.0,65,10,1020,8,9,4
2019-01-08,2200,16,3,127,0.0,66,10,1020,6,10,4
2019-01-08,2300,16,3,105,0.0,68,10,1020,4,11,4
2019-01-09,0,17,3,84,0.0,70,10,1020,2,11,4
2019-01-09,100,17,3,65,0.0,69,10,1020,2,11,4
2019-01-09,200,17,3,46,0.0,69,10,1021,2,11,4
2019-01-09,300,17,3,27,0.0,68,10,1021,2,11,5
2019-01-09,400,15,3,27,0.0,68,10,1021,5,10,6
2019-01-09,500,14,3,26,0.0,68,10,1021,8,9,6
2019-01-09,600,13,3,25,0.0,68,10,1022,11,8,7
2019-01-09,700,14,3,40,0.0,63,10,1021,18,7,7
2019-01-09,800,15,3,54,0.0,57,10,1021,24,7,7
2019-01-09,900,16,3,68,0.0,51,10,1021,31,6,6
2019-01-09,1000,17,4,105,0.0,50,10,1021,45,6,6
2019-01-09,1100,17,5,142,0.0,49,10,1020,58,7,5
2019-01-09,1200,18,6,178,0.0,48,10,1020,72,7,4
2019-01-09,1300,18,7,201,0.0,52,10,1020,50,8,7
2019-01-09,1400,18,8,224,0.0,55,10,1020,28,9,10
2019-01-09,1500,18,9,247,0.0,59,10,1019,6,10,13
2019-01-09,1600,17,9,262,0.0,60,10,1020,7,10,14
2019-01-09,1700,17,8,277,0.0,62,10,1020,8,9,15
2019-01-09,1800,16,8,293,0.0,63,10,1021,8,9,17
2019-01-09,1900,16,6,282,0.0,62,10,1021,11,9,13
2019-01-09,2000,16,4,272,0.0,62,10,1021,14,8,9
2019-01-09,2100,15,2,261,0.0,61,10,1021,17,8,5
2019-01-09,2200,15,2,239,0.0,62,10,1021,12,8,5
2019-01-09,2300,16,1,216,0.0,63,10,1021,7,9,5
2019-01-10,0,16,1,194,0.0,64,10,1020,3,9,4
2019-01-10,100,16,1,245,0.0,64,10,1020,2,9,4
2019-01-10,200,16,0,297,0.0,65,10,1020,1,10,4
2019-01-10,300,17,0,349,0.0,65,10,1020,0,10,3
2019-01-10,400,16,1,348,0.0,67,10,1020,0,10,3
2019-01-10,500,15,2,347,0.0,68,10,1020,0,9,3
2019-01-10,600,15,3,346,0.0,69,10,1021,0,9,4
2019-01-10,700,16,3,334,0.0,63,10,1021,0,9,4
2019-01-10,800,17,3,321,0.0,58,10,1021,0,8,4
2019-01-10,900,18,3,308,0.0,52,10,1021,0,8,4
2019-01-10,1000,18,3,277,0.0,53,10,1020,0,8,4
2019-01-10,1100,18,3,247,0.0,54,10,1020,0,9,5
2019-01-10,1200,19,3,216,0.0,55,10,1019,0,10,5
2019-01-10,1300,18,2,222,0.0,58,10,1019,1,10,7
2019-01-10,1400,18,2,227,0.0,61,10,1019,3,10,9
2019-01-10,1500,17,2,233,0.0,64,10,1019,4,11,11
2019-01-10,1600,17,2,231,0.0,69,10,1019,5,11,11
2019-01-10,1700,16,2,229,0.0,73,10,1019,6,11,11
2019-01-10,1800,15,1,227,0.0,77,10,1019,7,11,11
2019-01-10,1900,15,1,222,0.0,79,10,1019,7,11,9
2019-01-10,2000,14,1,216,0.0,81,10,1019,7,11,8
2019-01-10,2100,14,0,210,0.0,83,10,1019,7,11,6
2019-01-10,2200,14,1,200,0.0,83,10,1019,5,12,6
2019-01-10,2300,15,2,189,0.0,83,10,1019,4,12,5
2019-01-11,0,15,3,179,0.0,83,10,1020,2,13,4
2019-01-11,100,15,3,174,0.0,81,10,1019,24,11,4
2019-01-11,200,14,3,169,0.0,80,10,1019,46,10,4
2019-01-11,300,13,3,165,0.0,79,10,1019,68,9,3
2019-01-11,400,13,3,165,0.0,79,10,1019,72,9,3
2019-01-11,500,13,3,164,0.0,79,10,1019,75,9,2
2019-01-11,600,12,3,164,0.0,78,10,1019,79,9,2
2019-01-11,700,13,3,139,0.0,73,10,1019,78,8,2
2019-01-11,800,14,3,114,0.0,68,10,1019,77,8,3
2019-01-11,900,15,4,90,0.0,63,10,1019,76,8,3
2019-01-11,1000,15,4,105,0.0,59,10,1019,61,7,5
2019-01-11,1100,16,4,121,0.0,55,10,1018,46,7,7
2019-01-11,1200,17,4,136,0.0,51,10,1017,32,7,8
2019-01-11,1300,17,3,138,0.0,51,10,1017,45,7,10
2019-01-11,1400,17,2,140,0.0,51,10,1016,59,7,12
2019-01-11,1500,17,1,142,0.0,50,10,1016,73,6,14
2019-01-11,1600,16,1,139,0.0,56,10,1016,50,7,13
2019-01-11,1700,15,1,136,0.0,62,10,1016,28,8,13
2019-01-11,1800,15,1,132,0.0,67,10,1016,6,9,13
2019-01-11,1900,14,1,122,0.0,67,10,1016,14,8,13
2019-01-11,2000,14,1,111,0.0,67,10,1016,21,8,13
2019-01-11,2100,14,1,100,0.0,67,10,1016,29,8,13
2019-01-11,2200,14,3,96,0.0,65,8,1015,36,7,15
2019-01-11,2300,14,4,92,0.1,63,7,1015,42,7,17
2019-01-12,0,14,5,88,0.1,61,5,1014,48,7,19
2019-01-12,100,13,4,86,0.0,66,5,1015,63,7,20
2019-01-12,200,13,4,85,2.7,70,5,1015,78,7,22
2019-01-12,300,12,4,83,3.6,74,5,1015,93,7,24
2019-01-12,400,12,4,80,1.8,72,6,1015,89,7,25
2019-01-12,500,12,3,77,1.0,70,6,1016,85,7,25
2019-01-12,600,12,3,74,1.3,68,7,1016,81,7,26
2019-01-12,700,13,4,82,0.6,65,7,1017,68,6,25
2019-01-12,800,13,4,90,1.0,62,8,1017,54,6,24
2019-01-12,900,14,4,98,1.4,60,8,1018,40,6,23
2019-01-12,1000,14,4,101,0.7,59,8,1017,35,6,21
2019-01-12,1100,15,5,104,0.1,59,9,1017,30,7,19
2019-01-12,1200,15,5,106,0.2,58,9,1017,25,7,18
2019-01-12,1300,16,5,106,0.1,56,9,1017,22,7,15
2019-01-12,1400,16,6,107,0.1,54,9,1017,19,7,13
2019-01-12,1500,17,6,107,0.1,52,9,1017,15,7,11
2019-01-12,1600,16,6,103,0.1,55,9,1018,16,7,9
2019-01-12,1700,16,6,99,0.3,58,9,1018,17,8,8
2019-01-12,1800,15,6,95,0.4,61,9,1019,18,8,6
2019-01-12,1900,15,5,113,0.2,62,9,1019,18,8,5
2019-01-12,2000,15,4,131,0.3,63,9,1019,17,8,3
2019-01-12,2100,14,3,148,0.4,65,9,1019,16,8,2
2019-01-12,2200,14,3,155,0.2,66,9,1019,14,8,2
2019-01-12,2300,14,3,161,0.0,68,10,1019,12,8,2
2019-01-13,0,14,3,167,0.0,70,10,1019,10,8,2
2019-01-13,100,13,3,124,0.0,70,10,1019,9,8,2
2019-01-13,200,13,2,81,0.0,70,10,1019,8,8,3
2019-01-13,300,13,1,37,0.0,70,10,1019,8,7,3
2019-01-13,400,12,1,37,0.0,69,10,1019,7,7,5
2019-01-13,500,12,1,36,0.0,68,10,1019,7,7,6
2019-01-13,600,12,1,35,0.0,68,10,1019,7,6,8
2019-01-13,700,13,3,34,0.0,62,10,1019,7,6,8
2019-01-13,800,14,4,34,0.0,56,10,1020,8,5,8
2019-01-13,900,15,5,33,0.0,51,10,1020,8,5,8
2019-01-13,1000,15,5,50,0.0,50,10,1019,13,5,6
2019-01-13,1100,16,4,68,0.0,49,10,1019,17,5,5
2019-01-13,1200,16,4,85,0.0,49,10,1018,22,5,4
2019-01-13,1300,16,4,109,0.0,51,10,1018,39,6,5
2019-01-13,1400,16,4,134,0.0,54,10,1018,57,6,6
2019-01-13,1500,15,4,158,0.0,56,10,1018,74,7,7
2019-01-13,1600,15,3,144,0.0,55,10,1018,53,6,7
2019-01-13,1700,15,2,130,0.0,53,10,1018,32,6,8
2019-01-13,1800,15,1,116,0.0,52,10,1018,10,5,8
2019-01-13,1900,14,1,99,0.0,51,10,1018,10,5,10
2019-01-13,2000,14,1,83,0.0,50,10,1018,10,4,11
2019-01-13,2100,14,1,67,0.0,50,10,1018,10,4,13
2019-01-13,2200,13,2,67,0.0,49,10,1018,11,3,14
2019-01-13,2300,13,3,67,0.0,49,10,1018,12,3,15
2019-01-14,0,13,4,68,0.0,49,10,1018,14,2,17
2019-01-14,100,13,6,67,0.0,45,10,1017,16,1,19
2019-01-14,200,13,7,66,0.0,41,10,1017,19,-0,21
2019-01-14,300,13,8,64,0.0,38,10,1017,22,-1,23
2019-01-14,400,13,8,66,0.0,41,8,1016,35,-0,25
2019-01-14,500,13,8,68,0.1,44,7,1016,48,1,27
2019-01-14,600,13,9,70,0.1,47,5,1016,61,2,29
2019-01-14,700,12,9,64,0.0,54,5,1016,72,3,29
2019-01-14,800,11,10,58,4.1,60,5,1016,83,4,29
2019-01-14,900,10,11,52,5.5,67,5,1016,95,5,28
2019-01-14,1000,11,12,46,2.7,73,5,1016,96,6,28
2019-01-14,1100,11,14,40,6.1,79,5,1015,98,7,27
2019-01-14,1200,11,15,34,8.1,84,5,1015,100,8,27
2019-01-14,1300,11,16,44,4.0,84,5,1015,100,9,27
2019-01-14,1400,11,16,55,10.5,83,5,1015,100,9,27
2019-01-14,1500,12,17,65,14.0,83,5,1015,100,9,27
2019-01-14,1600,11,14,66,7.0,79,7,1016,88,8,25
2019-01-14,1700,11,10,67,0.1,76,8,1016,77,7,24
2019-01-14,1800,11,7,68,0.1,72,10,1016,65,6,22
2019-01-14,1900,11,7,71,0.1,70,10,1017,55,6,22
2019-01-14,2000,11,7,75,0.1,68,9,1017,44,5,22
2019-01-14,2100,11,8,78,0.2,66,9,1017,34,5,22
2019-01-14,2200,11,10,74,0.1,67,9,1017,35,5,21
2019-01-14,2300,11,13,69,0.0,68,10,1017,35,5,20
2019-01-15,0,11,15,65,0.0,69,10,1017,36,5,19
2019-01-15,100,11,14,69,0.0,66,10,1017,45,5,19
2019-01-15,200,11,12,72,0.0,64,10,1017,54,4,19
2019-01-15,300,11,10,75,0.0,62,10,1017,62,4,19
2019-01-15,400,11,10,79,0.0,64,7,1017,72,4,21
2019-01-15,500,11,9,83,0.1,67,5,1017,82,5,22
2019-01-15,600,11,9,87,0.1,70,2,1018,92,5,24
2019-01-15,700,11,9,90,0.0,69,3,1018,83,6,25
2019-01-15,800,12,9,93,0.1,69,4,1018,73,6,26
2019-01-15,900,12,8,96,0.2,69,5,1019,64,6,27
2019-01-15,1000,12,9,105,0.1,67,7,1018,61,6,28
2019-01-15,1100,13,10,114,0.2,65,8,1017,58,7,30
2019-01-15,1200,13,10,123,0.2,63,10,1017,56,7,31
2019-01-15,1300,13,10,124,0.1,65,9,1017,70,7,31
2019-01-15,1400,13,10,124,1.3,68,8,1017,85,7,32
2019-01-15,1500,13,10,125,1.7,70,7,1016,100,7,32
2019-01-15,1600,12,8,121,0.9,73,7,1017,100,8,33
2019-01-15,1700,12,6,117,0.9,77,7,1017,100,8,35
2019-01-15,1800,12,5,114,1.2,80,7,1018,100,8,36
2019-01-15,1900,12,5,111,0.6,82,7,1018,100,9,33
2019-01-15,2000,13,5,108,1.6,84,7,1019,99,10,30
2019-01-15,2100,13,5,105,2.2,86,7,1019,99,11,28
2019-01-15,2200,13,5,101,1.1,84,8,1019,84,10,26
2019-01-15,2300,13,4,98,0.1,81,9,1020,69,9,24
2019-01-16,0,12,4,94,0.1,79,10,1020,54,9,22
2019-01-16,100,12,5,89,0.1,78,10,1020,46,9,23
2019-01-16,200,12,5,84,0.1,78,9,1021,38,8,25
2019-01-16,300,12,5,79,0.1,77,9,1021,30,8,27
2019-01-16,400,12,6,75,0.0,77,9,1021,33,8,25
2019-01-16,500,12,7,72,0.0,76,10,1021,37,8,23
2019-01-16,600,12,8,69,0.0,75,10,1021,41,8,22
2019-01-16,700,13,8,72,0.0,75,10,1021,60,8,22
2019-01-16,800,13,8,76,0.0,75,10,1022,79,9,23
2019-01-16,900,14,8,79,0.0,75,10,1022,98,9,23
2019-01-16,1000,14,9,84,0.0,77,10,1022,99,10,24
2019-01-16,1100,14,9,89,0.4,80,9,1022,99,10,24
2019-01-16,1200,14,9,94,0.5,82,9,1022,100,11,25
2019-01-16,1300,14,8,95,0.2,79,9,1021,100,11,26
2019-01-16,1400,14,8,96,0.6,77,9,1021,100,10,27
2019-01-16,1500,14,7,97,0.8,74,9,1021,100,10,27
2019-01-16,1600,14,6,97,0.4,78,9,1021,100,10,28
2019-01-16,1700,14,4,98,0.8,81,10,1021,100,11,28
2019-01-16,1800,14,3,99,1.0,84,10,1021,100,11,28
2019-01-16,1900,14,3,98,0.5,84,9,1022,100,11,28
2019-01-16,2000,14,2,97,1.0,83,8,1022,100,11,28
2019-01-16,2100,14,2,96,1.3,83,7,1022,100,11,27
2019-01-16,2200,14,2,96,0.6,87,8,1022,99,11,26
2019-01-16,2300,14,3,96,0.5,92,9,1022,97,12,25
2019-01-17,0,14,4,96,0.7,96,10,1021,96,13,23
2019-01-17,100,13,4,95,0.4,95,9,1021,97,12,24
2019-01-17,200,13,5,95,1.3,93,8,1021,99,12,25
2019-01-17,300,13,6,94,1.7,92,7,1021,100,12,25
2019-01-17,400,13,7,100,0.9,94,7,1020,100,12,27
2019-01-17,500,14,8,106,3.4,95,6,1020,100,13,29
2019-01-17,600,14,9,112,4.5,97,6,1020,100,13,31
2019-01-17,700,14,8,122,2.3,97,6,1020,100,14,28
2019-01-17,800,14,7,132,6.1,98,5,1021,100,14,26
2019-01-17,900,14,6,141,8.1,98,5,1021,100,14,24
2019-01-17,1000,14,5,146,4.0,98,6,1021,100,14,20
2019-01-17,1100,14,5,151,0.6,97,8,1021,100,14,16
2019-01-17,1200,14,5,156,0.8,97,9,1021,100,14,12
2019-01-17,1300,15,6,144,0.4,96,8,1021,100,14,9
2019-01-17,1400,15,8,132,1.0,95,8,1021,100,14,7
2019-01-17,1500,15,9,121,1.4,94,7,1022,100,14,5
2019-01-17,1600,15,8,125,0.7,94,8,1022,83,14,6
2019-01-17,1700,14,8,129,0.0,94,9,1022,67,13,7
2019-01-17,1800,14,7,133,0.0,94,10,1022,50,13,8
2019-01-17,1900,14,5,179,0.0,93,10,1023,44,13,7
2019-01-17,2000,14,3,226,0.0,91,10,1023,38,12,6
2019-01-17,2100,13,1,273,0.0,90,10,1023,32,12,6
2019-01-17,2200,13,1,272,0.0,91,10,1023,32,12,6
2019-01-17,2300,13,2,272,0.0,91,10,1023,33,12,6
2019-01-18,0,13,2,271,0.0,91,10,1023,34,12,7
2019-01-18,100,13,2,251,0.0,91,10,1023,29,12,6
2019-01-18,200,13,2,232,0.0,91,10,1023,23,11,4
2019-01-18,300,13,2,212,0.0,91,10,1024,17,11,3
2019-01-18,400,13,2,178,0.0,91,10,1024,17,11,3
2019-01-18,500,12,3,143,0.0,91,10,1024,17,11,3
2019-01-18,600,12,4,109,0.0,91,10,1024,17,11,3
2019-01-18,700,14,3,100,0.0,84,10,1025,13,11,3
2019-01-18,800,15,3,91,0.0,76,10,1025,10,10,3
2019-01-18,900,16,2,82,0.0,69,10,1025,6,10,3
2019-01-18,1000,17,3,114,0.0,66,10,1025,5,10,3
2019-01-18,1100,18,3,146,0.0,63,10,1024,4,11,4
2019-01-18,1200,19,3,178,0.0,61,10,1024,3,11,5
2019-01-18,1300,19,4,191,0.0,61,10,1024,3,11,6
2019-01-18,1400,19,4,205,0.0,61,10,1024,3,11,8
